area_id,area_name,b19013g001,b19013g001_moe
1,Southwest,715584,441368
2,Delridge Neighborhoods,444586,228414
3,Greater Duwamish,581840,231757
4,Southeast,524335,244802
5,Central,398820,106488
6,East,468209,273690
7,Northeast,1068219,382410
8,North,572019,247942
9,Northwest,1050598,315910
10,Ballard,448286,220368
11,Lake Union,504814,217053
12,Magnolia/Queen Anne,688462,277473
13,Downtown,186572,133897
