area_id,area_name,b13016001,b13016001_moe,b13016002,b13016002_moe,b13016003,b13016003_moe,b13016004,b13016004_moe,b13016005,b13016005_moe,b13016006,b13016006_moe,b13016007,b13016007_moe,b13016008,b13016008_moe,b13016009,b13016009_moe,b13016010,b13016010_moe,b13016011,b13016011_moe,b13016012,b13016012_moe,b13016013,b13016013_moe,b13016014,b13016014_moe,b13016015,b13016015_moe,b13016016,b13016016_moe,b13016017,b13016017_moe
1,Southwest,12590,583,659,174,0,48,26,52,104,72,228,102,130,85,104,74,67,87,11931,581,776,183,794,257,1724,296,2134,343,1785,249,2312,288,2406,288
2,Delridge Neighborhoods,9755,599,707,200,0,38,116,95,110,83,236,117,140,92,27,46,78,73,9048,618,849,247,671,181,1729,318,1496,281,1641,287,1329,261,1333,196
3,Greater Duwamish,11500,695,803,222,16,50,92,91,220,132,245,114,96,74,98,84,36,72,10697,707,1203,256,1151,244,1878,308,1668,263,1404,294,1744,319,1649,232
4,Southeast,11462,634,674,191,20,52,64,84,121,109,215,108,171,85,83,72,0,45,10788,664,1052,246,1473,303,1236,281,1464,290,1789,316,1786,307,1988,292
5,Central,8684,531,494,169,0,34,68,89,113,90,120,79,113,75,80,59,0,34,8190,553,607,193,1122,232,1663,275,1501,263,1223,225,1072,225,1002,191
6,East,16443,797,519,206,10,50,20,53,82,82,194,151,111,75,68,100,34,59,15924,796,1358,280,3029,398,4507,500,2740,366,1544,293,1458,288,1288,248
7,Northeast,25534,1155,952,197,97,98,1,56,160,82,283,115,241,108,156,84,14,59,24582,1167,5213,626,7205,880,3457,435,1979,271,2015,249,2189,282,2524,262
8,North,10437,571,421,134,27,60,37,72,60,56,151,87,108,64,38,52,0,43,10016,574,799,200,1421,290,1912,309,1554,236,1422,227,1558,271,1350,209
9,Northwest,20187,782,1248,255,69,80,56,67,266,121,510,180,243,102,104,74,0,54,18939,796,833,198,2452,461,4334,485,3044,388,2732,334,2804,330,2740,337
10,Ballard,12448,600,739,189,0,43,74,73,101,83,289,144,207,88,52,51,16,47,11709,641,795,196,1108,349,2319,358,2244,321,1926,277,1460,239,1857,266
11,Lake Union,14982,886,400,135,1,40,0,42,81,81,194,88,107,95,17,49,0,42,14582,897,578,223,2988,511,4072,486,2535,327,1819,291,1465,237,1125,201
12,Magnolia/Queen Anne,17971,965,793,207,16,58,8,50,115,79,321,146,236,121,97,74,0,51,17178,976,1409,311,2785,717,3738,450,2769,378,2646,343,1858,291,1973,268
13,Downtown,4278,428,87,69,0,29,0,29,35,59,8,30,27,40,17,37,0,29,4191,430,111,77,653,189,928,208,622,193,631,181,546,150,700,185
