area_id,area_name,b22002001,b22002001_moe,b22002002,b22002002_moe,b22002003,b22002003_moe,b22002004,b22002004_moe,b22002005,b22002005_moe,b22002006,b22002006_moe,b22002007,b22002007_moe,b22002008,b22002008_moe,b22002009,b22002009_moe,b22002010,b22002010_moe,b22002011,b22002011_moe,b22002012,b22002012_moe,b22002013,b22002013_moe,b22002014,b22002014_moe,b22002015,b22002015_moe,b22002016,b22002016_moe,b22002017,b22002017_moe,b22002018,b22002018_moe,b22002019,b22002019_moe,b22002020,b22002020_moe,b22002021,b22002021_moe,b22002022,b22002022_moe,b22002023,b22002023_moe,b22002024,b22002024_moe,b22002025,b22002025_moe,b22002026,b22002026_moe,b22002027,b22002027_moe
1,Southwest,23226,383,931,245,158,82,63,56,95,73,23,58,72,65,0,48,773,231,82,59,57,56,8,48,49,54,634,224,22295,410,5387,317,4106,272,1143,240,178,86,965,226,138,106,16908,474,5327,403,742,193,253,123,489,153,10839,540
2,Delridge Neighborhoods,14850,356,2342,332,898,203,369,138,529,178,49,50,480,173,0,38,1444,282,191,111,230,128,0,38,230,128,1023,239,12508,420,3219,332,2002,267,1207,246,328,121,879,218,10,39,9289,430,2644,306,726,197,381,172,345,110,5919,433
3,Greater Duwamish,16086,331,3302,340,1579,270,738,177,828,215,125,93,703,213,13,49,1723,248,324,113,294,109,159,87,135,76,1105,203,12784,428,3853,367,2722,319,1131,232,381,127,750,204,0,45,8931,412,2841,308,1145,237,400,156,745,193,4945,399
4,Southeast,17612,387,2852,405,1236,277,497,169,739,220,173,97,566,205,0,45,1616,318,204,101,304,129,112,81,192,107,1108,281,14760,498,4258,370,2715,322,1480,290,306,135,1174,264,63,80,10502,490,3614,364,1145,244,360,144,785,197,5743,458
5,Central,13921,329,1483,256,248,118,39,47,197,110,14,38,183,109,12,37,1235,234,91,69,209,116,32,58,177,106,935,197,12438,372,2577,278,1826,255,684,199,143,86,541,183,67,108,9861,404,2356,268,425,133,129,91,296,106,7080,431
6,East,29701,474,2408,341,439,148,80,65,353,140,60,63,293,143,6,46,1969,312,111,83,83,68,39,55,44,59,1775,303,27293,554,1937,258,1552,241,359,128,71,58,288,121,26,62,25356,596,3991,397,385,150,188,111,197,111,20980,661
7,Northeast,30311,401,1049,244,227,94,45,65,170,84,45,64,125,79,12,60,822,230,56,66,66,71,46,65,20,65,700,221,29262,460,6498,290,5524,282,960,186,257,113,703,156,14,62,22764,519,6686,390,1232,236,370,137,862,194,14846,593
8,North,19461,351,1709,277,570,185,126,67,444,174,17,47,427,173,0,43,1139,219,178,85,229,116,142,107,87,65,732,176,17752,417,3375,312,2588,257,739,208,235,110,504,178,48,73,14377,467,3916,346,945,196,379,141,566,149,9516,516
9,Northwest,33168,437,2258,345,549,176,148,99,373,146,12,56,361,145,28,69,1709,300,178,97,282,111,71,65,211,103,1249,269,30910,532,6315,382,5249,345,1027,206,350,130,677,166,39,62,24595,575,7115,496,1080,207,212,95,868,192,16400,631
10,Ballard,21236,330,881,207,220,113,96,63,124,104,68,77,56,74,0,43,661,176,88,68,42,51,0,43,42,51,531,164,20355,379,4349,282,3431,282,898,191,294,129,604,152,20,51,16006,442,5068,401,792,205,214,114,578,168,10146,503
11,Lake Union,24520,524,1764,316,136,104,0,42,136,104,0,42,136,104,0,42,1628,300,122,78,32,47,25,47,7,42,1474,292,22756,552,2471,245,1848,199,547,167,245,127,302,112,76,101,20285,563,3418,352,574,202,287,173,287,100,16293,624
12,Magnolia/Queen Anne,29974,461,1048,230,124,87,73,78,51,60,0,51,51,60,0,51,924,212,77,63,54,63,0,51,54,63,793,207,28926,492,4919,345,4249,329,643,182,167,94,476,162,27,55,24007,563,6459,459,540,149,155,86,385,130,17008,659
13,Downtown,11410,381,2762,331,168,91,86,63,82,68,39,57,43,47,0,29,2594,323,270,99,12,30,0,29,12,30,2312,329,8648,427,396,112,276,88,120,76,8,30,112,73,0,29,8252,422,1344,242,111,78,46,62,65,52,6797,433
