area_id,area_name,b27011001,b27011001_moe,b27011002,b27011002_moe,b27011003,b27011003_moe,b27011004,b27011004_moe,b27011005,b27011005_moe,b27011006,b27011006_moe,b27011007,b27011007_moe,b27011008,b27011008_moe,b27011009,b27011009_moe,b27011010,b27011010_moe,b27011011,b27011011_moe,b27011012,b27011012_moe,b27011013,b27011013_moe,b27011014,b27011014_moe,b27011015,b27011015_moe,b27011016,b27011016_moe,b27011017,b27011017_moe,b27011018,b27011018_moe,b27011019,b27011019_moe,b27011020,b27011020_moe,b27011021,b27011021_moe,b27011022,b27011022_moe,b27011023,b27011023_moe,b27011024,b27011024_moe,b27011025,b27011025_moe,b27011026,b27011026_moe,b27011027,b27011027_moe,b27011028,b27011028_moe,b27011029,b27011029_moe,b27011030,b27011030_moe,b27011031,b27011031_moe,b27011032,b27011032_moe,b27011033,b27011033_moe,b27011034,b27011034_moe,b27011035,b27011035_moe
1,Southwest,39501,831,29557,835,28194,831,26823,809,24748,811,24548,806,666,198,2075,395,1371,281,1371,281,1189,277,1108,221,0,48,1363,268,1335,266,810,201,762,196,56,58,525,177,28,51,28,51,0,48,28,51,0,48,9944,589,4925,470,4180,432,3309,365,1150,271,745,214,5019,341,5017,341,3824,339,4975,341,2,47
2,Delridge Neighborhoods,27239,837,20372,734,18679,683,18055,678,15532,655,14782,655,1123,270,2523,389,624,153,624,153,478,129,537,141,0,38,1693,329,1625,323,734,209,521,172,235,131,891,257,68,67,42,55,23,50,42,55,26,54,6867,550,4406,496,3287,405,1827,286,1610,307,1119,281,2461,276,2447,277,1243,193,2447,277,14,42
3,Greater Duwamish,36164,1229,25524,1113,23518,1097,22756,1086,17974,891,16852,889,1698,354,4782,700,762,181,762,181,616,162,535,148,0,45,2006,360,1989,361,1037,256,579,190,463,163,952,242,17,52,17,52,0,45,17,52,0,45,10640,691,5933,593,4163,494,2226,346,2338,393,1770,341,4707,358,4657,357,1803,278,4555,355,50,63
4,Southeast,35391,1101,25059,1021,22465,925,21604,919,18378,894,17498,888,1307,281,3226,585,861,176,849,174,661,153,735,162,12,47,2594,451,2563,451,1284,291,927,241,374,170,1279,356,31,51,31,51,16,49,31,51,0,45,10332,692,5915,566,4490,448,2405,352,2340,394,1425,323,4417,372,4399,368,2254,287,4354,368,18,56
5,Central,24751,808,18506,762,17388,738,16763,738,14628,654,14283,648,552,179,2135,442,625,153,608,150,425,128,566,145,17,42,1118,289,1104,289,691,229,476,170,243,162,413,169,14,40,14,40,0,34,14,40,0,34,6245,522,3575,440,3126,410,2313,343,1113,278,449,186,2670,274,2670,274,1603,252,2665,274,0,34
6,East,45510,1084,34887,996,32918,954,31861,955,27143,944,26709,932,765,225,4718,641,1057,206,1011,203,793,195,889,197,46,62,1969,368,1896,365,1228,304,981,273,320,151,668,209,73,64,73,64,55,57,73,64,0,47,10623,717,6563,619,5835,570,4148,486,2013,330,728,222,4060,361,4025,348,2518,306,4007,349,35,99
7,Northeast,67673,1728,46131,1406,42972,1268,41271,1253,38203,1227,37820,1225,637,181,3068,468,1701,227,1687,227,1501,214,1396,205,14,61,3159,484,3086,482,2382,426,2241,418,191,114,704,214,73,67,73,67,46,63,73,67,0,59,21542,1081,15906,1027,14489,983,13512,933,1314,321,1417,317,5636,396,5610,394,4222,383,5509,394,26,63
8,North,33698,835,24330,874,22727,870,22149,862,18903,743,18283,729,930,279,3246,538,578,134,557,132,448,120,497,127,21,52,1603,276,1564,273,806,208,643,183,248,130,758,212,39,52,39,52,8,43,39,52,0,43,9368,591,5057,526,4097,476,3023,414,1403,277,960,270,4311,324,4236,333,2755,306,4189,332,75,92
9,Northwest,58765,1177,44569,1126,41476,1065,40496,1064,35900,1072,35112,1061,1373,291,4596,558,980,189,961,187,820,182,733,149,19,59,3093,560,2926,554,1493,353,1220,238,329,257,1433,338,167,111,167,111,104,101,167,111,0,54,14196,756,7367,660,6017,574,4504,496,2043,339,1350,283,6829,417,6778,415,4905,390,6654,409,51,64
10,Ballard,37143,841,29594,918,27852,890,26980,872,24362,785,24113,778,652,355,2618,504,872,191,872,191,740,181,722,176,0,43,1742,311,1678,310,1083,225,1033,219,125,81,595,210,64,58,64,58,41,51,64,58,0,43,7549,505,4011,417,3622,385,3094,361,642,176,389,151,3538,282,3481,281,2474,281,3442,279,57,67
11,Lake Union,40278,1256,32330,1168,30525,1162,30015,1156,26662,951,26255,957,828,230,3353,714,510,144,491,140,413,131,367,113,19,50,1805,360,1782,362,680,177,571,156,139,91,1102,317,23,47,23,47,23,47,23,47,0,42,7948,717,5486,676,4697,644,3563,598,1242,253,789,207,2462,267,2441,265,1564,237,2392,265,21,48
12,Magnolia/Queen Anne,50929,1205,39330,1146,37161,1156,35818,1142,33002,1106,32645,1106,736,233,2816,458,1343,234,1343,234,1137,215,1176,218,0,51,2169,344,2068,336,1499,264,1386,250,133,96,569,218,101,84,101,84,24,61,101,84,0,51,11599,716,6524,599,6001,558,5175,501,1163,279,523,187,5075,400,5071,399,3835,406,4878,366,4,49
13,Downtown,16078,745,10631,603,9847,601,9447,600,8220,573,7871,554,602,201,1227,277,400,134,391,133,286,113,318,119,9,30,784,211,784,211,421,148,215,88,227,125,363,168,0,29,0,29,0,29,0,29,0,29,5447,591,3311,510,2818,479,773,306,2200,391,493,197,2136,313,2136,313,727,198,2136,313,0,29
