area_id,area_name,b08012001,b08012001_moe,b08012002,b08012002_moe,b08012003,b08012003_moe,b08012004,b08012004_moe,b08012005,b08012005_moe,b08012006,b08012006_moe,b08012007,b08012007_moe,b08012008,b08012008_moe,b08012009,b08012009_moe,b08012010,b08012010_moe,b08012011,b08012011_moe,b08012012,b08012012_moe,b08012013,b08012013_moe,b08012014,b08012014_moe,b08012015,b08012015_moe,b08012016,b08012016_moe,b08012017,b08012017_moe,b08012018,b08012018_moe,b08012019,b08012019_moe,b08012020,b08012020_moe,b08012021,b08012021_moe,b08012022,b08012022_moe,b08012023,b08012023_moe,b08012024,b08012024_moe,b08012025,b08012025_moe,b08012026,b08012026_moe,b08012027,b08012027_moe,b08012028,b08012028_moe,b08012029,b08012029_moe,b08012030,b08012030_moe,b08012031,b08012031_moe,b08012032,b08012032_moe,b08012033,b08012033_moe,b08012034,b08012034_moe,b08012035,b08012035_moe,b08012036,b08012036_moe,b08012037,b08012037_moe,b08012038,b08012038_moe,b08012039,b08012039_moe
1,Southwest,25806,853,330,121,2083,324,2054,376,3307,408,4361,433,2136,322,4701,483,948,217,1367,266,2730,392,1321,279,468,150,12740,570,152,80,1015,219,911,233,1859,293,2256,289,1070,244,2443,361,421,138,606,183,1290,248,538,156,179,90,13066,588,178,90,1068,216,1143,249,1448,264,2105,305,1066,206,2258,327,527,160,761,185,1440,284,783,211,289,124
2,Delridge Neighborhoods,17487,719,387,192,932,258,2182,351,2855,395,2681,383,1371,258,2867,378,605,163,863,198,1582,305,715,237,447,136,8992,546,253,154,387,161,1211,257,1543,297,1444,314,646,199,1264,242,326,117,292,109,892,228,488,172,246,107,8495,525,134,80,545,181,971,232,1312,253,1237,225,725,182,1603,263,279,122,571,171,690,211,227,112,201,80
3,Greater Duwamish,22594,1106,198,92,1233,295,2801,367,3922,508,3994,487,1827,373,3864,471,750,203,922,230,1683,386,986,250,414,148,12640,839,104,70,669,243,1501,286,2209,374,2459,361,1029,277,2202,354,376,153,453,154,925,255,446,150,267,116,9954,627,94,66,564,198,1300,256,1713,312,1535,304,798,221,1662,305,374,135,469,154,758,210,540,179,147,93
4,Southeast,20897,918,236,109,657,210,1901,309,3344,474,3420,413,1880,334,3431,407,850,209,1121,269,2082,426,1526,359,449,168,10537,713,88,65,295,160,922,200,1796,368,1732,299,791,209,1720,294,456,170,433,140,1151,327,958,261,195,123,10360,547,148,78,362,138,979,215,1548,281,1688,280,1089,235,1711,282,394,124,688,216,931,224,568,190,254,116
5,Central,16123,739,363,130,973,240,2341,342,2908,373,2991,341,1333,277,2724,390,543,214,601,175,781,212,504,137,61,56,8151,572,205,101,380,134,1214,254,1401,251,1463,271,689,201,1371,271,296,136,366,151,474,163,246,101,46,53,7972,504,158,89,593,181,1127,246,1507,270,1528,233,644,185,1353,255,247,115,235,87,307,134,258,97,15,39
6,East,30699,996,715,250,2573,422,4039,464,6099,591,6044,629,2212,373,4247,467,670,171,985,249,1637,322,1006,258,472,166,16569,857,439,216,1375,318,2195,359,2884,431,3276,455,1234,279,2468,353,319,120,618,199,888,232,612,184,261,137,14130,747,276,125,1198,257,1844,304,3215,421,2768,397,978,241,1779,315,351,124,367,146,749,219,394,159,211,101
7,Northeast,39308,1234,714,181,3189,415,5846,586,6620,565,6760,580,2799,364,6516,609,1009,201,1609,277,2531,333,1223,274,492,150,20054,917,411,142,1371,260,2963,419,3053,377,3604,431,1513,250,3696,432,543,140,707,158,1376,260,610,209,207,104,19254,876,303,109,1818,326,2883,394,3567,416,3156,370,1286,253,2820,376,466,142,902,211,1155,217,613,174,285,118
8,North,21391,879,291,115,1571,438,1971,312,3146,370,3854,417,1711,269,4233,452,587,152,1067,219,1619,284,904,223,437,209,11313,646,178,97,952,369,920,221,1629,267,1752,276,904,198,2450,352,249,90,613,175,975,203,489,174,202,108,10078,568,113,67,619,172,1051,222,1517,235,2102,296,807,190,1783,293,338,127,454,133,644,193,415,128,235,159
9,Northwest,37768,1066,517,165,2130,345,4703,513,5426,523,6723,550,3061,368,6938,601,1391,271,2276,329,2473,345,1524,295,606,194,19411,758,281,115,920,238,2192,345,2526,346,3534,392,1707,287,3591,428,864,213,1274,239,1266,245,878,214,378,152,18357,768,236,123,1210,256,2511,355,2900,376,3189,374,1354,255,3347,405,527,170,1002,192,1207,227,646,185,228,128
10,Ballard,25374,932,600,298,1481,278,3002,425,3008,418,4165,476,1752,305,5005,585,1236,244,1569,268,2399,353,887,221,270,101,12816,614,226,160,794,204,1502,277,1452,278,2201,341,799,193,2438,341,655,170,698,186,1447,294,433,148,171,78,12558,654,374,186,687,184,1500,302,1556,298,1964,293,953,225,2567,417,581,176,871,192,952,189,454,158,99,68
11,Lake Union,28149,1179,656,206,2156,349,3788,453,5207,580,4817,513,2173,349,4530,529,820,213,1587,348,1538,316,768,200,109,68,15029,785,442,167,1261,261,2010,347,2765,485,2388,345,1244,261,2315,402,412,163,698,197,921,242,525,166,48,52,13120,853,214,127,895,212,1778,298,2442,358,2429,394,929,209,2215,377,408,133,889,263,617,214,243,120,61,59
12,Magnolia/Queen Anne,33935,1177,882,245,3019,474,5241,625,5668,653,5187,501,2420,380,5362,536,940,221,1705,301,2079,344,1069,244,363,140,17618,1021,499,154,1358,298,3153,515,2972,526,2592,371,1074,248,2557,382,506,182,989,241,1060,239,631,187,227,119,16317,910,383,194,1661,350,2088,353,2696,388,2595,349,1346,256,2805,384,434,130,716,182,1019,239,438,161,136,80
13,Downtown,8877,590,328,145,995,237,1571,270,1546,288,1343,334,671,203,1051,214,146,79,330,142,647,194,238,121,11,32,5148,467,176,106,500,145,855,214,897,217,841,297,266,131,665,176,103,61,241,132,441,168,163,92,0,29,3729,412,152,96,495,194,716,162,649,178,502,164,405,143,386,129,43,56,89,72,206,103,75,81,11,32
