area_id,area_name,b08201001,b08201001_moe,b08201002,b08201002_moe,b08201003,b08201003_moe,b08201004,b08201004_moe,b08201005,b08201005_moe,b08201006,b08201006_moe,b08201007,b08201007_moe,b08201008,b08201008_moe,b08201009,b08201009_moe,b08201010,b08201010_moe,b08201011,b08201011_moe,b08201012,b08201012_moe,b08201013,b08201013_moe,b08201014,b08201014_moe,b08201015,b08201015_moe,b08201016,b08201016_moe,b08201017,b08201017_moe,b08201018,b08201018_moe,b08201019,b08201019_moe,b08201020,b08201020_moe,b08201021,b08201021_moe,b08201022,b08201022_moe,b08201023,b08201023_moe,b08201024,b08201024_moe,b08201025,b08201025_moe,b08201026,b08201026_moe,b08201027,b08201027_moe,b08201028,b08201028_moe,b08201029,b08201029_moe,b08201030,b08201030_moe
1,Southwest,23226,383,1457,259,8812,500,9646,510,2688,305,623,182,8765,488,1217,234,6237,451,1091,246,161,81,59,60,8317,483,200,117,1714,279,5102,412,1084,205,217,124,3115,349,26,54,669,198,1593,268,686,158,141,91,3029,246,14,50,192,84,1860,230,757,159,206,98
2,Delridge Neighborhoods,14850,356,1790,276,5967,443,4953,379,1622,276,518,142,5105,416,1141,224,3239,351,570,142,123,97,32,45,5095,441,354,148,1639,317,2496,303,532,170,74,69,2299,320,163,91,620,190,887,193,517,151,112,76,2351,268,132,76,469,137,1000,194,450,142,300,98
3,Greater Duwamish,16086,331,2219,314,6161,469,4918,423,1853,266,935,189,4480,390,1419,239,2373,315,526,157,141,80,21,43,4220,402,501,160,1685,282,1618,262,384,115,32,49,3129,390,211,164,1088,259,1069,234,561,170,200,91,4257,375,88,74,1015,230,1705,276,767,169,682,171
4,Southeast,17612,387,1947,289,6597,495,6171,449,2148,337,749,182,5155,467,1214,233,3072,373,737,185,111,110,21,53,5836,489,523,178,1742,307,2687,340,714,208,170,88,2782,365,82,96,768,209,1270,251,540,167,122,106,3839,366,128,76,1015,240,1477,248,783,193,436,131
5,Central,13921,329,2200,297,6514,469,3804,372,1117,220,286,128,5713,405,1540,244,3688,378,341,121,71,55,73,92,4558,395,334,124,1891,305,1854,256,416,141,63,54,1979,293,119,77,648,196,768,199,357,120,87,60,1671,251,207,125,287,109,841,186,273,122,63,54
6,East,29701,474,9875,629,14371,719,4477,426,613,156,365,113,17600,677,7736,581,9258,621,415,146,100,97,91,62,9079,562,1815,333,4138,427,2864,346,204,91,58,59,1786,347,250,127,757,238,525,195,149,75,105,84,1236,158,74,66,218,92,673,139,160,80,111,68
7,Northeast,30311,401,4051,374,11397,548,10836,507,3022,326,1005,219,10383,550,2788,326,6698,476,764,202,55,66,78,76,10062,520,808,196,3097,362,5264,405,807,170,86,80,4572,426,339,152,983,217,2080,292,1003,211,167,92,5294,341,116,84,619,149,2728,253,1157,212,674,183
8,North,19461,351,2706,363,8907,511,5834,400,1527,241,487,124,8432,501,2193,335,5529,467,545,156,128,96,37,51,5911,433,366,146,2159,334,2816,310,506,123,64,60,2711,331,131,92,670,210,1278,211,508,144,124,70,2407,263,16,45,549,179,1195,166,385,119,262,101
9,Northwest,33168,437,3530,393,13929,662,11909,620,2973,358,827,177,12317,601,2644,344,8458,553,968,225,184,97,63,65,12351,612,634,194,3705,396,6675,519,1041,229,296,113,4829,422,226,121,1125,228,2360,316,939,203,179,93,3671,305,26,59,641,166,1906,249,809,187,289,98
10,Ballard,21236,330,1581,258,9275,533,7807,479,1944,291,629,181,7631,473,1170,226,5413,443,869,196,146,101,33,49,8107,496,303,134,2937,385,3909,389,754,158,204,92,3054,352,69,52,585,162,1678,268,588,160,134,93,2444,248,39,53,340,121,1351,179,456,173,258,115
11,Lake Union,24520,524,5103,442,12134,630,5726,413,1135,214,422,151,12700,653,4022,424,7999,606,585,185,31,47,63,56,8062,545,854,193,3374,422,3416,336,331,116,87,93,2184,323,175,149,552,163,956,175,438,166,63,61,1574,198,52,54,209,86,769,166,335,110,209,105
12,Magnolia/Queen Anne,29974,461,3421,388,14722,639,9645,531,1517,228,669,191,13839,639,2763,350,10325,605,605,182,82,71,64,61,10248,587,606,171,3455,417,5630,448,446,128,111,75,2665,340,44,59,653,174,1403,254,448,125,117,101,3222,319,8,51,289,124,2007,274,541,149,377,146
13,Downtown,11410,381,5277,418,4998,444,1062,216,63,69,10,31,8110,470,4405,418,3557,422,138,91,0,29,10,31,2634,346,823,201,1164,251,630,172,17,39,0,29,447,128,49,51,197,90,201,76,0,29,0,29,219,102,0,29,80,69,93,67,46,65,0,29
