area_id,area_name,b25009001,b25009001_moe,b25009002,b25009002_moe,b25009003,b25009003_moe,b25009004,b25009004_moe,b25009005,b25009005_moe,b25009006,b25009006_moe,b25009007,b25009007_moe,b25009008,b25009008_moe,b25009009,b25009009_moe,b25009010,b25009010_moe,b25009011,b25009011_moe,b25009012,b25009012_moe,b25009013,b25009013_moe,b25009014,b25009014_moe,b25009015,b25009015_moe,b25009016,b25009016_moe,b25009017,b25009017_moe
1,Southwest,23226,383,14808,462,4222,384,5792,397,2102,270,1982,255,519,142,157,112,34,57,8418,488,4543,400,2525,330,1013,249,230,94,76,59,22,55,9,51
2,Delridge Neighborhoods,14850,356,7724,382,2367,281,2728,301,1240,218,762,157,364,109,158,90,105,66,7126,444,2738,350,2367,365,1059,253,484,160,288,131,98,86,92,79
3,Greater Duwamish,16086,331,8359,418,1786,251,2539,301,1437,240,1309,244,681,177,240,94,367,112,7727,450,2694,326,1681,295,1692,339,639,188,570,190,179,115,272,138
4,Southeast,17612,387,10861,427,2690,325,3883,389,1886,290,1285,220,552,128,251,116,314,108,6751,473,2465,358,1953,340,896,249,757,225,502,193,43,54,135,103
5,Central,13921,329,6894,359,2176,295,2584,295,1063,193,794,187,180,85,67,51,30,40,7027,395,3537,325,1974,294,916,237,418,159,91,63,71,77,20,41
6,East,29701,474,8008,453,3819,408,2823,294,547,157,499,111,274,100,11,48,35,56,21693,578,13781,664,6256,520,1239,305,305,95,78,62,34,61,0,47
7,Northeast,30311,401,16806,426,4084,349,5951,347,2976,318,2908,257,714,148,148,78,25,68,13505,502,6299,462,4111,421,1596,300,799,178,367,115,126,96,207,133
8,North,19461,351,9074,354,2741,304,3245,287,1532,218,1296,184,160,64,76,55,24,44,10387,449,5691,455,2666,353,1179,269,501,166,261,114,86,62,3,42
9,Northwest,33168,437,17569,559,4831,417,6939,450,3079,323,2085,230,460,124,115,71,60,89,15599,594,7486,523,5412,497,1750,293,567,171,169,95,182,125,33,55
10,Ballard,21236,330,11602,423,3451,346,4383,327,1961,275,1409,189,277,98,121,80,0,43,9634,493,4180,397,3724,421,1093,251,426,161,158,99,44,56,9,46
11,Lake Union,24520,524,7184,387,2356,301,2840,288,1126,206,647,127,204,80,11,41,0,42,17336,590,10344,627,5222,506,1058,268,381,141,190,78,59,57,82,78
12,Magnolia/Queen Anne,29974,461,14092,515,4891,431,5028,381,1896,288,1779,240,414,111,84,70,0,51,15882,596,8948,573,5220,488,769,204,650,211,107,104,127,109,61,85
13,Downtown,11410,381,2175,304,1312,268,833,205,27,38,0,29,0,29,0,29,3,29,9235,420,6798,468,1801,297,420,122,125,73,29,54,24,38,38,56
