area_id,area_name,b03001001,b03001001_moe,b03001002,b03001002_moe,b03001003,b03001003_moe,b03001004,b03001004_moe,b03001005,b03001005_moe,b03001006,b03001006_moe,b03001007,b03001007_moe,b03001008,b03001008_moe,b03001009,b03001009_moe,b03001010,b03001010_moe,b03001011,b03001011_moe,b03001012,b03001012_moe,b03001013,b03001013_moe,b03001014,b03001014_moe,b03001015,b03001015_moe,b03001016,b03001016_moe,b03001017,b03001017_moe,b03001018,b03001018_moe,b03001019,b03001019_moe,b03001020,b03001020_moe,b03001021,b03001021_moe,b03001022,b03001022_moe,b03001023,b03001023_moe,b03001024,b03001024_moe,b03001025,b03001025_moe,b03001026,b03001026_moe,b03001027,b03001027_moe,b03001028,b03001028_moe,b03001029,b03001029_moe,b03001030,b03001030_moe,b03001031,b03001031_moe
1,Southwest,49334,1084,47121,1087,2213,542,1333,441,145,102,83,95,30,63,193,162,0,48,41,57,17,52,24,58,20,55,91,151,0,48,49,72,32,67,0,48,15,51,0,48,2,47,0,48,0,48,0,48,0,48,0,48,380,175,95,96,97,101,0,48,188,121
2,Delridge Neighborhoods,34331,1051,29812,1008,4519,781,3303,754,349,195,42,60,0,38,254,143,0,38,56,97,58,88,0,38,54,91,86,67,0,38,222,130,30,47,4,37,14,43,22,52,15,43,0,38,133,115,0,38,4,38,0,38,349,204,225,193,86,62,0,38,38,54
3,Greater Duwamish,47182,1787,42519,1660,4663,943,3700,884,136,121,41,53,12,48,556,271,16,50,143,132,0,45,12,53,13,48,372,238,0,45,112,107,0,45,0,45,0,45,39,81,52,76,0,45,0,45,0,45,0,45,21,54,106,110,13,43,11,47,0,45,82,110
4,Southeast,45972,1502,42240,1470,3732,867,2589,798,161,125,98,107,0,45,600,374,67,92,277,271,0,45,53,93,0,45,203,233,0,45,133,119,25,59,0,45,90,112,0,45,9,46,0,45,0,45,0,45,9,45,0,45,151,114,125,112,1,43,0,45,25,49
5,Central,29698,992,28074,1009,1624,402,828,315,165,137,63,67,26,67,288,208,61,93,19,44,111,174,41,61,34,56,22,41,0,34,110,79,17,41,0,34,0,34,50,65,9,35,16,41,0,34,0,34,18,41,0,34,144,79,73,71,14,40,0,34,57,55
6,East,51309,1222,48059,1186,3250,593,2047,557,260,141,64,80,23,51,181,113,10,49,96,102,11,47,9,49,12,49,43,61,0,47,305,160,73,80,16,52,63,94,18,49,69,99,0,47,66,59,0,47,0,47,0,47,370,148,114,84,146,97,0,47,110,92
7,Northeast,79252,1825,76479,1813,2773,467,1512,361,94,102,97,86,35,68,174,96,11,60,108,88,12,60,24,62,19,61,0,59,0,59,556,231,40,60,7,59,83,83,193,166,93,108,9,59,115,117,0,59,16,62,0,59,305,135,171,109,110,89,0,59,24,63
8,North,40013,1085,37028,1078,2985,626,2130,575,101,83,0,43,18,49,267,169,52,81,0,43,33,68,45,65,44,81,93,102,0,43,166,100,47,53,0,43,17,50,0,43,0,43,0,43,20,51,0,43,40,75,42,73,303,169,79,72,147,132,0,43,77,95
9,Northwest,69963,1450,65597,1485,4366,801,2945,675,176,118,105,90,9,54,407,231,33,63,73,81,0,54,19,60,11,55,271,218,0,54,390,195,48,88,36,76,0,54,132,143,55,85,0,54,78,78,0,54,41,69,0,54,334,197,116,86,82,84,0,54,136,171
10,Ballard,44470,1019,42280,990,2190,491,1201,410,130,86,72,58,60,81,239,164,30,65,80,74,0,43,0,43,96,141,33,53,0,43,187,102,34,54,0,43,0,43,79,78,0,43,0,43,31,50,0,43,17,48,26,58,301,137,121,74,54,74,19,50,107,95
11,Lake Union,44304,1326,42115,1291,2189,375,1122,255,97,97,198,190,59,68,47,51,8,42,14,45,0,42,0,42,0,42,25,48,0,42,434,177,0,42,0,42,75,70,94,81,0,42,0,42,106,102,34,69,125,104,0,42,232,116,161,100,33,65,0,42,38,51
12,Magnolia/Queen Anne,59677,1403,57044,1380,2633,514,1432,365,241,241,18,51,34,69,342,193,32,72,55,82,26,56,0,51,127,122,102,111,0,51,367,177,35,65,17,56,22,61,220,136,0,51,0,51,73,93,0,51,0,51,0,51,199,101,100,68,58,62,0,51,41,78
13,Downtown,17411,916,16668,909,743,244,360,145,62,62,18,33,0,29,81,80,11,33,0,29,45,70,0,29,0,29,25,43,0,29,44,56,0,29,0,29,0,29,5,29,0,29,0,29,39,56,0,29,0,29,0,29,178,132,41,76,0,29,0,29,137,112
