area_id,area_name,b25063001,b25063001_moe,b25063002,b25063002_moe,b25063003,b25063003_moe,b25063004,b25063004_moe,b25063005,b25063005_moe,b25063006,b25063006_moe,b25063007,b25063007_moe,b25063008,b25063008_moe,b25063009,b25063009_moe,b25063010,b25063010_moe,b25063011,b25063011_moe,b25063012,b25063012_moe,b25063013,b25063013_moe,b25063014,b25063014_moe,b25063015,b25063015_moe,b25063016,b25063016_moe,b25063017,b25063017_moe,b25063018,b25063018_moe,b25063019,b25063019_moe,b25063020,b25063020_moe,b25063021,b25063021_moe,b25063022,b25063022_moe,b25063023,b25063023_moe,b25063024,b25063024_moe
1,Southwest,8418,488,8157,493,0,48,94,103,18,54,72,92,14,50,99,73,0,48,92,98,50,59,31,57,45,56,160,97,79,66,316,125,244,113,777,200,857,212,1797,300,1175,223,1622,292,615,166,261,131
2,Delridge Neighborhoods,7126,444,6907,439,59,84,0,38,135,96,76,64,150,89,228,142,50,65,168,103,105,81,110,109,51,53,96,66,362,185,288,149,203,108,795,218,788,203,1240,249,907,216,753,206,343,125,219,90
3,Greater Duwamish,7727,450,7392,448,67,58,30,54,107,93,285,133,96,82,131,76,119,83,158,105,223,137,177,105,168,109,148,102,221,124,566,179,331,148,937,236,479,174,1075,242,879,235,913,214,282,123,335,137
4,Southeast,6751,473,6617,472,41,60,14,48,10,45,133,89,163,100,161,103,79,75,69,61,113,98,108,92,102,78,199,126,431,189,327,153,470,177,993,263,663,221,759,219,626,206,818,223,338,148,134,73
5,Central,7027,395,6876,397,0,34,23,48,73,63,265,114,129,74,101,73,114,108,172,104,80,79,139,95,163,119,123,106,146,107,235,117,198,105,748,211,528,167,1463,280,905,203,732,175,539,153,151,86
6,East,21693,578,21299,583,75,84,67,99,184,96,498,175,172,88,172,95,204,91,214,114,170,135,55,51,356,168,380,140,626,214,996,227,872,231,2449,364,2627,405,4787,499,2626,374,2625,411,1144,240,394,158
7,Northeast,13505,502,13124,507,51,91,14,60,43,64,97,115,33,69,35,75,78,104,72,80,165,108,115,115,216,130,520,182,463,182,473,169,612,194,1196,231,1289,248,2762,327,1570,286,1780,305,1540,263,381,126
8,North,10387,449,10000,446,38,52,12,44,78,76,240,127,120,74,91,77,81,62,73,59,66,57,94,65,108,95,214,111,418,183,556,183,571,163,1749,305,1352,281,1973,319,752,184,832,209,582,173,387,170
9,Northwest,15599,594,15354,594,77,84,164,144,258,145,188,117,221,118,205,122,97,97,133,91,202,98,189,122,132,80,100,80,337,167,428,182,765,215,1792,283,1433,299,3606,446,1654,307,2096,303,1277,250,245,104
10,Ballard,9634,493,9500,489,0,43,15,47,0,43,96,98,118,75,90,90,79,57,15,46,47,52,0,43,24,47,132,110,282,134,284,120,538,171,1123,241,749,186,2088,341,1418,266,1642,331,760,234,134,74
11,Lake Union,17336,590,17187,584,51,70,0,42,93,84,296,147,209,124,120,90,45,54,124,116,160,96,104,74,263,126,100,70,498,161,381,153,900,245,1876,333,1649,306,3533,411,2455,375,2659,353,1671,289,149,105
12,Magnolia/Queen Anne,15882,596,15573,594,38,60,22,58,41,56,124,79,26,55,142,125,41,60,23,60,70,92,62,66,12,52,206,114,292,127,549,204,471,148,1630,277,1732,315,3942,451,2332,345,1947,325,1871,326,309,125
13,Downtown,9235,420,9029,422,212,152,117,73,362,131,843,179,301,125,258,116,185,109,370,151,269,122,95,84,305,140,200,92,184,102,285,119,206,101,585,178,429,114,750,195,1013,221,1239,274,821,228,206,118
