area_id,area_name,b25091001,b25091001_moe,b25091002,b25091002_moe,b25091003,b25091003_moe,b25091004,b25091004_moe,b25091005,b25091005_moe,b25091006,b25091006_moe,b25091007,b25091007_moe,b25091008,b25091008_moe,b25091009,b25091009_moe,b25091010,b25091010_moe,b25091011,b25091011_moe,b25091012,b25091012_moe,b25091013,b25091013_moe,b25091014,b25091014_moe,b25091015,b25091015_moe,b25091016,b25091016_moe,b25091017,b25091017_moe,b25091018,b25091018_moe,b25091019,b25091019_moe,b25091020,b25091020_moe,b25091021,b25091021_moe,b25091022,b25091022_moe,b25091023,b25091023_moe
1,Southwest,14808,462,11140,462,529,162,1273,233,1932,283,2056,278,1248,232,1201,243,575,163,884,179,1382,243,60,55,3668,315,1095,210,792,180,474,142,405,122,221,93,131,74,80,57,135,83,295,108,40,63
2,Delridge Neighborhoods,7724,382,6291,376,256,112,429,123,980,195,1056,203,1042,192,654,162,418,143,621,173,835,180,0,38,1433,204,411,115,342,122,191,81,80,53,118,70,57,62,25,52,64,52,98,65,47,82
3,Greater Duwamish,8359,418,5975,414,203,92,425,149,741,182,1045,222,671,162,770,174,390,128,476,134,1205,210,49,63,2384,262,709,160,648,162,300,108,154,76,188,86,29,47,116,69,61,60,179,88,0,45
4,Southeast,10861,427,8541,431,322,122,608,180,1204,218,1572,270,1040,226,726,170,646,175,923,238,1466,259,34,55,2320,264,847,166,352,106,330,115,110,69,140,93,134,75,66,51,113,83,189,93,39,59
5,Central,6894,359,5511,372,261,114,587,147,768,174,873,189,817,193,574,156,285,123,295,103,1021,223,30,44,1383,205,477,141,251,92,156,72,91,67,56,50,39,42,44,45,96,79,141,79,32,46
6,East,8008,453,6038,424,240,97,514,140,860,223,1163,236,769,182,679,174,414,166,441,156,942,214,16,49,1970,265,816,175,363,126,235,92,165,89,78,64,72,66,25,51,58,74,128,71,30,55
7,Northeast,16806,426,12154,459,1033,187,1434,212,2199,272,2053,245,1519,226,951,190,554,145,1034,202,1344,234,33,64,4652,310,1936,232,976,169,652,143,208,94,226,97,171,83,107,78,82,71,269,100,25,62
8,North,9074,354,6631,384,400,117,690,156,883,158,1022,182,942,171,641,158,519,166,667,152,853,187,14,45,2443,259,741,147,564,152,274,94,184,82,127,73,104,81,95,93,116,70,223,89,15,44
9,Northwest,17569,559,13484,559,451,131,1384,233,2120,276,2473,320,1922,283,1286,227,909,207,1100,214,1839,284,0,54,4085,342,1520,220,791,167,578,144,348,116,178,90,115,82,124,92,132,88,276,119,23,56
10,Ballard,11602,423,8536,417,207,90,874,168,1176,194,1568,239,1171,216,1089,204,738,166,509,133,1171,242,33,49,3066,304,950,187,844,183,492,138,192,76,143,73,53,53,119,78,57,55,168,84,48,71
11,Lake Union,7184,387,5717,399,188,75,751,168,896,201,1005,197,749,172,594,144,427,129,515,163,592,157,0,42,1467,192,644,131,269,88,179,94,87,55,65,65,29,46,13,44,65,64,116,67,0,42
12,Magnolia/Queen Anne,14092,515,11037,516,716,168,1413,253,1418,241,1821,267,1321,221,745,169,795,200,911,220,1837,297,60,75,3055,319,1039,206,624,166,378,120,301,110,160,89,159,91,128,93,74,65,139,91,53,63
13,Downtown,2175,304,1552,277,73,57,136,75,176,98,311,121,168,93,213,115,141,127,196,97,117,87,21,34,623,197,223,108,85,71,103,96,63,80,13,34,0,29,0,29,64,76,72,55,0,29
