area_id,area_name,b08009001,b08009001_moe,b08009002,b08009002_moe,b08009003,b08009003_moe,b08009004,b08009004_moe,b08009005,b08009005_moe,b08009006,b08009006_moe,b08009007,b08009007_moe,b08009008,b08009008_moe,b08009009,b08009009_moe,b08009010,b08009010_moe,b08009011,b08009011_moe,b08009012,b08009012_moe,b08009013,b08009013_moe,b08009014,b08009014_moe,b08009015,b08009015_moe
1,Southwest,27930,842,0,48,0,48,0,48,27930,842,13664,565,0,48,0,48,0,48,13664,565,14266,588,0,48,0,48,0,48,14266,588
2,Delridge Neighborhoods,18280,717,0,38,0,38,0,38,18280,717,9390,541,0,38,0,38,0,38,9390,541,8890,521,0,38,0,38,0,38,8890,521
3,Greater Duwamish,23165,1099,0,45,0,45,0,45,23165,1099,12891,836,0,45,0,45,0,45,12891,836,10274,619,0,45,0,45,0,45,10274,619
4,Southeast,22046,939,0,45,0,45,0,45,22046,939,10925,712,0,45,0,45,0,45,10925,712,11121,564,0,45,0,45,0,45,11121,564
5,Central,17277,741,0,34,0,34,0,34,17277,741,8829,589,0,34,0,34,0,34,8829,589,8448,508,0,34,0,34,0,34,8448,508
6,East,32499,978,0,47,0,47,0,47,32499,978,17640,846,0,47,0,47,0,47,17640,846,14859,759,0,47,0,47,0,47,14859,759
7,Northeast,42414,1259,0,59,0,59,0,59,42414,1259,21652,932,0,59,0,59,0,59,21652,932,20762,882,0,59,0,59,0,59,20762,882
8,North,22378,886,0,43,0,43,0,43,22378,886,11786,655,0,43,0,43,0,43,11786,655,10592,578,0,43,0,43,0,43,10592,578
9,Northwest,40650,1078,0,54,0,54,0,54,40650,1078,20834,777,0,54,0,54,0,54,20834,777,19816,757,0,54,0,54,0,54,19816,757
10,Ballard,27338,892,0,43,0,43,0,43,27338,892,14010,617,0,43,0,43,0,43,14010,617,13328,641,0,43,0,43,0,43,13328,641
11,Lake Union,29994,1185,0,42,0,42,0,42,29994,1185,16050,791,0,42,0,42,0,42,16050,791,13944,852,0,42,0,42,0,42,13944,852
12,Magnolia/Queen Anne,36929,1190,0,51,0,51,0,51,36929,1190,19058,1015,0,51,0,51,0,51,19058,1015,17871,927,0,51,0,51,0,51,17871,927
13,Downtown,9773,593,0,29,0,29,0,29,9773,593,5657,460,0,29,0,29,0,29,5657,460,4116,416,0,29,0,29,0,29,4116,416
