area_id,area_name,b25027001,b25027001_moe,b25027002,b25027002_moe,b25027003,b25027003_moe,b25027004,b25027004_moe,b25027005,b25027005_moe,b25027006,b25027006_moe,b25027007,b25027007_moe,b25027008,b25027008_moe,b25027009,b25027009_moe,b25027010,b25027010_moe,b25027011,b25027011_moe,b25027012,b25027012_moe,b25027013,b25027013_moe,b25027014,b25027014_moe,b25027015,b25027015_moe,b25027016,b25027016_moe,b25027017,b25027017_moe
1,Southwest,14808,462,11140,462,1286,244,3113,304,2974,321,1265,211,1209,219,885,185,408,120,3668,315,101,76,67,59,359,139,299,108,515,137,1113,178,1214,199
2,Delridge Neighborhoods,7724,382,6291,376,1265,233,1882,258,1778,229,594,152,299,119,396,104,77,55,1433,204,26,47,118,93,232,87,59,47,231,85,266,96,501,123
3,Greater Duwamish,8359,418,5975,414,960,216,1684,257,1690,244,572,163,477,131,376,121,216,88,2384,262,141,95,129,69,404,121,316,106,227,91,382,120,785,144
4,Southeast,10861,427,8541,431,802,198,2296,279,2312,278,1256,219,811,170,877,176,187,87,2320,264,37,52,92,64,287,110,184,85,427,149,480,126,813,146
5,Central,6894,359,5511,372,774,178,1510,236,1328,234,656,171,590,142,434,134,219,84,1383,205,58,52,180,90,148,70,157,82,175,81,284,102,381,106
6,East,8008,453,6038,424,1214,234,1684,284,1367,231,488,165,553,152,542,138,190,92,1970,265,58,61,125,82,241,109,180,79,282,105,560,144,524,126
7,Northeast,16806,426,12154,459,1424,225,3370,283,3324,292,1369,217,1218,195,1017,168,432,111,4652,310,76,66,199,100,586,143,523,131,626,131,1215,187,1427,183
8,North,9074,354,6631,384,1245,233,1524,200,1678,224,919,162,668,142,387,111,210,86,2443,259,35,50,62,56,233,86,386,111,367,101,479,148,881,159
9,Northwest,17569,559,13484,559,2582,331,4002,350,3001,301,1660,253,1216,211,767,158,256,100,4085,342,159,99,173,82,555,134,425,123,647,150,755,164,1371,204
10,Ballard,11602,423,8536,417,1459,236,2276,258,2340,273,1277,207,616,137,338,101,230,115,3066,304,45,55,147,92,425,149,358,126,458,126,646,133,987,168
11,Lake Union,7184,387,5717,399,1234,221,1962,260,1209,188,464,121,483,115,306,94,59,56,1467,192,156,89,61,59,263,94,96,56,199,88,363,97,329,101
12,Magnolia/Queen Anne,14092,515,11037,516,1502,267,2883,337,2626,283,1385,217,1235,212,938,209,468,134,3055,319,66,71,204,108,314,105,326,119,388,135,765,153,992,198
13,Downtown,2175,304,1552,277,416,149,349,158,331,118,210,106,62,57,145,103,39,48,623,197,0,29,12,31,121,98,34,40,93,69,243,108,120,98
