area_id,area_name,b992702001,b992702001_moe,b992702002,b992702002_moe,b992702003,b992702003_moe
1,Southwest,48549,-1,4490,-1,44059,-1
2,Delridge Neighborhoods,34224,-1,3233,-1,30991,-1
3,Greater Duwamish,46942,-1,5534,-1,41408,-1
4,Southeast,45465,-1,4588,-1,40877,-1
5,Central,29258,-1,3017,-1,26241,-1
6,East,49404,-1,4066,-1,45338,-1
7,Northeast,79116,-1,8431,-1,70685,-1
8,North,39862,-1,4359,-1,35503,-1
9,Northwest,69266,-1,7251,-1,62015,-1
10,Ballard,44326,-1,4255,-1,40071,-1
11,Lake Union,44115,-1,3674,-1,40441,-1
12,Magnolia/Queen Anne,59068,-1,6306,-1,52762,-1
13,Downtown,17106,-1,1961,-1,15145,-1
