area_id,area_name,b18102001,b18102001_moe,b18102002,b18102002_moe,b18102003,b18102003_moe,b18102004,b18102004_moe,b18102005,b18102005_moe,b18102006,b18102006_moe,b18102007,b18102007_moe,b18102008,b18102008_moe,b18102009,b18102009_moe,b18102010,b18102010_moe,b18102011,b18102011_moe,b18102012,b18102012_moe,b18102013,b18102013_moe,b18102014,b18102014_moe,b18102015,b18102015_moe,b18102016,b18102016_moe,b18102017,b18102017_moe,b18102018,b18102018_moe,b18102019,b18102019_moe,b18102020,b18102020_moe,b18102021,b18102021_moe,b18102022,b18102022_moe,b18102023,b18102023_moe,b18102024,b18102024_moe,b18102025,b18102025_moe,b18102026,b18102026_moe,b18102027,b18102027_moe,b18102028,b18102028_moe,b18102029,b18102029_moe,b18102030,b18102030_moe,b18102031,b18102031_moe,b18102032,b18102032_moe,b18102033,b18102033_moe,b18102034,b18102034_moe,b18102035,b18102035_moe,b18102036,b18102036_moe,b18102037,b18102037_moe,b18102038,b18102038_moe,b18102039,b18102039_moe
1,Southwest,48549,1060,22534,749,1453,259,11,50,1442,259,2720,367,0,48,2720,367,4307,468,101,83,4206,467,11405,485,286,115,11119,490,1562,229,179,85,1383,222,1087,189,338,129,749,149,26015,813,1518,304,0,48,1518,304,3357,369,38,63,3319,366,5215,486,16,52,5199,485,12156,461,119,75,12037,462,1909,246,48,59,1861,247,1860,228,249,123,1611,224
2,Delridge Neighborhoods,34224,1046,17099,744,1317,313,17,44,1300,311,2505,321,0,38,2505,321,4843,515,47,70,4796,517,7119,458,228,116,6891,452,878,162,136,79,742,147,437,127,213,108,224,87,17125,738,1095,234,0,38,1095,234,2068,341,47,58,2021,340,4655,493,61,78,4594,494,7469,410,116,69,7353,411,1146,196,157,114,989,171,692,148,140,70,552,134
3,Greater Duwamish,46942,1787,23664,1220,1852,357,0,45,1852,357,3265,460,5,43,3260,461,6167,608,0,45,6167,608,10124,729,207,105,9917,696,1254,242,104,73,1150,236,1002,177,244,103,758,169,23278,1093,1739,347,0,45,1739,347,3922,607,46,72,3876,599,5795,492,0,45,5795,492,8592,499,160,91,8432,504,1355,228,39,54,1316,226,1875,256,202,94,1673,242
4,Southeast,45465,1460,22041,1076,1681,320,0,45,1681,320,3702,572,19,52,3683,571,4092,533,34,68,4058,525,10266,575,121,84,10145,576,1375,224,127,89,1248,204,925,166,202,78,723,163,23424,885,1321,270,0,45,1321,270,3370,405,16,49,3354,402,5044,526,63,91,4981,505,10680,538,196,104,10484,543,1728,250,255,134,1473,227,1281,217,270,97,1011,193
5,Central,29258,999,13968,737,845,217,38,61,807,212,1222,288,0,34,1222,288,4053,556,18,40,4035,556,6482,448,81,72,6401,442,911,170,70,57,841,165,455,129,97,74,358,106,15290,746,883,199,0,34,883,199,1557,274,0,34,1557,274,4822,449,70,63,4752,448,6085,443,94,65,5991,441,1026,211,64,80,962,199,917,167,227,103,690,146
6,East,49404,1211,25214,953,714,181,0,47,714,181,1277,237,16,47,1261,237,11019,849,22,56,10997,848,10028,653,207,114,9821,646,1247,227,208,113,1039,209,929,161,233,86,696,147,24190,909,808,253,0,47,808,253,1095,201,0,47,1095,201,11606,716,22,51,11584,718,7667,544,204,123,7463,538,1596,248,111,65,1485,243,1418,211,317,106,1101,191
7,Northeast,79116,1823,38417,1330,1809,259,20,64,1789,256,3799,341,9,59,3790,340,16770,1217,75,100,16695,1217,12859,473,191,102,12668,470,1905,207,87,72,1818,203,1275,192,321,108,954,167,40699,1229,1774,253,0,59,1774,253,4061,343,13,60,4048,341,17432,1118,183,128,17249,1120,13202,468,177,85,13025,469,2113,231,70,68,2043,231,2117,322,271,101,1846,314
8,North,39862,1083,19904,821,903,196,0,43,903,196,2218,305,42,65,2176,305,6512,627,10,43,6502,626,8314,448,209,108,8105,450,976,200,141,70,835,188,981,186,376,130,605,146,19958,765,1171,241,0,43,1171,241,1872,280,0,43,1872,280,5506,476,38,61,5468,469,8438,408,184,95,8254,416,1179,194,18,46,1161,190,1792,245,466,164,1326,213
9,Northwest,69266,1459,33570,1026,1987,324,38,68,1949,320,3487,426,0,54,3487,426,10518,738,50,67,10468,740,14425,620,306,138,14119,616,1598,233,195,84,1403,220,1555,236,536,150,1019,192,35696,976,1978,365,0,54,1978,365,3049,352,23,62,3026,354,11058,729,20,56,11038,730,14788,603,230,112,14558,599,1977,298,138,107,1839,283,2846,294,396,119,2450,291
10,Ballard,44326,1011,21960,755,1445,229,0,43,1445,229,2370,333,0,43,2370,333,6407,601,21,44,6386,602,9820,440,339,130,9481,433,1117,204,66,75,1051,197,801,142,143,73,658,133,22366,725,1255,228,0,43,1255,228,2113,298,0,43,2113,298,6335,523,26,47,6309,522,10107,436,128,75,9979,442,1271,189,21,45,1250,188,1285,205,350,148,935,173
11,Lake Union,44115,1324,23170,1005,1048,220,0,42,1048,220,958,166,0,42,958,166,10968,914,161,163,10807,870,8703,544,117,72,8586,544,1046,186,70,60,976,186,447,148,76,53,371,142,20945,981,559,157,0,42,559,157,1272,228,0,42,1272,228,10241,827,48,74,10193,828,7371,459,71,59,7300,455,668,144,16,48,652,141,834,172,221,102,613,144
12,Magnolia/Queen Anne,59068,1388,28556,1098,1556,296,14,53,1542,295,2639,350,20,57,2619,346,9451,919,22,53,9429,922,12170,597,302,151,11868,596,1533,241,60,60,1473,235,1207,202,310,111,897,181,30512,1094,1366,260,0,51,1366,260,2578,370,0,51,2578,370,10729,934,99,137,10630,887,12060,524,247,123,11813,537,1855,247,93,76,1762,243,1924,244,315,114,1609,232
13,Downtown,17106,915,10019,686,366,134,0,29,366,134,219,169,0,29,219,169,3086,463,0,29,3086,463,5031,429,278,137,4753,447,755,183,45,63,710,174,562,160,156,93,406,138,7087,540,173,121,0,29,173,121,270,138,0,29,270,138,2311,363,0,29,2311,363,3114,318,142,70,2972,318,729,186,109,92,620,162,490,121,51,54,439,116
