area_id,area_name,b10050001,b10050001_moe,b10050002,b10050002_moe,b10050003,b10050003_moe,b10050004,b10050004_moe,b10050005,b10050005_moe,b10050006,b10050006_moe,b10050007,b10050007_moe,b10050008,b10050008_moe,b10050009,b10050009_moe,b10050010,b10050010_moe
1,Southwest,35009,782,319,147,98,88,0,48,0,48,21,55,75,80,2,50,221,109,34690,782
2,Delridge Neighborhoods,21233,658,654,206,123,87,66,58,17,43,4,53,0,38,36,45,531,194,20579,647
3,Greater Duwamish,28295,1036,1713,344,393,170,74,121,33,50,67,69,48,61,171,108,1320,298,26582,998
4,Southeast,29693,948,1080,235,393,184,11,46,14,48,94,92,18,51,256,171,687,192,28613,951
5,Central,19118,655,140,101,22,46,0,34,0,34,16,47,0,34,6,33,118,96,18978,641
6,East,30697,937,143,126,97,91,0,47,0,47,23,59,0,47,74,83,46,100,30554,931
7,Northeast,38297,774,297,139,74,72,0,59,0,59,21,60,37,68,16,62,223,123,38000,765
8,North,25708,630,501,185,78,70,0,43,27,59,12,46,20,47,19,48,423,175,25207,624
9,Northwest,45609,1059,622,205,182,115,0,54,75,84,41,66,66,80,0,54,440,188,44987,1057
10,Ballard,29491,738,290,137,136,97,0,43,65,83,0,43,0,43,71,64,154,103,29201,728
11,Lake Union,24947,770,33,54,0,42,0,42,0,42,0,42,0,42,0,42,33,54,24914,771
12,Magnolia/Queen Anne,37376,877,251,156,55,80,0,51,0,51,0,51,0,51,55,80,196,113,37125,880
13,Downtown,12454,646,34,40,7,30,0,29,0,29,0,29,0,29,7,30,27,39,12420,645
