area_id,area_name,b17023001,b17023001_moe,b17023002,b17023002_moe,b17023003,b17023003_moe,b17023004,b17023004_moe,b17023005,b17023005_moe,b17023006,b17023006_moe,b17023007,b17023007_moe,b17023008,b17023008_moe,b17023009,b17023009_moe,b17023010,b17023010_moe,b17023011,b17023011_moe,b17023012,b17023012_moe,b17023013,b17023013_moe,b17023014,b17023014_moe,b17023015,b17023015_moe,b17023016,b17023016_moe,b17023017,b17023017_moe,b17023018,b17023018_moe,b17023019,b17023019_moe,b17023020,b17023020_moe,b17023021,b17023021_moe,b17023022,b17023022_moe,b17023023,b17023023_moe,b17023024,b17023024_moe,b17023025,b17023025_moe,b17023026,b17023026_moe,b17023027,b17023027_moe,b17023028,b17023028_moe,b17023029,b17023029_moe,b17023030,b17023030_moe,b17023031,b17023031_moe,b17023032,b17023032_moe,b17023033,b17023033_moe,b17023034,b17023034_moe,b17023035,b17023035_moe
1,Southwest,11615,463,302,125,202,91,101,69,101,73,0,48,0,48,100,92,19,55,0,48,19,55,0,48,0,48,81,85,19,54,62,82,0,48,0,48,11313,474,9376,453,5417,407,3509,288,436,153,14,50,1937,304,443,149,261,125,172,87,10,49,0,48,1494,266,618,166,836,218,40,51,0,48
2,Delridge Neighborhoods,7898,410,892,207,314,132,100,83,25,44,137,86,52,73,578,183,46,52,0,38,46,52,0,38,0,38,532,180,120,98,311,151,101,78,0,38,7006,410,4892,387,2913,326,1736,262,220,102,23,50,2114,308,712,203,434,187,256,100,22,49,0,38,1402,244,541,135,790,207,71,61,0,38
3,Greater Duwamish,10023,429,1230,254,484,153,215,101,101,92,68,66,100,90,746,200,130,87,58,59,72,76,0,45,0,45,616,187,147,95,305,146,100,94,64,75,8793,432,6141,418,3140,310,2455,293,515,164,31,62,2652,366,935,214,616,177,287,120,26,52,6,47,1717,325,993,217,679,226,45,74,0,45
4,Southeast,10698,475,1216,275,499,195,274,152,145,99,74,85,6,45,717,204,211,104,45,51,140,98,26,50,0,45,506,181,167,105,200,124,131,96,8,44,9482,490,6531,452,3753,360,2260,324,483,160,35,55,2951,390,740,200,499,167,241,114,0,45,0,45,2211,346,1251,251,779,239,181,129,0,45
5,Central,5827,366,465,178,202,122,60,47,99,112,43,48,0,34,263,130,48,65,0,34,48,65,0,34,0,34,215,115,128,95,54,53,33,60,0,34,5362,341,4110,315,2452,271,1530,207,128,79,0,34,1252,248,270,103,161,100,109,69,0,34,0,34,982,231,460,149,456,170,66,74,0,34
6,East,6914,493,531,155,126,69,74,57,52,59,0,47,0,47,405,146,60,63,0,47,60,63,0,47,0,47,345,146,91,68,254,135,0,47,0,47,6383,481,5608,459,4055,399,1345,243,208,80,0,47,775,191,298,124,227,117,71,58,0,47,0,47,477,160,190,112,261,118,26,56,0,47
7,Northeast,14739,465,600,151,168,84,56,66,103,76,9,59,0,59,432,135,191,103,166,101,7,59,18,59,0,59,241,98,97,79,108,74,36,70,0,59,14139,454,12143,448,6741,388,4843,305,550,122,9,59,1996,289,527,156,291,117,226,109,10,60,0,59,1469,244,826,190,635,149,8,59,0,59
8,North,9165,448,755,196,309,110,181,91,73,54,55,61,0,43,446,169,94,84,72,82,11,46,11,45,0,43,352,152,26,49,286,147,40,51,0,43,8410,426,6499,390,3926,337,2417,259,156,74,0,43,1911,293,679,181,559,169,120,85,0,43,0,43,1232,247,723,172,473,175,36,56,0,43
9,Northwest,15452,570,760,200,319,136,139,81,180,118,0,54,0,54,441,154,67,66,48,63,19,55,0,54,0,54,374,148,170,103,190,118,14,54,0,54,14692,570,12371,560,7299,503,4648,335,424,146,0,54,2321,297,578,153,243,97,335,128,0,54,0,54,1743,264,1027,208,716,179,0,54,0,54
10,Ballard,10539,437,288,112,176,88,59,62,80,66,37,49,0,43,112,75,36,50,0,43,36,50,0,43,0,43,76,67,31,62,45,50,0,43,0,43,10251,437,8507,433,5189,402,3033,290,285,95,0,43,1744,291,540,180,221,114,304,138,15,47,0,43,1204,227,604,158,588,162,12,45,0,43
11,Lake Union,6677,455,386,181,135,76,121,73,14,44,0,42,0,42,251,169,119,145,119,145,0,42,0,42,0,42,132,97,13,45,119,94,0,42,0,42,6291,420,5253,395,3431,355,1670,208,152,76,0,42,1038,220,438,166,193,110,217,125,28,47,0,42,600,151,289,98,297,117,14,44,0,42
12,Magnolia/Queen Anne,12146,520,230,98,147,81,82,69,65,69,0,51,0,51,83,64,16,54,16,54,0,51,0,51,0,51,67,61,23,55,44,58,0,51,0,51,11916,520,10711,513,6478,462,3766,354,467,124,0,51,1205,235,306,117,139,82,167,94,0,51,0,51,899,209,428,138,458,162,13,54,0,51
13,Downtown,2301,306,448,154,291,121,211,106,55,53,18,36,7,30,157,100,63,76,32,60,0,29,0,29,31,55,94,71,40,42,26,45,28,53,0,29,1853,266,1685,257,1403,242,272,87,7,30,3,29,168,77,30,39,22,35,8,30,0,29,0,29,138,69,37,43,101,60,0,29,0,29
