area_id,area_name,b21003001,b21003001_moe,b21003002,b21003002_moe,b21003003,b21003003_moe,b21003004,b21003004_moe,b21003005,b21003005_moe,b21003006,b21003006_moe,b21003007,b21003007_moe,b21003008,b21003008_moe,b21003009,b21003009_moe,b21003010,b21003010_moe,b21003011,b21003011_moe
1,Southwest,38437,838,3757,412,185,107,501,129,1555,284,1516,274,34680,858,1056,295,4592,497,9305,635,19727,856
2,Delridge Neighborhoods,24702,748,1953,293,211,112,390,129,716,191,636,184,22749,755,2836,467,4067,519,7318,576,8528,597
3,Greater Duwamish,32291,1099,2027,314,194,90,500,170,745,176,588,186,30264,1099,7886,804,6206,604,7057,587,9115,721
4,Southeast,32345,1029,2250,320,161,80,429,135,959,232,701,167,30095,1049,4960,582,5247,555,7695,671,12193,718
5,Central,22542,762,1380,263,82,50,205,85,383,126,710,205,21162,765,1395,293,2122,384,4826,519,12819,651
6,East,39836,1024,2634,360,173,142,185,84,875,209,1401,250,37202,1012,1833,314,3464,491,9373,752,22532,952
7,Northeast,45638,937,3211,353,113,100,294,110,859,222,1945,256,42427,956,686,189,3004,421,6912,612,31825,903
8,North,30051,771,2032,270,123,82,388,132,601,155,920,187,28019,796,2218,357,3973,557,7117,571,14711,728
9,Northwest,53840,1161,4281,440,148,76,610,162,1718,299,1805,282,49559,1129,2499,428,5962,615,12566,805,28532,1037
10,Ballard,34530,751,2411,323,46,50,393,115,769,190,1203,251,32119,765,1238,288,3456,526,7835,676,19590,789
11,Lake Union,33487,980,2105,309,80,67,128,72,715,186,1182,238,31382,984,825,221,2070,343,6554,593,21933,924
12,Magnolia/Queen Anne,44408,935,3443,394,56,61,312,112,988,254,2087,303,40965,946,690,210,2790,441,8816,641,28669,945
13,Downtown,14691,699,1254,268,114,85,224,107,496,177,420,140,13437,693,1858,295,1484,323,2951,375,7144,584
