area_id,area_name,b10060001,b10060001_moe,b10060002,b10060002_moe,b10060003,b10060003_moe,b10060004,b10060004_moe,b10060005,b10060005_moe,b10060006,b10060006_moe,b10060007,b10060007_moe,b10060008,b10060008_moe,b10060009,b10060009_moe,b10060010,b10060010_moe,b10060011,b10060011_moe,b10060012,b10060012_moe,b10060013,b10060013_moe,b10060014,b10060014_moe,b10060015,b10060015_moe,b10060016,b10060016_moe
1,Southwest,319,147,271,141,98,88,63,78,35,59,173,102,48,59,0,48,0,48,0,48,48,59,0,48,0,48,0,48,0,48,0,48
2,Delridge Neighborhoods,654,206,572,189,109,85,83,69,26,44,463,176,82,91,14,42,0,38,14,42,68,89,0,38,0,38,0,38,0,38,0,38
3,Greater Duwamish,1713,344,1572,325,273,113,185,102,88,66,1299,297,141,135,120,133,0,45,120,133,21,50,0,45,0,45,0,45,0,45,0,45
4,Southeast,1080,235,944,219,284,138,207,124,77,70,660,191,136,150,109,145,93,143,16,49,27,59,0,45,0,45,0,45,0,45,0,45
5,Central,137,101,121,96,6,33,0,34,6,33,115,96,0,34,0,34,0,34,0,34,0,34,16,47,16,47,16,47,0,34,0,34
6,East,143,126,132,126,97,91,23,59,74,83,35,99,11,48,0,47,0,47,0,47,11,48,0,47,0,47,0,47,0,47,0,47
7,Northeast,297,139,281,137,58,70,40,64,18,64,223,123,16,62,16,62,0,59,16,62,0,59,0,59,0,59,0,59,0,59,0,59
8,North,497,185,332,132,51,54,0,43,51,54,281,125,100,106,27,59,27,59,0,43,73,99,65,88,0,43,0,43,0,43,65,88
9,Northwest,622,205,477,162,121,92,43,60,78,81,356,144,145,150,61,82,61,82,0,54,84,137,0,54,0,54,0,54,0,54,0,54
10,Ballard,290,137,199,112,121,95,47,66,74,79,78,71,91,89,15,47,0,43,15,47,76,85,0,43,0,43,0,43,0,43,0,43
11,Lake Union,33,54,33,54,0,42,0,42,0,42,33,54,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42
12,Magnolia/Queen Anne,251,156,164,97,12,53,0,51,12,53,152,95,87,134,43,78,0,51,43,78,44,79,0,51,0,51,0,51,0,51,0,51
13,Downtown,34,40,0,29,0,29,0,29,0,29,0,29,34,40,7,30,7,30,0,29,27,39,0,29,0,29,0,29,0,29,0,29
