area_id,area_name,b19121001,b19121001_moe,b19121002,b19121002_moe,b19121003,b19121003_moe,b19121004,b19121004_moe,b19121005,b19121005_moe
1,Southwest,864765,43974,352798,107775,661957,63315,1016584,65919,1226581,243741
2,Delridge Neighborhoods,370419,21379,165765,71033,264221,75626,412321,41664,566778,124839
3,Greater Duwamish,603809,56779,206143,86592,445210,105684,687443,126510,941022,168947
4,Southeast,522621,43828,176880,65661,337782,61643,771941,77557,670336,104453
5,Central,374104,54944,170678,151830,296125,92973,478139,54322,682080,376457
6,East,353360,39579,221775,114148,298117,68368,397725,66172,250736,308314
7,Northeast,1327616,73281,977369,311003,1100201,194505,1422985,95115,1797599,346718
8,North,733141,53737,418851,216881,504475,62579,870107,60507,1101070,241567
9,Northwest,1313661,65685,532755,152347,1012674,105936,1542239,93292,1642126,361253
10,Ballard,698193,35491,415842,226943,585726,69349,776115,57794,1020775,301256
11,Lake Union,586618,65439,242008,183575,462457,107106,682306,74813,590345,450157
12,Magnolia/Queen Anne,646464,52011,295343,142345,574546,128895,733776,90403,672928,161234
13,Downtown,194167,110314,26552,48248,243551,138594,284135,46897,246580,127029
