area_id,area_name,b19313f001,b19313f001_moe
1,Southwest,4714200,3549306
2,Delridge Neighborhoods,14312600,6312407
3,Greater Duwamish,10642500,6859700
4,Southeast,11665400,7976645
5,Central,38195000,49123021
6,East,15391200,8824789
7,Northeast,5397700,2523642
8,North,25344700,9736573
9,Northwest,30131400,10776944
10,Ballard,1421900,1583770
11,Lake Union,12854100,8632322
12,Magnolia/Queen Anne,10889500,5467117
13,Downtown,5898800,4097471
