area_id,area_name,b19101001,b19101001_moe,b19101002,b19101002_moe,b19101003,b19101003_moe,b19101004,b19101004_moe,b19101005,b19101005_moe,b19101006,b19101006_moe,b19101007,b19101007_moe,b19101008,b19101008_moe,b19101009,b19101009_moe,b19101010,b19101010_moe,b19101011,b19101011_moe,b19101012,b19101012_moe,b19101013,b19101013_moe,b19101014,b19101014_moe,b19101015,b19101015_moe,b19101016,b19101016_moe,b19101017,b19101017_moe
1,Southwest,11615,463,166,95,74,66,133,76,203,114,265,125,160,89,342,143,297,108,254,114,583,163,977,197,1658,253,1707,261,1337,246,1544,222,1915,277
2,Delridge Neighborhoods,7898,410,299,149,256,112,266,151,538,185,271,123,257,107,245,102,315,126,255,118,483,146,1082,227,1266,240,828,177,685,165,470,134,382,143
3,Greater Duwamish,10023,429,433,162,395,150,293,124,637,229,312,128,377,147,547,165,641,199,659,182,1023,220,1006,221,1267,213,799,177,863,204,547,183,224,105
4,Southeast,10698,475,605,193,304,157,322,151,457,181,464,157,546,182,295,121,441,166,354,142,901,215,1006,231,1446,276,1135,207,647,164,906,209,869,188
5,Central,5827,366,228,123,143,82,87,108,152,97,239,129,175,87,230,115,122,71,262,125,323,106,467,156,730,184,510,157,383,129,660,143,1116,201
6,East,6914,493,255,94,122,88,222,124,109,78,239,166,333,145,119,94,202,108,168,95,342,143,536,142,772,188,800,212,686,239,600,178,1409,197
7,Northeast,14739,465,344,123,223,100,150,82,144,76,372,167,207,88,270,107,256,99,338,112,663,179,1088,193,1805,272,1786,255,1422,225,2049,265,3622,299
8,North,9165,448,354,121,286,123,298,132,382,127,116,73,296,124,459,192,161,86,473,162,653,171,967,185,1151,203,1296,217,755,155,747,151,771,151
9,Northwest,15452,570,301,149,348,127,208,97,262,126,286,120,524,162,323,134,581,173,521,159,970,219,1499,269,2333,292,2274,320,1551,252,1773,261,1698,228
10,Ballard,10539,437,198,96,28,50,157,80,182,102,245,138,166,103,121,72,329,144,321,120,674,182,1164,219,1719,281,1726,283,1246,229,1194,211,1069,186
11,Lake Union,6677,455,214,153,110,78,157,94,116,83,79,61,284,167,135,79,282,128,172,101,297,129,525,159,862,171,735,164,713,158,1009,195,987,183
12,Magnolia/Queen Anne,12146,520,130,69,105,79,92,72,144,82,116,74,338,120,328,140,243,111,290,148,542,168,929,220,1492,259,1433,251,1287,238,1765,283,2912,319
13,Downtown,2301,306,168,97,277,115,98,64,34,43,56,44,7,30,76,80,90,81,30,37,107,61,277,118,100,75,219,66,79,61,171,95,512,151
