area_id,area_name,b25116001,b25116001_moe,b25116002,b25116002_moe,b25116003,b25116003_moe,b25116004,b25116004_moe,b25116005,b25116005_moe,b25116006,b25116006_moe,b25116007,b25116007_moe,b25116008,b25116008_moe,b25116009,b25116009_moe,b25116010,b25116010_moe,b25116011,b25116011_moe,b25116012,b25116012_moe,b25116013,b25116013_moe,b25116014,b25116014_moe,b25116015,b25116015_moe,b25116016,b25116016_moe,b25116017,b25116017_moe,b25116018,b25116018_moe,b25116019,b25116019_moe,b25116020,b25116020_moe,b25116021,b25116021_moe,b25116022,b25116022_moe,b25116023,b25116023_moe
1,Southwest,23226,383,14808,462,4222,384,1452,249,1024,197,808,169,938,188,10586,416,6448,398,2264,273,1190,187,684,150,8418,488,4543,400,2687,312,926,228,374,134,556,146,3875,396,3377,378,346,119,128,109,24,58
2,Delridge Neighborhoods,14850,356,7724,382,2367,281,1411,245,429,118,210,80,317,102,5357,341,3890,318,754,168,452,111,261,95,7126,444,2738,350,1492,273,444,143,512,166,290,116,4388,403,3805,380,374,144,139,77,70,58
3,Greater Duwamish,16086,331,8359,418,1786,251,630,153,413,134,285,108,458,116,6573,399,4378,373,1179,202,473,127,543,122,7727,450,2694,326,1462,268,305,119,463,142,464,149,5033,432,4190,420,423,141,241,130,179,109
4,Southeast,17612,387,10861,427,2690,325,1102,226,717,177,496,133,375,108,8171,417,4724,378,1961,246,861,159,625,131,6751,473,2465,358,1238,299,730,189,358,133,139,73,4286,457,3459,429,440,169,299,123,88,61
5,Central,13921,329,6894,359,2176,295,1170,234,491,132,211,98,304,99,4718,332,2828,282,1087,197,507,130,296,93,7027,395,3537,325,2119,301,360,125,638,160,420,112,3490,355,3079,345,244,129,89,60,78,50
6,East,29701,474,8008,453,3819,408,2255,347,675,187,470,137,419,121,4189,323,2434,280,828,152,632,139,295,97,21693,578,13781,664,10494,633,1445,293,877,216,965,197,7912,560,7263,542,311,124,141,82,197,82
7,Northeast,30311,401,16806,426,4084,349,1484,234,1026,183,714,151,860,158,12722,394,7495,369,2710,244,1518,184,999,155,13505,502,6299,462,5052,445,505,130,247,111,495,164,7206,510,6731,501,282,97,92,73,101,74
8,North,19461,351,9074,354,2741,304,1006,213,895,169,332,118,508,142,6333,313,3771,290,1445,181,534,144,583,123,10387,449,5691,455,3598,391,797,197,503,147,793,196,4696,442,4157,425,258,93,129,81,152,88
9,Northwest,33168,437,17569,559,4831,417,2150,293,1226,209,653,168,802,175,12738,505,8322,460,2722,290,869,151,825,158,15599,594,7486,523,4424,464,1002,206,665,211,1395,218,8113,568,7268,548,428,160,184,113,233,105
10,Ballard,21236,330,11602,423,3451,346,1465,261,868,182,403,118,715,163,8151,352,5227,341,1841,211,581,124,502,120,9634,493,4180,397,2956,370,601,159,368,123,255,109,5454,484,4745,449,458,145,191,119,60,53
11,Lake Union,24520,524,7184,387,2356,301,1605,262,407,119,166,80,178,79,4828,331,3280,293,835,152,503,105,210,84,17336,590,10344,627,8401,595,1177,262,383,121,383,111,6992,553,6536,535,226,116,147,103,83,58
12,Magnolia/Queen Anne,29974,461,14092,515,4891,431,2181,321,1138,220,722,168,850,181,9201,421,5414,378,2196,254,981,191,610,143,15882,596,8948,573,6945,537,968,247,412,146,623,145,6934,536,6232,496,301,121,187,111,214,100
13,Downtown,11410,381,2175,304,1312,268,768,236,202,96,237,120,105,82,863,207,461,151,197,111,151,89,54,68,9235,420,6798,468,4556,430,1267,244,499,142,476,116,2437,329,1840,302,242,98,189,94,166,85
