area_id,area_name,c27009001,c27009001_moe,c27009002,c27009002_moe,c27009003,c27009003_moe,c27009004,c27009004_moe,c27009005,c27009005_moe,c27009006,c27009006_moe,c27009007,c27009007_moe,c27009008,c27009008_moe,c27009009,c27009009_moe,c27009010,c27009010_moe,c27009011,c27009011_moe,c27009012,c27009012_moe,c27009013,c27009013_moe,c27009014,c27009014_moe,c27009015,c27009015_moe,c27009016,c27009016_moe,c27009017,c27009017_moe,c27009018,c27009018_moe,c27009019,c27009019_moe,c27009020,c27009020_moe,c27009021,c27009021_moe
1,Southwest,48549,1060,22534,749,4173,382,0,48,4173,382,15712,599,344,133,15368,597,2649,270,242,95,2407,273,26015,813,4875,451,0,48,4875,451,17371,574,84,99,17287,576,3769,275,20,51,3749,275
2,Delridge Neighborhoods,34224,1046,17099,744,3822,457,0,38,3822,457,11962,591,286,107,11676,593,1315,190,153,82,1162,179,17125,738,3163,422,0,38,3163,422,12124,580,0,38,12124,580,1838,228,13,42,1825,228
3,Greater Duwamish,46942,1787,23664,1220,5117,610,0,45,5117,610,16291,919,311,118,15980,923,2256,267,191,84,2065,261,23278,1093,5661,746,9,45,5652,745,14387,662,57,61,14330,660,3230,292,33,54,3197,293
4,Southeast,45465,1460,22041,1076,5383,619,0,45,5383,619,14358,772,248,106,14110,782,2300,264,245,103,2055,255,23424,885,4691,500,0,45,4691,500,15724,655,16,49,15708,655,3009,299,20,48,2989,293
5,Central,29258,999,13968,737,2067,338,0,34,2067,338,10535,641,157,106,10378,642,1366,208,135,77,1231,193,15290,746,2440,319,0,34,2440,319,10907,590,17,37,10890,591,1943,236,43,51,1900,238
6,East,49404,1211,25214,953,1991,269,0,47,1991,269,21047,889,281,118,20766,890,2176,258,128,71,2048,257,24190,909,1903,305,14,49,1889,302,19273,816,83,67,19190,815,3014,299,37,54,2977,298
7,Northeast,79116,1823,38417,1330,5608,383,0,59,5608,383,29629,1252,306,123,29323,1249,3180,230,230,101,2950,221,40699,1229,5835,386,10,60,5825,384,30634,1120,19,59,30615,1120,4230,340,41,63,4189,339
8,North,39862,1083,19904,821,3121,338,0,43,3121,338,14826,700,187,79,14639,698,1957,238,262,118,1695,225,19958,765,3043,347,0,43,3043,347,13944,567,35,47,13909,567,2971,274,45,56,2926,270
9,Northwest,69266,1459,33570,1026,5474,511,0,54,5474,511,24943,842,481,201,24462,805,3153,311,426,133,2727,301,35696,976,5027,477,0,54,5027,477,25846,796,41,59,25805,795,4823,358,29,58,4794,353
10,Ballard,44326,1011,21960,755,3815,375,0,43,3815,375,16227,600,210,171,16017,609,1918,216,255,109,1663,198,22366,725,3368,351,0,43,3368,351,16442,576,32,52,16410,573,2556,233,19,51,2537,236
11,Lake Union,44115,1324,23170,1005,2006,263,0,42,2006,263,19671,948,327,139,19344,942,1493,231,218,95,1275,219,20945,981,1831,265,0,42,1831,265,17612,890,24,45,17588,889,1502,206,7,42,1495,206
12,Magnolia/Queen Anne,59068,1388,28556,1098,4195,421,0,51,4195,421,21621,1006,247,129,21374,1005,2740,261,186,117,2554,266,30512,1094,3944,441,0,51,3944,441,22789,972,28,57,22761,971,3779,284,36,57,3743,279
13,Downtown,17106,915,10019,686,585,251,0,29,585,251,8117,584,347,144,7770,575,1317,222,82,61,1235,215,7087,540,443,213,0,29,443,213,5425,449,2,27,5423,449,1219,204,0,29,1219,204
