area_id,area_name,b09020001,b09020001_moe,b09020002,b09020002_moe,b09020003,b09020003_moe,b09020004,b09020004_moe,b09020005,b09020005_moe,b09020006,b09020006_moe,b09020007,b09020007_moe,b09020008,b09020008_moe,b09020009,b09020009_moe,b09020010,b09020010_moe,b09020011,b09020011_moe,b09020012,b09020012_moe,b09020013,b09020013_moe,b09020014,b09020014_moe,b09020015,b09020015_moe,b09020016,b09020016_moe,b09020017,b09020017_moe,b09020018,b09020018_moe,b09020019,b09020019_moe,b09020020,b09020020_moe,b09020021,b09020021_moe
1,Southwest,6993,412,6353,359,3190,365,1626,202,1199,184,427,121,1255,197,227,141,35,60,47,55,0,48,3163,331,3076,314,945,209,750,180,195,98,2131,264,1926,258,205,119,87,80,640,226
2,Delridge Neighborhoods,3169,278,3140,277,1658,261,822,144,609,127,213,84,505,126,157,78,87,76,79,69,8,38,1482,231,1429,226,411,137,336,128,75,56,1018,206,993,206,25,43,53,49,29,33
3,Greater Duwamish,5566,375,5251,337,3520,344,1387,218,842,166,545,160,849,161,834,193,204,107,205,113,41,57,1731,239,1719,237,652,148,628,146,24,45,1067,212,1042,208,25,60,12,46,315,159
4,Southeast,5736,457,5115,342,3543,354,1772,213,1201,176,571,148,1057,171,344,136,113,77,172,85,85,84,1572,244,1469,230,464,130,430,126,34,54,1005,202,938,198,67,51,103,81,621,273
5,Central,3629,311,3187,251,1414,221,864,151,522,121,342,115,471,103,0,34,26,53,44,54,9,36,1773,225,1679,214,560,151,468,142,92,59,1119,206,1105,205,14,36,94,61,442,168
6,East,5371,399,5092,379,2091,296,1138,171,926,163,212,77,893,149,29,64,31,64,0,47,0,47,3001,336,2858,312,855,178,789,176,66,52,2003,288,1942,282,61,65,143,106,279,124
7,Northeast,7445,366,7223,281,4506,324,2460,197,1841,190,619,139,1744,178,158,101,22,65,76,72,46,71,2717,290,2566,272,789,173,712,166,77,70,1777,240,1604,226,173,91,151,88,222,239
8,North,4998,325,4816,316,2578,303,1328,179,828,158,500,127,894,154,245,110,22,53,77,71,12,45,2238,277,2206,274,691,178,664,176,27,50,1515,239,1472,238,43,51,32,49,182,87
9,Northwest,8511,461,7791,441,3908,428,1948,239,1264,190,684,164,1416,210,294,118,97,77,100,85,53,64,3883,365,3678,346,1040,211,943,199,97,75,2638,308,2572,303,66,68,205,101,720,194
10,Ballard,4527,286,4386,269,2400,285,1206,172,785,140,421,134,993,152,118,81,58,57,0,43,25,49,1986,244,1869,233,660,159,580,147,80,67,1209,197,1161,196,48,51,117,66,141,91
11,Lake Union,3053,297,2747,257,1467,239,841,157,648,149,193,74,495,103,77,59,18,49,4,41,32,52,1280,210,1212,199,478,131,387,123,91,65,734,160,723,161,11,44,68,61,306,153
12,Magnolia/Queen Anne,6676,377,6462,367,3423,397,1817,229,1417,212,400,127,1415,208,91,76,91,88,9,51,0,51,3039,335,2782,289,714,158,633,150,81,67,2068,265,1974,260,94,91,257,144,214,102
13,Downtown,2541,315,2385,277,995,289,531,150,353,113,178,108,451,146,13,33,0,29,0,29,0,29,1390,204,1346,196,656,163,649,162,7,29,690,168,668,170,22,47,44,50,156,116
