area_id,area_name,b11010001,b11010001_moe,b11010002,b11010002_moe,b11010003,b11010003_moe,b11010004,b11010004_moe,b11010005,b11010005_moe,b11010006,b11010006_moe,b11010007,b11010007_moe,b11010008,b11010008_moe,b11010009,b11010009_moe,b11010010,b11010010_moe,b11010011,b11010011_moe,b11010012,b11010012_moe,b11010013,b11010013_moe,b11010014,b11010014_moe,b11010015,b11010015_moe
1,Southwest,11611,546,4972,445,3602,391,2852,351,750,180,1370,277,1175,257,195,98,6639,457,5163,417,3237,343,1926,258,1476,270,1271,241,205,119
2,Delridge Neighborhoods,6952,448,3420,380,2201,303,1865,285,336,128,1219,279,1144,275,75,56,3532,346,2904,331,1911,261,993,206,628,138,603,135,25,43
3,Greater Duwamish,6063,422,3484,368,2416,313,1788,280,628,146,1068,238,1044,237,24,45,2579,321,2064,301,1022,225,1042,208,515,146,490,140,25,60
4,Southeast,6914,503,3264,395,2248,338,1818,321,430,126,1016,258,982,255,34,54,3650,395,2907,376,1969,319,938,198,743,188,676,182,67,51
5,Central,8094,424,3814,400,2653,357,2185,324,468,142,1161,223,1069,213,92,59,4280,376,3060,320,1955,272,1105,205,1220,246,1206,244,14,36
6,East,22787,633,11727,640,9033,629,8244,618,789,176,2694,366,2628,364,66,52,11060,617,8567,589,6625,533,1942,282,2493,361,2432,353,61,65
7,Northeast,15572,569,7520,508,4994,461,4282,433,712,166,2526,353,2449,351,77,70,8052,490,5389,430,3785,375,1604,226,2663,338,2490,332,173,91
8,North,10296,510,4992,436,3999,418,3335,392,664,176,993,205,966,203,27,50,5304,436,4433,411,2961,337,1472,238,871,198,828,195,43,51
9,Northwest,17716,630,7881,570,4921,453,3978,425,943,199,2960,398,2863,391,97,75,9835,568,7396,517,4824,447,2572,303,2439,342,2373,339,66,68
10,Ballard,10697,494,4951,432,3246,363,2666,338,580,147,1705,322,1625,311,80,67,5746,465,4385,399,3224,365,1161,196,1361,273,1313,269,48,51
11,Lake Union,17843,631,9554,596,6725,561,6338,548,387,123,2829,384,2738,377,91,65,8289,570,5975,485,5252,460,723,161,2314,349,2303,348,11,44
12,Magnolia/Queen Anne,17828,654,7788,573,6030,529,5397,515,633,150,1758,325,1677,318,81,67,10040,579,7809,513,5835,471,1974,260,2231,345,2137,337,94,91
13,Downtown,9109,425,5664,404,5086,396,4437,387,649,162,578,186,571,186,7,29,3445,351,3024,349,2356,316,668,170,421,150,399,148,22,47
