area_id,area_name,b18105001,b18105001_moe,b18105002,b18105002_moe,b18105003,b18105003_moe,b18105004,b18105004_moe,b18105005,b18105005_moe,b18105006,b18105006_moe,b18105007,b18105007_moe,b18105008,b18105008_moe,b18105009,b18105009_moe,b18105010,b18105010_moe,b18105011,b18105011_moe,b18105012,b18105012_moe,b18105013,b18105013_moe,b18105014,b18105014_moe,b18105015,b18105015_moe,b18105016,b18105016_moe,b18105017,b18105017_moe,b18105018,b18105018_moe,b18105019,b18105019_moe,b18105020,b18105020_moe,b18105021,b18105021_moe,b18105022,b18105022_moe,b18105023,b18105023_moe,b18105024,b18105024_moe,b18105025,b18105025_moe,b18105026,b18105026_moe,b18105027,b18105027_moe,b18105028,b18105028_moe,b18105029,b18105029_moe,b18105030,b18105030_moe,b18105031,b18105031_moe,b18105032,b18105032_moe,b18105033,b18105033_moe
1,Southwest,45578,988,21081,745,2720,367,0,48,2720,367,4307,468,45,62,4262,466,11405,485,354,143,11051,462,1562,229,173,83,1389,229,1087,189,338,128,749,143,24497,735,3357,369,0,48,3357,369,5215,486,0,48,5215,486,12156,461,391,167,11765,437,1909,246,142,76,1767,241,1860,228,700,163,1160,199
2,Delridge Neighborhoods,31812,962,15782,676,2505,321,0,38,2505,321,4843,515,61,74,4782,513,7119,458,316,129,6803,446,878,162,148,85,730,141,437,127,119,65,318,117,16030,693,2068,341,0,38,2068,341,4655,493,60,61,4595,490,7469,410,404,136,7065,406,1146,196,159,72,987,188,692,148,233,98,459,120
3,Greater Duwamish,43351,1593,21812,1126,3265,460,7,45,3258,460,6167,608,52,74,6115,611,10124,729,637,196,9487,701,1254,242,132,88,1122,227,1002,177,384,135,618,141,21539,990,3922,607,33,56,3889,603,5795,492,48,77,5747,488,8592,499,469,143,8123,507,1355,228,226,100,1129,225,1875,256,819,191,1056,215
4,Southeast,42463,1392,20360,1025,3702,572,44,63,3658,565,4092,533,3,42,4089,533,10266,575,451,155,9815,583,1375,224,228,123,1147,201,925,166,256,99,669,148,22103,844,3370,405,17,50,3353,403,5044,526,93,84,4951,523,10680,538,662,194,10018,525,1728,250,421,156,1307,213,1281,217,562,156,719,145
5,Central,27530,928,13123,719,1222,288,15,41,1207,287,4053,556,41,50,4012,557,6482,448,367,153,6115,440,911,170,114,72,797,161,455,129,152,85,303,100,14407,711,1557,274,0,34,1557,274,4822,449,23,40,4799,449,6085,443,454,146,5631,424,1026,211,217,129,809,178,917,167,392,125,525,136
6,East,47882,1154,24500,953,1277,237,3,45,1274,237,11019,849,8,47,11011,848,10028,653,523,171,9505,649,1247,227,100,63,1147,217,929,161,173,84,756,144,23382,859,1095,201,11,48,1084,201,11606,716,37,55,11569,716,7667,544,447,173,7220,534,1596,248,176,85,1420,239,1418,211,418,123,1000,186
7,Northeast,75533,1813,36608,1314,3799,341,22,62,3777,339,16770,1217,51,87,16719,1219,12859,473,180,103,12679,463,1905,207,117,76,1788,204,1275,192,279,100,996,179,38925,1222,4061,343,10,60,4051,341,17432,1118,41,64,17391,1119,13202,468,296,117,12906,463,2113,231,184,90,1929,223,2117,322,598,268,1519,195
8,North,37788,1026,19001,796,2218,305,0,43,2218,305,6512,627,32,52,6480,627,8314,448,437,145,7877,438,976,200,76,62,900,194,981,186,373,135,608,144,18787,726,1872,280,25,53,1847,277,5506,476,52,54,5454,477,8438,408,424,130,8014,407,1179,194,247,109,932,167,1792,245,606,145,1186,218
9,Northwest,65301,1345,31583,981,3487,426,0,54,3487,426,10518,738,83,78,10435,739,14425,620,562,175,13863,600,1598,233,192,98,1406,219,1555,236,477,146,1078,192,33718,907,3049,352,8,53,3041,350,11058,729,199,141,10859,733,14788,603,711,188,14077,595,1977,298,279,148,1698,260,2846,294,1091,207,1755,261
10,Ballard,41626,972,20515,722,2370,333,32,52,2338,327,6407,601,3,42,6404,600,9820,440,212,104,9608,452,1117,204,41,60,1076,200,801,142,203,82,598,125,21111,700,2113,298,14,49,2099,297,6335,523,57,87,6278,522,10107,436,222,100,9885,430,1271,189,117,70,1154,180,1285,205,534,165,751,140
11,Lake Union,42508,1289,22122,977,958,166,0,42,958,166,10968,914,122,152,10846,871,8703,544,363,151,8340,534,1046,186,92,87,954,165,447,148,122,125,325,92,20386,958,1272,228,2,40,1270,228,10241,827,90,87,10151,828,7371,459,230,106,7141,460,668,144,64,53,604,138,834,172,350,127,484,123
12,Magnolia/Queen Anne,56146,1337,27000,1070,2639,350,0,51,2639,350,9451,919,43,57,9408,918,12170,597,415,188,11755,559,1533,241,91,67,1442,238,1207,202,286,114,921,178,29146,1049,2578,370,28,69,2550,369,10729,934,95,84,10634,932,12060,524,400,139,11660,528,1855,247,281,130,1574,229,1924,244,540,163,1384,214
13,Downtown,16567,817,9653,642,219,169,0,29,219,169,3086,463,22,38,3064,460,5031,429,712,205,4319,414,755,183,138,82,617,168,562,160,244,120,318,119,6914,507,270,138,0,29,270,138,2311,363,6,29,2305,362,3114,318,326,120,2788,303,729,186,104,85,625,163,490,121,237,87,253,100
