area_id,area_name,b07204001,b07204001_moe,b07204002,b07204002_moe,b07204003,b07204003_moe,b07204004,b07204004_moe,b07204005,b07204005_moe,b07204006,b07204006_moe,b07204007,b07204007_moe,b07204008,b07204008_moe,b07204009,b07204009_moe,b07204010,b07204010_moe,b07204011,b07204011_moe,b07204012,b07204012_moe,b07204013,b07204013_moe,b07204014,b07204014_moe,b07204015,b07204015_moe,b07204016,b07204016_moe,b07204017,b07204017_moe,b07204018,b07204018_moe,b07204019,b07204019_moe
1,Southwest,48710,1044,40501,1111,7840,1029,4507,824,4507,824,0,48,3333,639,934,284,2399,563,847,288,1552,496,416,299,126,102,188,135,822,353,369,152,0,48,9,47,360,151
2,Delridge Neighborhoods,33789,1020,28204,1125,5367,799,2548,473,2548,473,0,38,2819,653,903,297,1916,611,724,496,1192,361,29,46,206,126,459,219,498,264,218,145,0,38,0,38,218,145
3,Greater Duwamish,46604,1763,39442,1622,6056,874,3870,786,3870,786,0,45,2186,460,886,344,1300,317,430,169,870,269,81,86,148,121,191,130,450,213,1106,556,29,57,0,45,1077,555
4,Southeast,45399,1490,38778,1439,6206,1133,3719,903,3719,903,0,45,2487,668,1140,500,1347,369,489,244,858,286,284,214,93,80,78,70,403,159,415,251,0,45,0,45,415,251
5,Central,29248,972,22124,1031,7035,793,4127,640,4127,640,0,34,2908,594,1046,447,1862,402,469,207,1393,354,258,147,163,120,446,197,526,231,89,60,0,34,0,34,89,60
6,East,50914,1186,34356,1239,15724,1110,8532,849,8532,849,0,47,7192,771,1675,357,5517,678,1239,296,4278,620,729,254,619,260,426,169,2504,504,834,312,0,47,83,90,751,303
7,Northeast,78426,1820,56565,1488,19944,1411,10052,1023,10052,1023,0,59,9892,937,2628,465,7264,738,3445,442,3819,603,557,186,386,146,912,370,1964,402,1917,496,0,59,42,71,1875,494
8,North,39569,1066,32071,1072,7004,836,3412,608,3412,608,0,43,3592,580,1031,337,2561,492,1309,361,1252,352,111,114,144,106,250,132,747,294,494,213,0,43,0,43,494,213
9,Northwest,68973,1409,55694,1514,12532,1078,7658,866,7658,866,0,54,4874,644,1211,321,3663,545,1731,375,1932,434,168,96,369,240,347,148,1048,322,747,299,0,54,0,54,747,299
10,Ballard,43737,1015,35907,1018,7419,900,4819,705,4819,705,0,43,2600,477,572,279,2028,410,841,316,1187,284,106,89,245,135,232,129,604,224,411,189,31,65,0,43,380,182
11,Lake Union,43903,1313,29922,1075,13508,1193,7744,835,7744,835,0,42,5764,780,1268,312,4496,698,974,251,3522,653,763,295,400,151,884,370,1475,377,473,165,0,42,0,42,473,165
12,Magnolia/Queen Anne,58947,1379,44121,1373,14338,1251,7025,827,7025,827,0,51,7313,913,1833,445,5480,788,1407,361,4073,701,252,131,675,271,701,272,2445,575,488,185,0,51,71,99,417,160
13,Downtown,17310,891,11689,842,5334,555,2004,382,2004,382,0,29,3330,460,762,225,2568,421,639,249,1929,365,386,236,281,129,286,134,976,201,287,148,0,29,0,29,287,148
