area_id,area_name,b10059001,b10059001_moe,b10059002,b10059002_moe,b10059003,b10059003_moe,b10059004,b10059004_moe,b10059005,b10059005_moe,b10059006,b10059006_moe,b10059007,b10059007_moe,b10059008,b10059008_moe,b10059009,b10059009_moe,b10059010,b10059010_moe,b10059011,b10059011_moe
1,Southwest,319,147,0,48,0,48,0,48,0,48,0,48,319,147,98,88,63,78,35,59,221,109
2,Delridge Neighborhoods,654,206,68,89,0,38,0,38,0,38,68,89,586,190,123,87,83,69,40,48,463,176
3,Greater Duwamish,1713,344,316,168,220,151,61,76,159,137,96,87,1397,305,173,88,124,79,49,61,1224,291
4,Southeast,1080,235,119,98,56,76,36,68,20,52,63,87,961,231,337,173,264,163,73,68,624,197
5,Central,140,101,6,33,6,33,0,34,6,33,0,34,134,101,16,47,16,47,0,34,118,96
6,East,143,126,0,47,0,47,0,47,0,47,0,47,143,126,97,91,23,59,74,83,46,100
7,Northeast,297,139,20,64,10,59,10,59,0,59,10,59,277,137,64,72,30,64,34,67,213,123
8,North,501,185,152,131,0,43,0,43,0,43,152,131,349,130,78,70,27,59,51,54,271,116
9,Northwest,622,205,77,86,77,86,61,82,16,59,0,54,545,200,105,87,43,60,62,77,440,188
10,Ballard,290,137,37,73,0,43,0,43,0,43,37,73,253,123,136,97,47,66,89,81,117,85
11,Lake Union,33,54,0,42,0,42,0,42,0,42,0,42,33,54,0,42,0,42,0,42,33,54
12,Magnolia/Queen Anne,251,156,0,51,0,51,0,51,0,51,0,51,251,156,55,80,0,51,55,80,196,113
13,Downtown,34,40,7,30,7,30,7,30,0,29,0,29,27,39,0,29,0,29,0,29,27,39
