area_id,area_name,b07007001,b07007001_moe,b07007002,b07007002_moe,b07007003,b07007003_moe,b07007004,b07007004_moe,b07007005,b07007005_moe,b07007006,b07007006_moe,b07007007,b07007007_moe,b07007008,b07007008_moe,b07007009,b07007009_moe,b07007010,b07007010_moe,b07007011,b07007011_moe,b07007012,b07007012_moe,b07007013,b07007013_moe,b07007014,b07007014_moe,b07007015,b07007015_moe,b07007016,b07007016_moe,b07007017,b07007017_moe,b07007018,b07007018_moe,b07007019,b07007019_moe,b07007020,b07007020_moe,b07007021,b07007021_moe,b07007022,b07007022_moe,b07007023,b07007023_moe,b07007024,b07007024_moe,b07007025,b07007025_moe,b07007026,b07007026_moe,b07007027,b07007027_moe,b07007028,b07007028_moe,b07007029,b07007029_moe,b07007030,b07007030_moe
1,Southwest,48710,1044,44792,1063,3918,471,2388,355,1530,323,40501,1111,37236,1096,3265,439,2094,339,1171,289,5441,873,5139,848,302,142,221,129,81,68,847,288,847,288,0,48,0,48,0,48,1552,496,1443,477,109,86,73,71,36,54,369,152,127,94,242,127,0,48,242,127
2,Delridge Neighborhoods,33789,1020,25946,981,7843,769,4519,560,3324,578,28204,1125,21237,1020,6967,733,4149,530,2818,555,3451,539,3037,477,414,225,232,160,182,161,724,496,610,421,114,98,67,71,47,77,1192,361,898,263,294,231,63,102,231,172,218,145,164,133,54,64,8,38,46,64
3,Greater Duwamish,46604,1763,26239,1201,20365,1419,13337,1066,7028,1023,39442,1622,22095,1094,17347,1220,11813,930,5534,896,4756,833,3001,581,1755,466,911,337,844,359,430,169,329,148,101,85,94,84,7,47,870,269,614,212,256,163,157,114,99,125,1106,556,200,149,906,537,362,299,544,325
4,Southeast,45399,1490,32464,1328,12935,1021,7283,718,5652,836,38778,1439,27744,1293,11034,909,6470,655,4564,742,4859,1031,3588,825,1271,391,690,226,581,282,489,244,411,229,78,94,29,62,49,70,858,286,631,206,227,151,85,91,142,125,415,251,90,86,325,239,9,45,316,237
5,Central,29248,972,24743,949,4505,594,2382,375,2123,493,22124,1031,18817,1029,3307,436,1999,346,1308,299,5173,755,4183,658,990,422,306,125,684,408,469,207,469,207,0,34,0,34,0,34,1393,354,1226,342,167,98,77,65,90,65,89,60,48,45,41,46,0,34,41,46
6,East,50914,1186,43374,1199,7540,739,3139,413,4401,624,34356,1239,29260,1190,5096,637,2443,363,2653,519,10207,885,8639,762,1568,392,450,177,1118,333,1239,296,1159,288,80,69,31,54,49,55,4278,620,3849,595,429,158,201,134,228,96,834,312,467,211,367,180,14,50,353,179
7,Northeast,78426,1820,67372,1759,11054,907,5408,611,5646,684,56565,1488,49304,1403,7261,713,4285,547,2976,450,12680,1141,11133,1046,1547,320,644,217,903,233,3445,442,3128,409,317,144,100,77,217,133,3819,603,3309,566,510,185,260,154,250,115,1917,496,498,187,1419,430,119,113,1300,410
8,North,39569,1066,31262,1019,8307,838,3882,464,4425,705,32071,1072,25578,933,6493,776,3192,407,3301,642,4443,707,3492,613,951,299,414,171,537,213,1309,361,964,285,345,189,211,147,134,117,1252,352,1123,340,129,87,65,63,64,67,494,213,105,63,389,204,0,43,389,204
9,Northwest,68973,1409,59140,1346,9833,835,5404,552,4429,662,55694,1514,47688,1330,8006,779,4697,539,3309,571,8869,928,7794,858,1075,291,524,183,551,195,1731,375,1608,365,123,114,34,62,89,108,1932,434,1670,411,262,118,109,79,153,97,747,299,380,188,367,216,40,72,327,210
10,Ballard,43737,1015,39525,955,4212,632,2225,357,1987,500,35907,1018,32403,957,3504,538,2094,332,1410,383,5391,801,4898,760,493,292,92,92,401,280,841,316,841,316,0,43,0,43,0,43,1187,284,1086,278,101,78,39,57,62,66,411,189,297,126,114,115,0,43,114,115
11,Lake Union,43903,1313,38524,1309,5379,680,2003,332,3376,608,29922,1075,26165,992,3757,608,1472,263,2285,561,9012,930,8094,921,918,237,395,174,523,171,974,251,918,244,56,58,25,46,31,50,3522,653,3024,597,498,200,111,98,387,165,473,165,323,129,150,108,0,42,150,108
12,Magnolia/Queen Anne,58947,1379,52303,1381,6644,667,3444,467,3200,496,44121,1373,39228,1269,4893,537,2742,406,2151,383,8858,955,7961,915,897,270,425,189,472,191,1407,361,1288,338,119,125,44,79,75,110,4073,701,3514,644,559,239,233,116,326,195,488,185,312,159,176,107,0,51,176,107
13,Downtown,17310,891,12562,721,4748,566,2190,391,2558,459,11689,842,8156,675,3533,515,1918,379,1615,391,2766,440,2123,388,643,222,212,127,431,175,639,249,507,198,132,148,15,42,117,145,1929,365,1732,334,197,107,45,51,152,95,287,148,44,53,243,139,0,29,243,139
