area_id,area_name,b19025c001,b19025c001_moe
1,Southwest,1910100,2561262
3,Greater Duwamish,5538400,5763431
4,Southeast,2651000,3639065
6,East,4016300,2695606
8,North,5010700,3542035
9,Northwest,11947600,11085426
11,Lake Union,5968100,4308882
12,Magnolia/Queen Anne,13467700,11087649
13,Downtown,1667400,1836803
