area_id,area_name,b19113b001,b19113b001_moe
1,Southwest,17012,139359
2,Delridge Neighborhoods,352396,321541
3,Greater Duwamish,485740,196311
4,Southeast,385103,68971
5,Central,328314,91365
6,East,357245,211101
7,Northeast,309567,53451
8,North,199090,254984
9,Northwest,402108,201005
10,Ballard,24830,49058
11,Lake Union,43511,249992
12,Magnolia/Queen Anne,62756,47150
13,Downtown,49954,29988
