area_id,area_name,b10051001,b10051001_moe,b10051002,b10051002_moe,b10051003,b10051003_moe,b10051004,b10051004_moe,b10051005,b10051005_moe,b10051006,b10051006_moe,b10051007,b10051007_moe,b10051008,b10051008_moe,b10051009,b10051009_moe,b10051010,b10051010_moe,b10051011,b10051011_moe
1,Southwest,319,147,98,88,30,69,29,67,1,47,68,69,34,58,34,60,221,109,98,73,123,77
2,Delridge Neighborhoods,654,206,123,87,0,38,0,38,0,38,123,87,83,69,40,48,531,194,240,137,291,140
3,Greater Duwamish,1713,344,393,170,146,98,61,74,85,76,247,143,124,79,123,129,1320,298,316,143,1004,250
4,Southeast,1080,235,393,184,121,85,60,69,61,67,272,172,240,167,32,56,687,192,216,116,471,148
5,Central,137,101,22,46,6,33,0,34,6,33,16,47,16,47,0,34,115,96,56,69,59,75
6,East,143,126,97,91,74,83,0,47,74,83,23,59,23,59,0,47,46,100,0,47,46,100
7,Northeast,297,139,74,72,45,68,11,60,34,67,29,63,29,63,0,59,223,123,68,84,155,107
8,North,497,185,78,70,0,43,0,43,0,43,78,70,27,59,51,54,419,175,180,135,239,113
9,Northwest,622,205,182,115,47,76,0,54,47,76,135,101,104,86,31,61,440,188,163,150,277,124
10,Ballard,290,137,136,97,53,62,25,58,28,49,83,86,22,53,61,78,154,103,48,67,106,86
11,Lake Union,33,54,0,42,0,42,0,42,0,42,0,42,0,42,0,42,33,54,0,42,33,54
12,Magnolia/Queen Anne,251,156,55,80,12,53,0,51,12,53,43,78,0,51,43,78,196,113,0,51,196,113
13,Downtown,34,40,7,30,0,29,0,29,0,29,7,30,7,30,0,29,27,39,0,29,27,39
