area_id,area_name,b99171001,b99171001_moe,b99171002,b99171002_moe,b99171003,b99171003_moe,b99171004,b99171004_moe,b99171005,b99171005_moe,b99171006,b99171006_moe,b99171007,b99171007_moe,b99171008,b99171008_moe,b99171009,b99171009_moe,b99171010,b99171010_moe,b99171011,b99171011_moe,b99171012,b99171012_moe,b99171013,b99171013_moe,b99171014,b99171014_moe,b99171015,b99171015_moe
1,Southwest,16093,-1,1796,-1,122,-1,16,-1,13,-1,0,-1,0,-1,226,-1,12062,-1,56,-1,113,-1,131,-1,60,-1,110,-1,1388,-1
2,Delridge Neighborhoods,10139,-1,1607,-1,96,-1,16,-1,1,-1,9,-1,31,-1,521,-1,6654,-1,41,-1,77,-1,22,-1,36,-1,129,-1,899,-1
3,Greater Duwamish,10666,-1,2338,-1,193,-1,17,-1,0,-1,18,-1,29,-1,523,-1,5751,-1,115,-1,28,-1,9,-1,51,-1,70,-1,1524,-1
4,Southeast,10621,-1,1964,-1,192,-1,3,-1,0,-1,0,-1,2,-1,567,-1,6748,-1,99,-1,27,-1,27,-1,13,-1,12,-1,967,-1
5,Central,12524,-1,1852,-1,106,-1,14,-1,0,-1,0,-1,5,-1,400,-1,8429,-1,124,-1,64,-1,35,-1,22,-1,41,-1,1432,-1
6,East,30208,-1,4931,-1,266,-1,55,-1,16,-1,15,-1,38,-1,665,-1,21145,-1,320,-1,304,-1,47,-1,32,-1,217,-1,2157,-1
7,Northeast,28018,-1,7451,-1,455,-1,46,-1,56,-1,0,-1,25,-1,2227,-1,14139,-1,234,-1,213,-1,51,-1,39,-1,275,-1,2807,-1
8,North,14000,-1,2234,-1,157,-1,13,-1,0,-1,8,-1,0,-1,663,-1,8857,-1,142,-1,153,-1,32,-1,37,-1,148,-1,1556,-1
9,Northwest,26529,-1,3978,-1,279,-1,0,-1,0,-1,0,-1,71,-1,816,-1,17893,-1,134,-1,104,-1,15,-1,96,-1,353,-1,2790,-1
10,Ballard,15729,-1,1411,-1,123,-1,36,-1,0,-1,0,-1,30,-1,403,-1,11398,-1,130,-1,47,-1,74,-1,247,-1,64,-1,1766,-1
11,Lake Union,27025,-1,5325,-1,136,-1,47,-1,12,-1,0,-1,0,-1,908,-1,17851,-1,149,-1,207,-1,0,-1,120,-1,117,-1,2153,-1
12,Magnolia/Queen Anne,24264,-1,2425,-1,244,-1,82,-1,8,-1,11,-1,6,-1,873,-1,17397,-1,168,-1,218,-1,143,-1,108,-1,85,-1,2496,-1
13,Downtown,11391,-1,2564,-1,232,-1,2,-1,11,-1,0,-1,97,-1,370,-1,6617,-1,135,-1,145,-1,0,-1,113,-1,133,-1,972,-1
