area_id,area_name,b25069001,b25069001_moe,b25069002,b25069002_moe,b25069003,b25069003_moe
1,Southwest,8418,488,7559,478,859,212
2,Delridge Neighborhoods,7126,444,6636,435,490,159
3,Greater Duwamish,7727,450,6891,455,836,192
4,Southeast,6751,473,6171,491,580,176
5,Central,7027,395,6019,405,1008,211
6,East,21693,578,18283,596,3410,397
7,Northeast,13505,502,11491,530,2014,320
8,North,10387,449,9187,467,1200,234
9,Northwest,15599,594,13427,610,2172,296
10,Ballard,9634,493,8757,508,877,242
11,Lake Union,17336,590,15006,615,2330,342
12,Magnolia/Queen Anne,15882,596,14282,605,1600,283
13,Downtown,9235,420,6521,431,2714,317
