area_id,area_name,b25072001,b25072001_moe,b25072002,b25072002_moe,b25072003,b25072003_moe,b25072004,b25072004_moe,b25072005,b25072005_moe,b25072006,b25072006_moe,b25072007,b25072007_moe,b25072008,b25072008_moe,b25072009,b25072009_moe,b25072010,b25072010_moe,b25072011,b25072011_moe,b25072012,b25072012_moe,b25072013,b25072013_moe,b25072014,b25072014_moe,b25072015,b25072015_moe,b25072016,b25072016_moe,b25072017,b25072017_moe,b25072018,b25072018_moe,b25072019,b25072019_moe,b25072020,b25072020_moe,b25072021,b25072021_moe,b25072022,b25072022_moe,b25072023,b25072023_moe,b25072024,b25072024_moe,b25072025,b25072025_moe,b25072026,b25072026_moe,b25072027,b25072027_moe,b25072028,b25072028_moe,b25072029,b25072029_moe
1,Southwest,8418,488,356,136,15,52,69,60,29,54,133,98,86,65,24,58,2694,331,834,219,377,135,378,142,274,133,749,207,82,84,4286,426,1280,263,727,184,526,172,363,146,1171,250,219,136,1082,219,211,128,61,61,132,76,90,86,498,141,90,90
2,Delridge Neighborhoods,7126,444,468,182,50,61,130,93,0,38,0,38,256,148,32,50,2088,329,734,225,365,167,189,107,80,55,703,214,17,45,3559,396,693,205,376,134,204,98,454,163,1657,301,175,83,1011,206,133,82,57,52,112,101,14,42,621,169,74,56
3,Greater Duwamish,7727,450,560,172,140,89,22,50,48,85,89,79,245,116,16,44,2157,327,373,137,295,120,380,164,168,103,865,230,76,93,3663,394,690,193,524,172,321,132,316,140,1590,300,222,102,1347,236,160,80,106,86,159,82,155,85,669,195,98,78
4,Southeast,6751,473,493,177,135,116,47,58,9,46,54,79,248,132,0,45,1324,304,237,105,128,95,226,149,5,44,611,223,117,109,4050,461,881,259,492,206,213,104,353,144,1933,357,178,100,884,187,123,81,76,55,46,52,50,57,568,165,21,47
5,Central,7027,395,824,213,123,82,39,58,60,56,87,94,456,149,59,86,2210,324,561,168,519,178,357,141,183,112,590,184,0,34,2768,346,675,185,363,133,325,140,359,145,942,228,104,74,1225,170,98,66,41,49,333,138,111,77,595,151,47,51
6,East,21693,578,2923,358,370,160,88,86,225,116,207,117,1804,293,229,108,8954,623,2670,414,1443,295,1132,250,807,238,2750,394,152,105,7636,567,2074,355,1373,288,945,235,614,199,2382,416,248,133,2180,275,280,110,230,123,364,141,169,86,1040,219,97,75
7,Northeast,13505,502,4419,395,266,157,222,126,342,143,173,116,2923,361,493,158,4494,410,1173,253,608,190,469,132,411,132,1587,270,246,117,3657,405,1020,218,530,143,372,124,129,78,1453,281,153,99,935,179,180,90,76,74,123,115,78,83,365,135,113,74
8,North,10387,449,1355,275,68,58,67,68,67,56,112,98,816,225,225,127,3139,368,915,243,373,131,542,197,311,123,805,188,193,103,4316,434,1069,217,574,194,438,147,377,159,1554,287,304,170,1577,251,127,79,106,71,200,91,174,87,869,214,101,75
9,Northwest,15599,594,1789,318,191,110,361,173,246,111,126,99,791,213,74,91,5559,494,1915,345,898,234,530,173,448,168,1595,325,173,122,5774,494,1507,282,733,170,773,214,572,163,2060,336,129,84,2477,294,485,185,174,99,298,134,179,96,1278,229,63,62
10,Ballard,9634,493,561,168,56,71,127,95,124,110,20,46,216,87,18,49,4008,425,1549,340,579,178,586,179,315,153,900,264,79,97,4191,415,1113,265,981,211,493,164,403,161,1133,232,68,60,874,175,166,112,54,64,70,59,88,98,440,120,56,67
11,Lake Union,17336,590,2569,330,156,87,133,76,226,116,169,103,1659,259,226,167,7774,561,2396,378,1380,289,1060,247,883,226,1839,332,216,141,5997,485,1737,294,781,230,913,253,470,173,2052,329,44,54,996,187,247,96,83,60,92,63,142,106,383,120,49,61
12,Magnolia/Queen Anne,15882,596,1668,329,266,121,172,108,196,145,214,119,809,246,11,52,6989,545,2224,346,1531,311,970,235,663,193,1468,299,133,89,5789,514,1705,301,1030,247,778,224,488,165,1607,273,181,100,1436,208,269,115,171,109,101,71,93,68,674,138,128,85
13,Downtown,9235,420,856,230,24,34,90,77,257,172,63,58,422,152,0,29,2367,344,872,223,412,158,335,155,144,83,501,167,103,91,4682,372,1260,222,588,203,756,192,483,153,1352,266,243,103,1330,171,260,101,122,88,199,78,180,80,528,135,41,56
