area_id,area_name,b19301b001,b19301b001_moe
1,Southwest,270244,227154
2,Delridge Neighborhoods,183638,42903
3,Greater Duwamish,219387,37146
4,Southeast,219964,23762
5,Central,167989,22945
6,East,410401,209451
7,Northeast,558809,175432
8,North,240788,78576
9,Northwest,276100,41382
10,Ballard,21265,15172
11,Lake Union,109911,41527
12,Magnolia/Queen Anne,230808,55919
13,Downtown,86441,24341
