area_id,area_name,b25123001,b25123001_moe,b25123002,b25123002_moe,b25123003,b25123003_moe,b25123004,b25123004_moe,b25123005,b25123005_moe,b25123006,b25123006_moe,b25123007,b25123007_moe,b25123008,b25123008_moe,b25123009,b25123009_moe,b25123010,b25123010_moe,b25123011,b25123011_moe,b25123012,b25123012_moe,b25123013,b25123013_moe
1,Southwest,23226,383,14808,462,4387,390,53,70,0,48,0,48,10368,453,8418,488,3299,401,58,59,0,48,0,48,5061,455
2,Delridge Neighborhoods,14850,356,7724,382,2694,316,71,64,0,38,0,38,4959,349,7126,444,3518,411,344,160,0,38,0,38,3264,391
3,Greater Duwamish,16086,331,8359,418,3153,312,168,78,0,45,0,45,5038,394,7727,450,4000,404,397,159,28,62,0,45,3302,376
4,Southeast,17612,387,10861,427,4074,399,119,75,10,46,0,45,6658,436,6751,473,3672,423,296,146,0,45,0,45,2783,393
5,Central,13921,329,6894,359,2383,286,11,38,23,40,0,34,4477,358,7027,395,3057,349,289,115,35,61,0,34,3646,371
6,East,29701,474,8008,453,2543,330,46,59,0,47,0,47,5419,405,21693,578,9347,649,417,168,84,120,0,47,11845,644
7,Northeast,30311,401,16806,426,4100,356,38,64,0,59,0,59,12668,442,13505,502,6965,520,291,123,118,123,0,59,6131,490
8,North,19461,351,9074,354,3057,328,0,43,0,43,0,43,6017,347,10387,449,4971,424,231,127,0,43,0,43,5185,444
9,Northwest,33168,437,17569,559,5397,450,268,132,31,71,0,54,11873,530,15599,594,6638,548,374,147,100,94,0,54,8487,573
10,Ballard,21236,330,11602,423,3583,362,0,43,83,101,0,43,7936,406,9634,493,3291,379,252,141,0,43,0,43,6091,486
11,Lake Union,24520,524,7184,387,2220,278,30,47,0,42,0,42,4934,359,17336,590,7281,570,417,186,31,62,0,42,9607,616
12,Magnolia/Queen Anne,29974,461,14092,515,4580,439,0,51,26,66,0,51,9486,463,15882,596,5770,506,197,126,65,91,0,51,9850,596
13,Downtown,11410,381,2175,304,695,209,56,56,0,29,0,29,1424,228,9235,420,3388,374,521,155,50,49,0,29,5276,420
