area_id,area_name,b25015001,b25015001_moe,b25015002,b25015002_moe,b25015003,b25015003_moe,b25015004,b25015004_moe,b25015005,b25015005_moe,b25015006,b25015006_moe,b25015007,b25015007_moe,b25015008,b25015008_moe,b25015009,b25015009_moe,b25015010,b25015010_moe,b25015011,b25015011_moe,b25015012,b25015012_moe,b25015013,b25015013_moe,b25015014,b25015014_moe,b25015015,b25015015_moe,b25015016,b25015016_moe,b25015017,b25015017_moe,b25015018,b25015018_moe,b25015019,b25015019_moe,b25015020,b25015020_moe,b25015021,b25015021_moe,b25015022,b25015022_moe,b25015023,b25015023_moe,b25015024,b25015024_moe,b25015025,b25015025_moe,b25015026,b25015026_moe,b25015027,b25015027_moe
1,Southwest,23226,383,14808,462,1387,252,1387,252,0,48,0,48,9801,423,9764,423,37,54,0,48,3620,250,3620,250,0,48,0,48,8418,488,3050,326,2989,328,24,52,37,71,4286,426,4286,426,0,48,0,48,1082,219,1082,219,0,48,0,48
2,Delridge Neighborhoods,14850,356,7724,382,1291,235,1265,232,9,38,17,40,5193,347,5032,343,138,80,23,50,1240,142,1240,142,0,38,0,38,7126,444,2556,355,2360,358,72,85,124,89,3559,396,3334,386,43,52,182,122,1011,206,984,204,0,38,27,58
3,Greater Duwamish,16086,331,8359,418,1101,229,1045,223,44,53,12,46,5499,378,5180,368,224,101,95,74,1759,200,1732,200,14,49,13,43,7727,450,2717,357,2358,339,146,98,213,124,3663,394,3339,384,200,100,124,103,1347,236,1315,239,0,45,32,64
4,Southeast,17612,387,10861,427,839,198,824,197,15,47,0,45,7665,389,7509,393,132,68,24,49,2357,222,2267,223,89,62,1,43,6751,473,1817,339,1620,320,188,141,9,46,4050,461,3751,449,162,102,137,109,884,187,867,187,17,46,0,45
5,Central,13921,329,6894,359,832,184,832,184,0,34,0,34,4744,334,4691,335,53,47,0,34,1318,164,1318,164,0,34,0,34,7027,395,3034,341,2927,335,75,81,32,41,2768,346,2705,343,63,65,0,34,1225,170,1197,174,0,34,28,40
6,East,29701,474,8008,453,1272,237,1244,235,0,47,28,53,4920,395,4883,393,9,47,28,52,1816,208,1816,208,0,47,0,47,21693,578,11877,638,11493,629,109,93,275,157,7636,567,7545,562,49,60,42,82,2180,275,2165,275,0,47,15,46
7,Northeast,30311,401,16806,426,1500,229,1487,229,0,59,13,61,11215,407,11189,408,15,59,11,60,4091,222,4091,222,0,59,0,59,13505,502,8913,481,8814,483,84,86,15,61,3657,405,3495,395,57,74,105,105,935,179,935,179,0,59,0,59
8,North,19461,351,9074,354,1280,236,1271,236,0,43,9,43,5837,312,5818,314,19,46,0,43,1957,204,1957,204,0,43,0,43,10387,449,4494,397,4340,386,102,81,52,76,4316,434,4121,427,163,117,32,52,1577,251,1570,251,7,43,0,43
9,Northwest,33168,437,17569,559,2741,345,2725,344,0,54,16,58,11679,470,11600,470,31,57,48,89,3149,254,3130,254,19,59,0,54,15599,594,7348,507,7264,502,84,83,0,54,5774,494,5549,482,196,114,29,70,2477,294,2428,287,0,54,49,93
10,Ballard,21236,330,11602,423,1504,238,1504,238,0,43,0,43,7897,371,7890,370,7,43,0,43,2201,200,2201,200,0,43,0,43,9634,493,4569,429,4464,422,75,63,30,53,4191,415,4143,413,31,51,17,48,874,175,874,175,0,43,0,43
11,Lake Union,24520,524,7184,387,1390,227,1373,226,11,43,6,41,4737,330,4717,328,8,46,12,41,1057,133,1057,133,0,42,0,42,17336,590,10343,571,9890,560,52,56,401,194,5997,485,5795,485,83,77,119,91,996,187,996,187,0,42,0,42
12,Magnolia/Queen Anne,29974,461,14092,515,1568,270,1568,270,0,51,0,51,9361,461,9325,460,0,51,36,67,3163,274,3154,275,0,51,9,50,15882,596,8657,543,8476,543,80,79,101,90,5789,514,5789,514,0,51,0,51,1436,208,1419,211,0,51,17,55
13,Downtown,11410,381,2175,304,416,149,388,144,0,29,28,45,1212,250,1187,250,9,30,16,33,547,135,547,135,0,29,0,29,9235,420,3223,342,3052,334,57,61,114,96,4682,372,4568,376,56,50,58,46,1330,171,1270,182,0,29,60,56
