area_id,area_name,b24081001,b24081001_moe,b24081002,b24081002_moe,b24081003,b24081003_moe,b24081004,b24081004_moe,b24081005,b24081005_moe,b24081006,b24081006_moe,b24081007,b24081007_moe,b24081008,b24081008_moe,b24081009,b24081009_moe
1,Southwest,493325,22177,497870,34816,496052,31515,640431,191177,424936,66744,590382,70076,575845,79393,609679,171273,340447,136703
2,Delridge Neighborhoods,253227,19021,256285,23431,254488,23378,275249,149614,308307,62371,276230,64490,245157,74969,311405,151527,227258,81476
3,Greater Duwamish,212037,18126,195008,20673,193057,19638,236631,218487,198925,48030,318262,55961,313716,41197,388827,77491,110430,180130
4,Southeast,288690,19196,282450,22627,282383,23678,290412,164432,287070,37426,370730,43720,316697,64881,383630,190569,198340,83118
5,Central,240133,18051,259037,40208,264363,41734,411352,208684,218359,49103,223016,95967,263561,54686,393946,66277,146447,56240
6,East,401354,25649,430503,45186,429020,46832,788992,255214,361284,44417,487352,67717,416681,51177,588683,281888,293718,85952
7,Northeast,687048,40350,739120,60328,736987,64665,1092768,394171,678945,77728,672074,145275,741987,91156,1006436,352734,592628,215138
8,North,337363,19698,324887,25261,312518,27108,380981,71063,385107,58943,422003,71221,447147,50703,673093,174834,190031,82792
9,Northwest,579232,24450,597591,39369,608229,40394,515149,217544,504803,55021,693634,72114,589866,62401,781473,149219,328915,105369
10,Ballard,347671,14474,360420,20381,354840,21535,402367,61622,329319,46590,403129,48893,371781,68971,482211,136265,212277,64996
11,Lake Union,362049,20977,375177,33361,375491,38502,650084,299229,299270,44218,458117,98824,324132,64995,562076,149063,242416,82439
12,Magnolia/Queen Anne,536548,29235,586134,44263,567750,39820,838961,333978,428657,63135,582220,151319,460275,87800,622396,563883,366862,102707
13,Downtown,132495,20605,147342,24768,141092,28729,171178,41961,74838,28616,141791,62175,114943,114152,146261,41884,63244,61629
