area_id,area_name,b16007001,b16007001_moe,b16007002,b16007002_moe,b16007003,b16007003_moe,b16007004,b16007004_moe,b16007005,b16007005_moe,b16007006,b16007006_moe,b16007007,b16007007_moe,b16007008,b16007008_moe,b16007009,b16007009_moe,b16007010,b16007010_moe,b16007011,b16007011_moe,b16007012,b16007012_moe,b16007013,b16007013_moe,b16007014,b16007014_moe,b16007015,b16007015_moe,b16007016,b16007016_moe,b16007017,b16007017_moe,b16007018,b16007018_moe,b16007019,b16007019_moe
1,Southwest,46363,1013,6077,476,5364,477,209,132,264,137,187,124,53,61,33293,823,29683,882,1035,298,1308,323,1100,257,167,112,6993,412,6172,380,79,63,498,197,212,99,32,56
2,Delridge Neighborhoods,31919,968,4573,495,2793,406,660,257,70,74,632,203,418,168,24177,828,16941,809,2296,563,532,234,3233,489,1175,338,3169,278,2309,258,53,60,126,77,613,168,68,55
3,Greater Duwamish,43591,1593,7187,777,2414,425,758,277,14,49,2361,428,1640,572,30838,1206,13809,869,2525,629,406,151,11754,1008,2344,493,5566,375,2065,296,176,114,168,112,3015,341,142,102
4,Southeast,42970,1435,7074,742,4368,600,628,259,137,86,1377,403,564,304,30160,1048,18543,976,2073,545,629,230,6428,651,2487,592,5736,457,3857,396,110,74,156,77,1461,269,152,98
5,Central,27970,929,2787,399,2198,345,163,96,103,109,105,70,218,212,21554,788,17958,801,916,297,848,219,1286,302,546,244,3629,311,2842,288,106,69,54,61,611,180,16,42
6,East,49787,1164,2469,350,2154,332,51,87,101,76,112,79,51,58,41947,1107,34688,1124,1929,439,2342,464,2366,437,622,269,5371,399,4304,349,28,48,484,191,430,165,125,83
7,Northeast,75669,1815,7909,456,6989,447,202,113,194,103,492,182,32,66,60315,1736,48231,1671,1891,375,2846,434,6861,863,486,199,7445,366,6243,367,92,92,573,184,511,162,26,68
8,North,37939,1028,4094,415,3102,350,330,148,209,134,317,128,136,113,28847,888,21569,817,1869,442,1063,269,3210,521,1136,374,4998,325,4002,333,62,100,254,118,625,171,55,64
9,Northwest,65998,1333,6536,546,5206,486,347,167,402,157,372,132,209,200,50951,1174,42251,1187,2210,478,2102,405,3422,472,966,327,8511,461,6944,486,179,111,565,173,809,185,14,55
10,Ballard,41770,983,4483,438,4132,414,139,143,52,55,120,88,40,76,32760,844,28833,831,1252,351,1404,424,1138,305,133,98,4527,286,3831,309,44,54,403,136,212,106,37,57
11,Lake Union,42697,1291,2230,270,1942,272,82,69,95,74,65,67,46,73,37414,1242,32128,1229,1148,263,1743,336,2135,378,260,144,3053,297,2656,281,21,48,126,68,232,107,18,49
12,Magnolia/Queen Anne,56755,1346,5220,474,4605,479,127,83,360,173,94,93,34,59,44859,1222,39098,1211,1414,367,2212,333,1701,373,434,269,6676,377,5847,366,68,76,356,136,405,210,0,51
13,Downtown,16872,820,489,251,102,71,0,29,21,41,179,153,187,215,13842,717,10475,624,441,180,910,238,1634,357,382,232,2541,315,1462,264,30,53,89,74,943,189,17,38
