area_id,area_name,b05005001,b05005001_moe,b05005002,b05005002_moe,b05005003,b05005003_moe,b05005004,b05005004_moe,b05005005,b05005005_moe,b05005006,b05005006_moe,b05005007,b05005007_moe,b05005008,b05005008_moe,b05005009,b05005009_moe,b05005010,b05005010_moe,b05005011,b05005011_moe,b05005012,b05005012_moe,b05005013,b05005013_moe,b05005014,b05005014_moe,b05005015,b05005015_moe,b05005016,b05005016_moe,b05005017,b05005017_moe,b05005018,b05005018_moe,b05005019,b05005019_moe,b05005020,b05005020_moe,b05005021,b05005021_moe
1,Southwest,4798,507,104,74,0,48,104,74,0,48,104,74,1160,257,120,93,1040,250,374,136,666,225,936,215,173,116,763,184,442,143,321,119,2598,386,587,173,2011,356,1572,310,439,174
2,Delridge Neighborhoods,8380,772,104,122,0,38,104,122,0,38,104,122,2605,567,39,48,2566,569,635,228,1931,518,2361,419,49,51,2312,421,1591,360,721,228,3310,448,449,175,2861,425,2293,370,568,198
3,Greater Duwamish,21307,1442,647,246,91,88,556,233,102,72,454,227,6306,940,165,132,6141,933,2023,467,4118,840,6352,801,144,85,6208,802,4680,718,1528,333,8002,677,542,198,7460,659,6532,633,928,245
4,Southeast,14067,1031,596,246,62,62,534,240,68,62,466,240,4496,744,218,135,4278,724,1369,388,2909,616,4083,571,236,135,3847,550,2422,424,1425,365,4892,578,594,197,4298,537,3446,491,852,236
5,Central,5073,619,225,303,2,33,223,303,0,34,223,303,1587,375,105,77,1482,365,373,188,1109,316,1370,304,190,144,1180,260,744,217,436,155,1891,281,271,98,1620,262,1265,232,355,151
6,East,8800,779,397,191,26,61,371,177,0,47,371,177,3430,549,109,73,3321,541,398,182,2923,532,1918,379,222,125,1696,361,939,232,757,282,3055,403,903,230,2152,333,1802,305,350,121
7,Northeast,12698,974,1292,431,49,64,1243,430,8,59,1235,429,4080,526,321,143,3759,512,582,174,3177,479,3015,413,457,157,2558,380,1802,322,756,201,4311,494,795,183,3516,464,3016,447,500,134
8,North,9015,839,525,213,18,46,507,212,34,67,473,200,3507,654,163,120,3344,646,515,169,2829,607,2006,357,83,88,1923,348,1291,306,632,220,2977,334,444,143,2533,319,2042,312,491,165
9,Northwest,11161,886,347,207,49,80,298,199,20,58,278,198,3356,566,210,107,3146,551,675,217,2471,497,2524,429,271,148,2253,402,1224,319,1029,257,4934,503,798,190,4136,462,3485,428,651,202
10,Ballard,4932,654,126,105,16,56,110,98,33,53,77,93,1369,382,123,76,1246,372,183,92,1063,362,1014,310,49,69,965,306,542,199,423,209,2423,356,532,154,1891,322,1467,277,424,157
11,Lake Union,6486,740,218,128,0,42,218,128,16,54,202,122,2725,578,97,73,2628,573,225,112,2403,556,1369,296,273,164,1096,253,681,205,415,152,2174,345,721,196,1453,265,1097,229,356,123
12,Magnolia/Queen Anne,8024,745,196,118,0,51,196,118,13,52,183,117,2456,474,190,136,2266,436,566,209,1700,385,1777,348,221,130,1556,316,927,240,629,183,3595,446,969,218,2626,390,1938,335,688,188
13,Downtown,5181,599,181,103,0,29,181,103,19,35,162,97,2138,473,12,30,2126,474,481,274,1645,390,1252,316,72,73,1180,309,646,191,534,239,1610,319,334,151,1276,279,1052,242,224,142
