area_id,area_name,b25068001,b25068001_moe,b25068002,b25068002_moe,b25068003,b25068003_moe,b25068004,b25068004_moe,b25068005,b25068005_moe,b25068006,b25068006_moe,b25068007,b25068007_moe,b25068008,b25068008_moe,b25068009,b25068009_moe,b25068010,b25068010_moe,b25068011,b25068011_moe,b25068012,b25068012_moe,b25068013,b25068013_moe,b25068014,b25068014_moe,b25068015,b25068015_moe,b25068016,b25068016_moe,b25068017,b25068017_moe,b25068018,b25068018_moe,b25068019,b25068019_moe,b25068020,b25068020_moe,b25068021,b25068021_moe,b25068022,b25068022_moe,b25068023,b25068023_moe,b25068024,b25068024_moe,b25068025,b25068025_moe,b25068026,b25068026_moe,b25068027,b25068027_moe,b25068028,b25068028_moe,b25068029,b25068029_moe,b25068030,b25068030_moe,b25068031,b25068031_moe,b25068032,b25068032_moe,b25068033,b25068033_moe,b25068034,b25068034_moe,b25068035,b25068035_moe,b25068036,b25068036_moe,b25068037,b25068037_moe
1,Southwest,8418,488,371,162,327,147,0,48,0,48,33,56,143,106,92,98,59,62,44,83,3254,357,3228,358,112,106,86,94,195,106,350,112,1360,236,1125,248,26,51,3414,391,3278,386,0,48,0,48,13,49,80,69,419,161,2766,359,136,102,1379,262,1324,257,0,48,0,48,0,48,58,64,7,48,1259,251,55,60
2,Delridge Neighborhoods,7126,444,280,145,280,145,0,38,48,58,48,70,92,96,29,46,63,81,0,38,2467,350,2420,348,158,123,118,73,194,106,532,175,1004,248,414,146,47,49,2696,361,2590,358,36,51,10,40,161,119,198,130,628,177,1557,282,106,67,1683,279,1617,277,0,38,50,66,148,112,85,105,125,80,1209,243,66,61
3,Greater Duwamish,7727,450,506,177,506,177,14,49,36,67,59,67,237,123,121,102,39,64,0,45,2080,295,2056,294,127,90,268,119,161,86,608,194,636,167,256,111,24,45,2780,384,2607,377,49,70,35,68,211,110,249,124,747,246,1316,278,173,110,2361,329,2223,322,14,48,42,53,200,125,186,107,243,124,1538,269,138,89
4,Southeast,6751,473,59,62,59,62,0,45,0,45,13,47,0,45,23,56,23,48,0,45,2252,324,2252,324,51,64,205,109,147,80,751,203,856,226,242,133,0,45,2409,397,2347,396,14,48,58,71,136,83,258,156,1031,271,850,230,62,60,2031,345,1959,343,0,45,33,64,126,118,158,108,216,122,1426,290,72,53
5,Central,7027,395,753,178,753,178,0,34,95,66,125,90,258,133,97,69,178,88,0,34,2663,326,2653,326,96,67,230,106,242,110,276,138,926,230,883,196,10,35,2150,316,2125,315,0,34,17,35,73,82,254,143,334,157,1447,256,25,47,1461,261,1345,255,0,34,52,62,27,42,18,42,117,72,1131,238,116,77
6,East,21693,578,4293,499,4269,498,78,70,273,134,211,121,1255,278,1508,295,944,254,24,59,11695,646,11532,645,192,103,301,129,369,151,956,229,3873,461,5841,523,163,112,4776,465,4674,465,56,99,73,73,119,73,152,102,504,143,3770,430,102,71,929,245,824,229,0,47,23,49,61,61,50,63,63,67,627,211,105,99
7,Northeast,13505,502,1749,304,1725,303,71,87,0,59,46,75,769,238,672,227,167,110,24,62,4700,405,4685,404,31,60,108,113,206,132,683,193,1507,234,2150,315,15,61,4068,422,3875,416,6,59,22,67,85,84,263,129,599,177,2900,373,193,111,2988,349,2839,341,0,59,0,59,13,60,72,64,319,154,2435,318,149,78
8,North,10387,449,1028,263,1028,263,12,44,20,52,86,64,425,176,317,156,168,128,0,43,4565,418,4542,418,90,79,234,125,134,83,693,178,2552,345,839,199,23,49,3310,398,3036,376,14,45,88,78,48,53,143,92,687,190,2056,330,274,153,1484,238,1394,236,12,46,18,48,43,49,129,96,116,67,1076,210,90,65
9,Northwest,15599,594,1345,289,1345,289,161,143,81,99,203,132,281,130,378,170,241,114,0,54,6243,489,6194,487,249,137,273,127,289,115,683,219,2700,350,2000,307,49,75,5627,511,5521,510,89,93,39,70,142,104,177,131,707,206,4367,452,106,73,2384,333,2294,329,0,54,16,57,3,52,45,67,205,122,2025,309,90,75
10,Ballard,9634,493,754,240,746,240,0,43,79,96,12,44,160,115,167,77,328,204,8,44,3665,403,3665,403,0,43,118,75,176,94,433,151,1658,268,1280,280,0,43,3576,415,3522,414,15,47,0,43,26,48,83,77,517,188,2881,389,54,69,1639,300,1567,295,0,43,17,49,17,47,46,68,68,68,1419,281,72,69
11,Lake Union,17336,590,3334,457,3287,449,73,88,160,116,182,126,802,226,1241,318,829,241,47,87,8012,579,7932,576,64,66,296,137,242,121,432,130,2653,347,4245,439,80,70,4304,478,4304,478,7,41,40,70,11,44,79,66,443,147,3724,450,0,42,1686,267,1664,266,0,42,9,43,14,44,33,50,88,61,1520,254,22,46
12,Magnolia/Queen Anne,15882,596,1636,312,1636,312,40,60,61,70,32,59,446,181,737,227,320,139,0,51,7942,590,7915,588,54,62,51,59,195,137,619,182,2654,354,4342,473,27,56,4572,495,4429,487,0,51,38,56,49,67,35,55,366,126,3941,471,143,97,1732,294,1593,284,7,51,0,51,0,51,21,54,76,71,1489,281,139,85
13,Downtown,9235,420,3223,378,3178,375,240,127,552,170,682,195,566,185,412,155,726,236,45,63,4426,419,4336,412,415,176,518,134,287,133,437,142,511,145,2168,317,90,77,1117,230,1057,221,13,31,52,42,36,38,33,41,124,67,799,205,60,71,469,142,458,141,23,36,22,35,77,67,33,50,173,60,130,94,11,32
