area_id,area_name,b24080001,b24080001_moe,b24080002,b24080002_moe,b24080003,b24080003_moe,b24080004,b24080004_moe,b24080005,b24080005_moe,b24080006,b24080006_moe,b24080007,b24080007_moe,b24080008,b24080008_moe,b24080009,b24080009_moe,b24080010,b24080010_moe,b24080011,b24080011_moe,b24080012,b24080012_moe,b24080013,b24080013_moe,b24080014,b24080014_moe,b24080015,b24080015_moe,b24080016,b24080016_moe,b24080017,b24080017_moe,b24080018,b24080018_moe,b24080019,b24080019_moe,b24080020,b24080020_moe,b24080021,b24080021_moe
1,Southwest,28313,837,13829,562,9876,541,8756,526,1120,235,1046,219,916,208,474,151,401,138,1116,219,0,48,14484,586,9165,527,8610,518,555,154,2088,307,1019,202,897,203,400,149,915,178,0,48
2,Delridge Neighborhoods,18869,694,9644,528,7402,534,7062,537,340,132,600,153,514,147,338,139,251,126,539,150,0,38,9225,511,6089,499,5888,493,201,84,1430,251,575,169,558,157,105,81,461,138,7,37
3,Greater Duwamish,23627,1103,13005,835,9621,759,9124,759,497,168,1030,237,891,222,415,156,505,171,543,151,0,45,10622,621,7184,587,7023,576,161,95,1141,239,616,163,811,206,320,122,550,188,0,45
4,Southeast,22555,932,11166,708,7241,605,6750,608,491,144,978,202,959,272,730,208,325,124,903,224,30,56,11389,568,6051,505,5772,493,279,121,2130,308,1213,262,972,240,140,74,874,212,9,45
5,Central,17432,741,8856,590,5737,527,5147,515,590,154,1221,290,549,168,612,167,85,62,652,171,0,34,8576,505,4311,411,4090,415,221,107,1904,286,604,163,758,168,146,79,821,192,32,54
6,East,32966,959,17929,833,13337,802,12579,800,758,208,1690,331,566,162,810,198,229,113,1277,255,20,55,15037,759,9526,677,9234,678,292,124,2695,381,683,187,1004,212,348,170,781,174,0,47
7,Northeast,43146,1267,21883,944,14066,847,12873,831,1193,219,2238,287,743,159,3133,447,345,122,1336,233,22,62,21263,891,11519,776,10577,757,942,204,3475,405,1400,251,3258,381,313,101,1290,258,8,59
8,North,22844,895,11941,670,8268,648,7859,652,409,120,1037,221,633,146,1068,223,266,112,669,172,0,43,10903,572,5885,488,5586,469,299,138,1982,278,852,174,1261,218,159,70,757,214,7,44
9,Northwest,41559,1067,21227,777,15099,768,13930,757,1169,236,1988,338,1028,195,1250,252,336,126,1526,277,0,54,20332,756,11513,663,10831,647,682,178,3367,369,1633,310,1990,293,394,174,1411,246,24,66
10,Ballard,27984,886,14241,610,10477,624,9677,639,800,217,1082,218,595,157,712,196,310,176,1038,211,27,59,13743,648,8399,626,7933,627,466,182,2104,338,802,175,1332,237,322,105,774,172,10,43
11,Lake Union,30548,1162,16175,784,11389,693,10761,693,628,167,1592,321,518,162,1334,291,239,106,1103,226,0,42,14373,844,8605,698,8243,692,362,137,2120,306,802,189,1543,266,426,147,861,170,16,46
12,Magnolia/Queen Anne,37219,1160,18827,1012,14185,932,13043,928,1142,219,1689,321,546,157,639,187,427,170,1335,229,6,51,18392,924,11912,835,11125,816,787,190,3016,371,971,204,1063,219,392,157,1038,221,0,51
13,Downtown,9852,601,5691,463,4443,426,4286,434,157,95,424,157,210,119,193,105,77,51,344,148,0,29,4161,419,3090,383,2777,349,313,144,335,121,210,144,189,92,87,63,250,110,0,29
