area_id,area_name,b12006001,b12006001_moe,b12006002,b12006002_moe,b12006003,b12006003_moe,b12006004,b12006004_moe,b12006005,b12006005_moe,b12006006,b12006006_moe,b12006007,b12006007_moe,b12006008,b12006008_moe,b12006009,b12006009_moe,b12006010,b12006010_moe,b12006011,b12006011_moe,b12006012,b12006012_moe,b12006013,b12006013_moe,b12006014,b12006014_moe,b12006015,b12006015_moe,b12006016,b12006016_moe,b12006017,b12006017_moe,b12006018,b12006018_moe,b12006019,b12006019_moe,b12006020,b12006020_moe,b12006021,b12006021_moe,b12006022,b12006022_moe,b12006023,b12006023_moe,b12006024,b12006024_moe,b12006025,b12006025_moe,b12006026,b12006026_moe,b12006027,b12006027_moe,b12006028,b12006028_moe,b12006029,b12006029_moe,b12006030,b12006030_moe,b12006031,b12006031_moe,b12006032,b12006032_moe,b12006033,b12006033_moe,b12006034,b12006034_moe,b12006035,b12006035_moe,b12006036,b12006036_moe,b12006037,b12006037_moe,b12006038,b12006038_moe,b12006039,b12006039_moe,b12006040,b12006040_moe,b12006041,b12006041_moe,b12006042,b12006042_moe,b12006043,b12006043_moe,b12006044,b12006044_moe,b12006045,b12006045_moe,b12006046,b12006046_moe,b12006047,b12006047_moe,b12006048,b12006048_moe,b12006049,b12006049_moe,b12006050,b12006050_moe,b12006051,b12006051_moe,b12006052,b12006052_moe,b12006053,b12006053_moe,b12006054,b12006054_moe,b12006055,b12006055_moe,b12006056,b12006056_moe
1,Southwest,41109,873,12779,814,6313,605,4962,538,4433,502,529,169,1351,269,6466,556,5068,509,4780,491,288,144,1398,285,20330,915,10130,465,8259,441,8001,436,258,116,1871,237,10200,474,7330,461,7124,457,206,94,2870,302,294,134,159,86,139,82,139,82,0,48,20,49,135,107,61,65,57,67,4,46,74,96,2241,300,470,131,95,68,95,68,0,48,375,117,1771,274,185,101,185,101,0,48,1586,257,5465,525,2053,312,1355,257,1248,250,107,77,698,182,3412,388,2475,330,2390,327,85,59,937,195
2,Delridge Neighborhoods,28265,861,10885,843,5902,594,4298,492,3820,456,478,160,1604,317,4983,530,3711,434,3271,408,440,171,1272,306,11518,810,5803,432,4820,419,4500,410,320,127,983,177,5715,412,4224,380,3914,362,310,137,1491,244,623,219,212,135,190,132,190,132,0,38,22,46,411,173,276,145,266,145,10,40,135,75,1328,231,242,105,34,46,34,46,0,38,208,102,1086,214,218,91,218,91,0,38,868,198,3911,464,1718,292,1332,260,1150,247,182,109,386,139,2193,330,1565,292,1556,291,9,39,628,152
3,Greater Duwamish,37253,1276,13515,1013,7890,717,6216,667,5563,628,653,203,1674,324,5625,612,4052,508,3612,478,440,167,1573,303,16779,915,8493,508,6678,482,6230,471,448,155,1815,257,8286,468,5520,444,5256,449,264,113,2766,332,813,211,366,151,246,127,226,123,20,54,120,84,447,155,271,127,254,125,17,48,176,96,2480,335,538,155,77,58,65,57,12,47,461,146,1942,299,391,145,358,141,33,56,1551,259,3666,444,1814,339,1114,248,990,230,124,96,700,199,1852,317,1213,270,1149,266,64,61,639,181
4,Southeast,36862,1169,12372,994,6229,749,4303,623,3446,562,857,266,1926,387,6143,610,4553,509,3970,451,583,207,1590,306,16536,934,8266,490,6357,461,5913,440,444,153,1909,294,8270,484,5603,468,5160,449,443,183,2667,319,767,222,295,146,212,132,203,130,9,46,83,70,472,173,255,127,233,122,22,55,217,123,2385,337,533,153,214,121,193,120,21,47,319,100,1852,309,322,125,292,125,30,52,1530,296,4802,541,2180,379,1551,345,1435,336,116,78,629,178,2622,363,1826,297,1745,293,81,68,796,216
5,Central,25606,817,11398,797,5819,630,4826,565,4419,543,407,181,993,256,5579,536,4433,470,4053,451,380,163,1146,258,9279,660,4673,345,3658,322,3609,320,49,49,1015,231,4606,338,3324,306,3167,304,157,80,1282,213,362,138,136,91,132,91,132,91,0,34,4,34,226,105,189,98,145,78,44,62,37,48,1322,252,211,101,18,40,18,40,0,34,193,97,1111,220,121,71,107,66,14,33,990,212,3245,390,1344,285,786,207,709,202,77,61,558,191,1901,323,1183,244,1104,231,79,83,718,187
6,East,47668,1101,27873,1111,15532,898,12191,822,11472,795,719,222,3341,418,12341,748,9984,670,9401,655,583,169,2357,335,12464,948,6347,498,5134,482,4973,477,161,92,1213,215,6117,482,4013,437,3770,412,243,194,2104,287,806,218,458,162,300,145,216,114,84,101,158,83,348,153,258,143,258,143,0,47,90,69,1497,261,302,108,22,48,22,48,0,47,280,104,1195,235,187,96,173,93,14,49,1008,213,5028,537,2335,356,1441,301,1288,287,153,95,894,197,2693,395,1458,306,1435,304,23,48,1235,274
7,Northeast,68827,1741,35374,1756,17694,1245,10893,940,9801,880,1092,273,6801,722,17680,1138,11737,948,10561,842,1176,293,5943,675,26027,897,12965,450,10893,447,10593,451,300,108,2072,228,13062,474,8609,456,8325,444,284,122,4453,355,546,175,270,137,240,132,204,126,36,70,30,68,276,114,222,99,192,95,30,62,54,77,1938,323,395,117,134,87,134,87,0,59,261,93,1543,307,208,88,197,87,11,60,1335,299,4942,451,1951,308,1336,244,1171,217,165,126,615,187,2991,341,2083,294,1988,288,95,83,908,184
8,North,34497,871,13543,841,7534,645,5681,570,5118,560,563,157,1853,332,6009,534,4651,496,4382,485,269,114,1358,258,14653,833,7454,447,5959,413,5658,397,301,127,1495,214,7199,417,4964,366,4693,353,271,111,2235,289,450,163,215,126,199,123,164,121,35,49,16,48,235,118,163,100,163,100,0,43,72,72,1911,303,394,146,51,51,31,44,20,50,343,142,1517,276,226,92,215,91,11,45,1291,251,3940,417,1637,263,1140,216,1027,210,113,92,497,155,2303,321,1509,256,1450,254,59,61,794,189
9,Northwest,60193,1190,22298,1093,11484,837,9445,762,8580,716,865,258,2039,356,10814,711,8609,643,8019,615,590,210,2205,354,26578,1181,13332,609,10963,548,10467,540,496,145,2369,289,13246,596,9663,554,9088,536,575,187,3583,355,584,163,258,108,193,98,181,97,12,55,65,61,326,128,268,123,268,123,0,54,58,59,3263,364,614,161,105,82,105,82,0,54,509,148,2649,329,189,84,175,81,14,56,2460,322,7470,626,3032,371,2219,319,1935,298,284,137,813,188,4438,480,3097,403,2812,358,285,174,1341,247
10,Ballard,38122,904,13747,955,7459,657,6257,584,5791,554,466,161,1202,268,6288,602,5311,561,5064,548,247,114,977,225,18121,891,9041,446,7460,429,7074,433,386,120,1581,229,9080,459,6652,454,6266,436,386,156,2428,286,429,168,245,132,228,126,224,126,4,42,17,49,184,109,175,109,175,109,0,43,9,44,1443,243,274,114,96,90,71,86,25,48,178,79,1169,223,284,120,238,96,46,82,885,185,4382,496,1609,282,1257,254,1162,243,95,67,352,118,2773,357,2115,324,2000,318,115,74,658,169
