area_id,area_name,b02005001,b02005001_moe,b02005002,b02005002_moe,b02005003,b02005003_moe,b02005004,b02005004_moe,b02005005,b02005005_moe,b02005006,b02005006_moe,b02005007,b02005007_moe,b02005008,b02005008_moe,b02005009,b02005009_moe,b02005010,b02005010_moe,b02005011,b02005011_moe,b02005012,b02005012_moe,b02005013,b02005013_moe,b02005014,b02005014_moe,b02005015,b02005015_moe,b02005016,b02005016_moe,b02005017,b02005017_moe,b02005018,b02005018_moe,b02005019,b02005019_moe,b02005020,b02005020_moe,b02005021,b02005021_moe,b02005022,b02005022_moe,b02005023,b02005023_moe,b02005024,b02005024_moe,b02005025,b02005025_moe,b02005026,b02005026_moe,b02005027,b02005027_moe,b02005028,b02005028_moe,b02005029,b02005029_moe,b02005030,b02005030_moe,b02005031,b02005031_moe,b02005032,b02005032_moe,b02005033,b02005033_moe,b02005034,b02005034_moe,b02005035,b02005035_moe,b02005036,b02005036_moe,b02005037,b02005037_moe,b02005038,b02005038_moe,b02005039,b02005039_moe,b02005040,b02005040_moe,b02005041,b02005041_moe,b02005042,b02005042_moe,b02005043,b02005043_moe,b02005044,b02005044_moe,b02005045,b02005045_moe,b02005046,b02005046_moe
1,Southwest,361,183,271,165,17,52,22,53,0,48,0,48,0,48,0,48,0,48,0,48,0,48,50,87,1,46,0,48,0,48,0,48,19,55,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,22,51,0,48,0,48,14,46,0,48,0,48,126,132,10,48,72,86,0,48,44,83,16,51,12,49,0,48,0,48,8,47
2,Delridge Neighborhoods,232,161,128,96,0,38,0,38,3,37,0,38,0,38,0,38,0,38,44,76,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,18,46,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,63,64,24,53,0,38,0,38,0,38,0,38,0,38,0,38,0,38,80,129
3,Greater Duwamish,464,245,382,233,0,45,96,118,18,49,0,45,0,45,0,45,9,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,37,76,0,45,0,45,66,111,0,45,0,45,18,50,0,45,0,45,0,45,0,45,0,45,138,145,40,77,7,45,0,45,7,45,0,45,0,45,0,45,0,45,35,52
4,Southeast,377,184,275,167,0,45,0,45,0,45,0,45,0,45,17,50,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,63,76,0,45,0,45,3,44,0,45,0,45,0,45,0,45,0,45,192,150,0,45,11,47,0,45,0,45,0,45,11,47,0,45,0,45,91,81
5,Central,170,111,77,94,0,34,0,34,0,34,0,34,0,34,0,34,0,34,13,39,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,64,93,0,34,60,59,0,34,37,52,0,34,23,43,0,34,0,34,33,41
6,East,772,262,414,199,15,49,81,68,0,47,0,47,17,52,35,56,0,47,71,97,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,26,52,0,47,0,47,0,47,13,50,0,47,0,47,9,48,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,147,145,0,47,180,104,43,70,32,61,31,50,66,82,8,47,0,47,178,143
7,Northeast,372,167,281,150,0,59,0,59,36,64,0,59,0,59,46,90,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,7,59,0,59,19,71,55,85,0,59,0,59,0,59,0,59,12,59,53,99,0,59,0,59,53,67,17,60,30,67,0,59,22,66,0,59,0,59,8,59,23,73,21,62
8,North,371,230,198,144,0,43,0,43,62,109,0,43,0,43,11,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,19,50,9,44,0,43,0,43,0,43,0,43,0,43,53,90,0,43,0,43,6,43,0,43,0,43,0,43,0,43,0,43,38,52,0,43,80,131,58,102,3,42,19,50,0,43,0,43,0,43,93,75
9,Northwest,595,237,386,215,0,54,33,64,0,54,0,54,0,54,23,58,47,85,3,53,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,16,57,0,54,0,54,0,54,0,54,0,54,0,54,65,89,0,54,0,54,0,54,0,54,0,54,28,67,0,54,0,54,171,179,24,62,105,95,0,54,44,63,11,55,50,87,0,54,12,56,68,67
10,Ballard,147,90,59,60,0,43,11,45,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,14,48,0,43,0,43,14,47,0,43,0,43,0,43,0,43,0,43,20,50,0,43,73,76,14,46,28,56,0,43,31,62,0,43,0,43,15,49
