area_id,area_name,b25054001,b25054001_moe,b25054002,b25054002_moe,b25054003,b25054003_moe,b25054004,b25054004_moe,b25054005,b25054005_moe,b25054006,b25054006_moe,b25054007,b25054007_moe
1,Southwest,8157,493,8092,496,103,93,7989,490,65,62,65,62,0,48
2,Delridge Neighborhoods,6907,439,6823,437,127,64,6696,441,84,88,59,80,25,53
3,Greater Duwamish,7392,448,7243,452,25,52,7218,452,149,90,32,52,117,87
4,Southeast,6617,472,6582,474,14,48,6568,475,35,53,11,47,24,52
5,Central,6876,397,6655,395,56,46,6599,396,221,101,133,74,88,76
6,East,21299,583,21020,587,586,146,20434,593,279,163,99,87,180,145
7,Northeast,13124,507,12637,512,185,88,12452,510,487,182,33,65,454,179
8,North,10000,446,9861,451,478,151,9383,461,139,83,89,73,50,59
9,Northwest,15354,594,14949,598,595,165,14354,591,405,147,203,98,202,122
10,Ballard,9500,489,9282,493,111,89,9171,493,218,153,0,43,218,153
11,Lake Union,17187,584,16917,592,332,132,16585,584,270,141,45,66,225,131
12,Magnolia/Queen Anne,15573,594,15354,598,328,107,15026,597,219,139,47,57,172,134
13,Downtown,9029,422,8644,422,78,56,8566,420,385,139,74,63,311,130
