area_id,area_name,b08203001,b08203001_moe,b08203002,b08203002_moe,b08203003,b08203003_moe,b08203004,b08203004_moe,b08203005,b08203005_moe,b08203006,b08203006_moe,b08203007,b08203007_moe,b08203008,b08203008_moe,b08203009,b08203009_moe,b08203010,b08203010_moe,b08203011,b08203011_moe,b08203012,b08203012_moe,b08203013,b08203013_moe,b08203014,b08203014_moe,b08203015,b08203015_moe,b08203016,b08203016_moe,b08203017,b08203017_moe,b08203018,b08203018_moe,b08203019,b08203019_moe,b08203020,b08203020_moe,b08203021,b08203021_moe,b08203022,b08203022_moe,b08203023,b08203023_moe,b08203024,b08203024_moe,b08203025,b08203025_moe,b08203026,b08203026_moe,b08203027,b08203027_moe,b08203028,b08203028_moe,b08203029,b08203029_moe,b08203030,b08203030_moe
1,Southwest,23226,383,1457,259,8812,500,9646,510,2688,305,623,182,5350,412,880,210,2905,343,1180,210,318,109,67,64,8944,502,426,132,4852,416,2794,339,768,179,104,82,8294,464,137,83,1043,227,5486,438,1310,213,318,146,638,140,14,50,12,50,186,87,292,99,134,79
2,Delridge Neighborhoods,14850,356,1790,276,5967,443,4953,379,1622,276,518,142,3240,343,1255,239,1279,237,534,152,145,97,27,45,6362,457,397,129,3610,394,1779,269,437,139,139,90,4500,397,74,62,1010,248,2498,299,787,202,131,85,748,164,64,61,68,81,142,84,253,106,221,85
3,Greater Duwamish,16086,331,2219,314,6161,469,4918,423,1853,266,935,189,3810,357,1467,239,1573,267,595,175,139,70,36,53,5678,449,683,222,3057,367,1452,251,420,127,66,57,4632,439,53,56,1311,270,2311,339,674,171,283,113,1966,290,16,44,220,98,560,188,620,171,550,162
4,Southeast,17612,387,1947,289,6597,495,6171,449,2148,337,749,182,4003,407,1179,227,1672,270,817,191,214,120,121,105,7412,518,657,217,3853,416,2063,306,695,205,144,86,5135,431,96,64,996,224,2888,354,948,226,207,96,1062,209,15,48,76,68,403,149,291,101,277,111
5,Central,13921,329,2200,297,6514,469,3804,372,1117,220,286,128,2807,306,1022,191,1295,257,306,105,122,68,62,57,6464,483,803,204,3872,406,1371,255,295,148,123,98,3874,369,333,133,1235,237,1842,279,434,136,30,43,776,179,42,59,112,76,285,106,266,111,71,58
6,East,29701,474,9875,629,14371,719,4477,426,613,156,365,113,6153,474,3187,364,2367,346,514,117,30,51,55,52,16387,720,5651,554,8861,660,1411,234,320,125,144,80,6563,536,965,250,2955,379,2347,333,190,81,106,73,598,191,72,64,188,105,205,142,73,61,60,73
7,Northeast,30311,401,4051,374,11397,548,10836,507,3022,326,1005,219,6157,403,1761,281,2820,300,1302,221,229,97,45,68,12570,589,1726,271,6251,462,3885,355,537,137,171,86,9570,501,508,157,2188,309,5216,382,1395,232,263,110,2014,284,56,67,138,98,433,138,861,200,526,181
8,North,19461,351,2706,363,8907,511,5834,400,1527,241,487,124,5035,427,1821,296,2426,337,633,154,126,90,29,46,8251,514,820,231,4943,457,1998,264,329,116,161,89,5286,381,61,56,1392,276,2919,322,767,170,147,69,889,179,4,43,146,108,284,104,305,98,150,68
9,Northwest,33168,437,3530,393,13929,662,11909,620,2973,358,827,177,7366,495,2356,341,3341,363,1239,252,365,148,65,61,13365,657,829,187,8172,582,3512,378,653,160,199,93,11294,589,334,148,2295,319,6874,507,1482,270,309,111,1143,199,11,56,121,83,284,99,473,139,254,100
10,Ballard,21236,330,1581,258,9275,533,7807,479,1944,291,629,181,3727,323,748,185,1887,253,846,163,189,85,57,54,9444,531,646,179,5503,459,2587,305,561,164,147,79,7131,477,176,90,1789,315,4117,412,863,188,186,97,934,228,11,44,96,77,257,120,331,137,239,122
11,Lake Union,24520,524,5103,442,12134,630,5726,413,1135,214,422,151,4102,430,1881,310,1699,289,352,133,114,86,56,57,13141,651,2776,364,8215,582,1889,289,174,93,87,84,6271,507,406,140,2050,357,3269,337,451,144,95,94,1006,210,40,50,170,84,216,111,396,151,184,85
12,Magnolia/Queen Anne,29974,461,3421,388,14722,639,9645,531,1517,228,669,191,5714,454,1344,237,3018,366,1171,219,132,71,49,60,14796,671,1783,309,9623,603,2815,353,458,134,117,79,8694,542,294,122,2041,327,5436,462,728,165,195,106,770,212,0,51,40,59,223,138,199,104,308,139
13,Downtown,11410,381,5277,418,4998,444,1062,216,63,69,10,31,3857,363,2644,327,979,224,202,106,32,60,0,29,5689,435,2340,329,3146,390,179,99,14,33,10,31,1769,292,276,124,839,222,637,173,17,39,0,29,95,63,17,39,34,40,44,50,0,29,0,29
