area_id,area_name,b25032001,b25032001_moe,b25032002,b25032002_moe,b25032003,b25032003_moe,b25032004,b25032004_moe,b25032005,b25032005_moe,b25032006,b25032006_moe,b25032007,b25032007_moe,b25032008,b25032008_moe,b25032009,b25032009_moe,b25032010,b25032010_moe,b25032011,b25032011_moe,b25032012,b25032012_moe,b25032013,b25032013_moe,b25032014,b25032014_moe,b25032015,b25032015_moe,b25032016,b25032016_moe,b25032017,b25032017_moe,b25032018,b25032018_moe,b25032019,b25032019_moe,b25032020,b25032020_moe,b25032021,b25032021_moe,b25032022,b25032022_moe,b25032023,b25032023_moe
1,Southwest,23226,383,14808,462,12811,429,542,169,79,65,62,62,231,110,291,102,525,126,246,85,21,49,0,48,8418,488,2388,334,193,94,524,177,847,203,887,201,1406,251,1333,254,829,209,11,48,0,48
2,Delridge Neighborhoods,14850,356,7724,382,6562,340,567,156,92,96,77,61,60,61,106,94,82,63,135,71,43,48,0,38,7126,444,2192,331,440,149,246,122,621,192,627,195,944,256,893,231,1116,213,47,77,0,38
3,Greater Duwamish,16086,331,8359,418,7183,404,719,154,86,78,35,53,18,45,68,57,38,56,151,68,61,65,0,45,7727,450,2785,348,594,189,718,208,766,211,555,207,887,206,621,215,801,168,0,45,0,45
4,Southeast,17612,387,10861,427,10313,432,334,119,29,47,43,55,15,48,9,45,47,71,41,52,30,51,0,45,6751,473,2102,341,101,64,506,193,523,194,652,197,695,247,759,232,1332,245,41,50,40,61
5,Central,13921,329,6894,359,5209,307,633,178,168,103,115,64,123,88,192,111,238,81,176,62,40,49,0,34,7027,395,1173,226,358,146,564,170,569,172,718,195,803,191,1314,235,1528,213,0,34,0,34
6,East,29701,474,8008,453,3270,256,496,134,33,59,103,72,233,149,1052,243,1272,222,1523,232,26,53,0,47,21693,578,1071,272,328,207,562,201,1189,247,1735,315,3597,400,6602,526,6603,493,6,46,0,47
7,Northeast,30311,401,16806,426,14764,395,507,141,104,84,48,65,139,91,274,96,394,112,405,111,61,63,110,92,13505,502,2975,346,423,153,650,214,1101,217,1434,259,2346,334,2522,329,1954,251,90,98,10,60
8,North,19461,351,9074,354,7627,329,317,109,17,44,67,60,101,77,212,126,289,114,397,114,47,56,0,43,10387,449,1823,284,273,111,316,154,623,205,1065,256,1527,314,1834,268,2883,328,43,81,0,43
9,Northwest,33168,437,17569,559,13941,494,1316,232,200,104,164,97,225,123,586,167,736,179,265,98,136,92,0,54,15599,594,3339,382,781,220,862,227,1032,234,1892,324,1829,296,2811,363,3027,340,12,53,14,56
10,Ballard,21236,330,11602,423,9743,380,672,149,173,98,93,65,266,107,199,104,98,59,346,113,12,45,0,43,9634,493,2047,302,639,184,678,204,1039,228,1528,286,1145,222,1279,250,1279,281,0,43,0,43
11,Lake Union,24520,524,7184,387,4558,295,629,156,225,116,72,59,274,106,220,95,546,140,636,159,10,43,14,45,17336,590,1792,301,416,135,900,232,1066,232,2165,329,1945,278,2837,365,6127,418,28,49,60,74
12,Magnolia/Queen Anne,29974,461,14092,515,9325,390,474,142,141,85,166,78,554,161,994,219,1843,265,555,147,12,52,28,58,15882,596,1652,274,343,132,1029,272,1529,289,1818,288,2742,376,4059,419,2689,320,21,52,0,51
13,Downtown,11410,381,2175,304,90,83,30,43,0,29,0,29,13,34,58,43,200,79,1784,288,0,29,0,29,9235,420,289,102,41,58,36,41,62,53,338,140,486,165,1964,289,5981,458,38,52,0,29
