area_id,area_name,b19057001,b19057001_moe,b19057002,b19057002_moe,b19057003,b19057003_moe
1,Southwest,23226,383,400,143,22826,401
2,Delridge Neighborhoods,14850,356,904,211,13946,387
3,Greater Duwamish,16086,331,1101,228,14985,389
4,Southeast,17612,387,781,201,16831,408
5,Central,13921,329,626,172,13295,337
6,East,29701,474,576,147,29125,487
7,Northeast,30311,401,353,121,29958,418
8,North,19461,351,633,170,18828,382
9,Northwest,33168,437,972,242,32196,487
10,Ballard,21236,330,431,168,20805,367
11,Lake Union,24520,524,605,202,23915,548
12,Magnolia/Queen Anne,29974,461,435,133,29539,476
13,Downtown,11410,381,845,229,10565,411
