area_id,area_name,b08113001,b08113001_moe,b08113002,b08113002_moe,b08113003,b08113003_moe,b08113004,b08113004_moe,b08113005,b08113005_moe,b08113006,b08113006_moe,b08113007,b08113007_moe,b08113008,b08113008_moe,b08113009,b08113009_moe,b08113010,b08113010_moe,b08113011,b08113011_moe,b08113012,b08113012_moe,b08113013,b08113013_moe,b08113014,b08113014_moe,b08113015,b08113015_moe,b08113016,b08113016_moe,b08113017,b08113017_moe,b08113018,b08113018_moe,b08113019,b08113019_moe,b08113020,b08113020_moe,b08113021,b08113021_moe,b08113022,b08113022_moe,b08113023,b08113023_moe,b08113024,b08113024_moe,b08113025,b08113025_moe,b08113026,b08113026_moe,b08113027,b08113027_moe,b08113028,b08113028_moe,b08113029,b08113029_moe,b08113030,b08113030_moe,b08113031,b08113031_moe,b08113032,b08113032_moe,b08113033,b08113033_moe,b08113034,b08113034_moe,b08113035,b08113035_moe,b08113036,b08113036_moe,b08113037,b08113037_moe,b08113038,b08113038_moe,b08113039,b08113039_moe,b08113040,b08113040_moe,b08113041,b08113041_moe,b08113042,b08113042_moe,b08113043,b08113043_moe,b08113044,b08113044_moe,b08113045,b08113045_moe,b08113046,b08113046_moe,b08113047,b08113047_moe,b08113048,b08113048_moe,b08113049,b08113049_moe,b08113050,b08113050_moe,b08113051,b08113051_moe,b08113052,b08113052_moe,b08113053,b08113053_moe,b08113054,b08113054_moe,b08113055,b08113055_moe,b08113056,b08113056_moe
1,Southwest,27930,842,25061,871,789,245,644,229,145,87,2080,373,1654,341,426,159,17803,854,16164,827,474,177,387,162,87,74,1165,248,956,226,209,124,2944,466,2528,391,119,97,88,94,31,54,297,195,277,193,20,55,3879,430,3398,409,127,103,127,103,0,48,354,120,232,101,122,79,481,155,425,144,27,60,0,48,27,60,29,53,14,51,15,51,699,182,669,186,20,55,20,55,0,48,10,51,10,51,0,48,2124,309,1877,293,22,49,22,49,0,48,225,121,165,111,60,66
2,Delridge Neighborhoods,18280,717,13030,712,1644,411,616,179,1028,362,3606,508,2201,416,1405,290,11240,623,8401,600,792,193,328,123,464,171,2047,387,1246,324,801,197,2438,409,1498,297,268,176,73,73,195,164,672,218,418,168,254,118,2985,456,1999,334,383,220,59,56,324,215,603,225,362,176,241,124,385,171,120,65,109,128,64,107,45,81,156,106,50,67,106,91,439,141,359,126,53,65,53,65,0,38,27,48,27,48,0,38,793,184,653,163,39,58,39,58,0,38,101,88,98,88,3,35
3,Greater Duwamish,23165,1099,10305,718,1907,546,753,251,1154,427,10953,926,4082,512,6871,744,12987,866,5334,501,1159,336,607,213,552,228,6494,717,2636,397,3858,584,3352,528,1356,312,186,141,0,45,186,141,1810,388,513,213,1297,339,4634,561,1961,328,447,244,96,88,351,225,2226,395,724,219,1502,306,721,191,524,163,73,71,20,47,53,69,124,76,54,56,70,68,900,236,764,222,30,55,30,55,0,45,106,74,102,75,4,44,571,159,366,120,12,53,0,45,12,53,193,104,53,63,140,94
4,Southeast,22046,939,13614,801,1479,435,694,267,785,303,6953,667,3069,393,3884,538,13286,786,8312,623,721,343,235,168,486,274,4253,486,1981,328,2272,393,2629,420,1464,326,193,134,111,101,82,84,972,270,416,203,556,194,3748,481,2188,355,328,149,143,92,185,124,1232,276,466,158,766,239,484,164,220,94,93,86,93,86,0,45,171,112,74,76,97,92,750,205,482,147,108,91,91,89,17,48,160,126,49,69,111,114,1149,258,948,233,36,58,21,55,15,48,165,100,83,65,82,86
5,Central,17277,741,14486,709,838,280,493,179,345,218,1953,339,1443,265,510,201,7810,586,6935,543,210,98,127,80,83,64,665,204,425,137,240,151,1362,337,964,290,124,117,124,117,0,34,274,120,228,115,46,45,3450,450,2628,373,314,186,106,86,208,173,508,160,364,134,144,90,2128,362,1744,316,107,79,71,67,36,46,277,141,213,111,64,92,1373,290,1275,282,18,36,18,36,0,34,80,63,80,63,0,34,1154,251,940,226,65,61,47,52,18,41,149,88,133,79,16,38
6,East,32499,978,27486,965,1409,328,1038,255,371,208,3604,509,2700,440,904,244,10940,754,9376,688,446,204,263,123,183,166,1118,267,755,205,363,164,1380,315,1140,274,118,96,104,91,14,55,122,83,65,65,57,66,7350,675,6172,615,276,143,211,124,65,81,902,278,676,245,226,119,9588,795,8052,737,463,188,354,150,109,107,1073,275,849,251,224,127,1441,303,1221,270,86,92,86,92,0,47,134,98,109,94,25,53,1800,344,1525,295,20,49,20,49,0,47,255,152,246,151,9,47
7,Northeast,42414,1259,35572,1227,1196,265,1043,247,153,98,5646,638,4312,509,1334,318,20791,923,18056,895,512,146,436,140,76,68,2223,361,1816,314,407,168,3299,440,2750,405,100,79,90,79,10,58,449,146,418,137,31,61,8136,690,6547,628,274,144,231,127,43,89,1315,298,920,224,395,161,4218,506,3242,441,161,103,161,103,0,59,815,215,595,182,220,112,2864,407,2520,389,58,74,46,73,12,60,286,115,197,106,89,73,3106,416,2457,317,91,84,79,79,12,60,558,227,366,183,192,125
8,North,22378,886,17243,764,1492,387,720,208,772,330,3643,514,2099,384,1544,392,12842,762,10243,634,967,363,390,150,577,329,1632,314,955,245,677,207,2604,382,1800,321,100,70,50,58,50,55,704,243,306,190,398,172,4282,490,3051,379,215,103,187,98,28,51,1016,317,594,183,422,255,666,175,510,151,94,87,52,57,42,79,62,60,54,59,8,43,997,239,853,214,75,92,0,43,75,92,69,65,69,65,0,43,987,209,786,188,41,57,41,57,0,43,160,82,121,77,39,52
9,Northwest,40650,1078,34429,1038,1683,382,1201,312,482,208,4538,553,3135,444,1403,299,23603,919,19943,881,978,248,772,228,206,103,2682,437,1747,318,935,255,4120,536,3618,493,236,151,127,106,109,114,266,113,176,95,90,71,6776,591,5462,518,368,160,229,137,139,98,946,213,636,177,310,119,1295,260,1183,249,11,55,11,55,0,54,101,98,84,94,17,60,1974,315,1735,297,24,58,0,54,24,58,215,106,197,96,18,59,2882,406,2488,367,66,81,62,82,4,53,328,154,295,147,33,58
10,Ballard,27338,892,24038,857,1071,318,781,251,290,179,2229,477,1794,460,435,148,15697,794,13785,708,707,236,516,189,191,140,1205,312,1008,301,197,106,2671,454,2397,429,67,59,51,53,16,48,207,113,159,98,48,65,4618,502,4086,471,164,149,149,148,15,47,368,143,297,131,71,67,937,233,845,226,34,53,34,53,0,43,58,57,58,57,0,43,1451,260,1282,238,84,116,16,48,68,114,85,68,70,67,15,46,1964,370,1643,338,15,47,15,47,0,43,306,191,202,172,104,76
