area_id,area_name,b18104001,b18104001_moe,b18104002,b18104002_moe,b18104003,b18104003_moe,b18104004,b18104004_moe,b18104005,b18104005_moe,b18104006,b18104006_moe,b18104007,b18104007_moe,b18104008,b18104008_moe,b18104009,b18104009_moe,b18104010,b18104010_moe,b18104011,b18104011_moe,b18104012,b18104012_moe,b18104013,b18104013_moe,b18104014,b18104014_moe,b18104015,b18104015_moe,b18104016,b18104016_moe,b18104017,b18104017_moe,b18104018,b18104018_moe,b18104019,b18104019_moe,b18104020,b18104020_moe,b18104021,b18104021_moe,b18104022,b18104022_moe,b18104023,b18104023_moe,b18104024,b18104024_moe,b18104025,b18104025_moe,b18104026,b18104026_moe,b18104027,b18104027_moe,b18104028,b18104028_moe,b18104029,b18104029_moe,b18104030,b18104030_moe,b18104031,b18104031_moe,b18104032,b18104032_moe,b18104033,b18104033_moe
1,Southwest,45578,988,21081,745,2720,367,48,61,2672,361,4307,468,142,88,4165,465,11405,485,295,124,11110,453,1562,229,63,55,1499,227,1087,189,116,92,971,166,24497,735,3357,369,41,58,3316,368,5215,486,60,65,5155,487,12156,461,141,102,12015,454,1909,246,100,70,1809,239,1860,228,276,120,1584,208
2,Delridge Neighborhoods,31812,962,15782,676,2505,321,81,58,2424,319,4843,515,110,89,4733,520,7119,458,356,136,6763,444,878,162,16,46,862,160,437,127,76,78,361,112,16030,693,2068,341,0,38,2068,341,4655,493,172,109,4483,478,7469,410,323,139,7146,401,1146,196,37,52,1109,196,692,148,90,64,602,132
3,Greater Duwamish,43351,1593,21812,1126,3265,460,69,65,3196,459,6167,608,140,82,6027,608,10124,729,627,168,9497,715,1254,242,96,71,1158,234,1002,177,254,116,748,144,21539,990,3922,607,96,79,3826,602,5795,492,55,58,5740,485,8592,499,415,165,8177,509,1355,228,63,57,1292,225,1875,256,344,133,1531,236
4,Southeast,42463,1392,20360,1025,3702,572,78,68,3624,572,4092,533,53,48,4039,535,10266,575,417,146,9849,563,1375,224,134,90,1241,206,925,166,135,74,790,151,22103,844,3370,405,45,57,3325,401,5044,526,93,107,4951,527,10680,538,552,171,10128,526,1728,250,174,103,1554,225,1281,217,279,138,1002,170
5,Central,27530,928,13123,719,1222,288,31,44,1191,285,4053,556,114,75,3939,546,6482,448,290,127,6192,439,911,170,39,57,872,163,455,129,92,79,363,103,14407,711,1557,274,0,34,1557,274,4822,449,26,40,4796,448,6085,443,344,150,5741,396,1026,211,27,41,999,214,917,167,255,114,662,148
6,East,47882,1154,24500,953,1277,237,40,57,1237,226,11019,849,113,76,10906,847,10028,653,643,213,9385,664,1247,227,73,65,1174,219,929,161,137,81,792,150,23382,859,1095,201,30,57,1065,185,11606,716,109,90,11497,713,7667,544,498,194,7169,525,1596,248,61,52,1535,243,1418,211,123,69,1295,203
7,Northeast,75533,1813,36608,1314,3799,341,139,89,3660,330,16770,1217,353,165,16417,1189,12859,473,340,133,12519,453,1905,207,81,69,1824,202,1275,192,191,85,1084,184,38925,1222,4061,343,55,80,4006,345,17432,1118,242,104,17190,1113,13202,468,287,132,12915,458,2113,231,40,63,2073,230,2117,322,272,238,1845,228
8,North,37788,1026,19001,796,2218,305,82,64,2136,304,6512,627,162,93,6350,618,8314,448,382,133,7932,444,976,200,68,68,908,190,981,186,170,90,811,174,18787,726,1872,280,0,43,1872,280,5506,476,179,115,5327,480,8438,408,443,154,7995,413,1179,194,82,64,1097,184,1792,245,325,111,1467,227
9,Northwest,65301,1345,31583,981,3487,426,47,56,3440,424,10518,738,204,101,10314,735,14425,620,530,181,13895,596,1598,233,80,65,1518,229,1555,236,201,93,1354,219,33718,907,3049,352,19,57,3030,351,11058,729,191,111,10867,725,14788,603,516,159,14272,592,1977,298,199,114,1778,286,2846,294,446,152,2400,271
10,Ballard,41626,972,20515,722,2370,333,12,45,2358,332,6407,601,64,64,6343,597,9820,440,234,116,9586,448,1117,204,14,46,1103,204,801,142,89,65,712,133,21111,700,2113,298,19,49,2094,296,6335,523,171,129,6164,527,10107,436,145,79,9962,429,1271,189,5,39,1266,189,1285,205,146,84,1139,194
11,Lake Union,42508,1289,22122,977,958,166,37,57,921,166,10968,914,271,177,10697,858,8703,544,494,166,8209,533,1046,186,72,85,974,167,447,148,15,45,432,148,20386,958,1272,228,25,52,1247,228,10241,827,138,95,10103,825,7371,459,516,187,6855,438,668,144,51,60,617,137,834,172,172,94,662,151
12,Magnolia/Queen Anne,56146,1337,27000,1070,2639,350,52,64,2587,344,9451,919,133,83,9318,919,12170,597,485,186,11685,564,1533,241,13,49,1520,240,1207,202,99,79,1108,194,29146,1049,2578,370,14,53,2564,371,10729,934,163,117,10566,928,12060,524,282,120,11778,517,1855,247,99,83,1756,247,1924,244,295,121,1629,219
13,Downtown,16567,817,9653,642,219,169,0,29,219,169,3086,463,114,90,2972,451,5031,429,989,222,4042,406,755,183,77,62,678,168,562,160,126,88,436,141,6914,507,270,138,0,29,270,138,2311,363,64,67,2247,359,3114,318,393,135,2721,301,729,186,82,79,647,172,490,121,91,62,399,114
