area_id,area_name,b05001001,b05001001_moe,b05001002,b05001002_moe,b05001003,b05001003_moe,b05001004,b05001004_moe,b05001005,b05001005_moe,b05001006,b05001006_moe
1,Southwest,49334,1084,44536,1074,52,86,828,208,2388,355,1530,323
2,Delridge Neighborhoods,34331,1051,25951,1007,245,149,292,116,4519,560,3324,578
3,Greater Duwamish,47182,1787,25875,1202,325,189,617,193,13337,1066,7028,1023
4,Southeast,45972,1502,31905,1295,203,153,907,257,7305,719,5652,836
5,Central,29698,992,24625,965,16,35,552,186,2382,375,2123,493
6,East,51309,1222,42509,1199,96,71,1164,248,3139,413,4401,624
7,Northeast,79252,1825,66554,1749,103,102,1519,253,5408,611,5668,685
8,North,40013,1085,30998,1011,128,95,580,180,3882,464,4425,705
9,Northwest,69963,1450,58802,1383,137,102,1191,247,5404,552,4429,662
10,Ballard,44470,1019,39538,962,109,79,611,168,2225,357,1987,500
11,Lake Union,44304,1326,37818,1256,134,92,957,253,2019,334,3376,608
12,Magnolia/Queen Anne,59677,1403,51653,1405,84,93,1296,267,3444,467,3200,496
13,Downtown,17411,916,12230,723,57,54,361,155,2198,392,2565,461
