area_id,area_name,b99187001,b99187001_moe,b99187002,b99187002_moe,b99187003,b99187003_moe,b99187004,b99187004_moe,b99187005,b99187005_moe,b99187006,b99187006_moe,b99187007,b99187007_moe
1,Southwest,40800,-1,1299,-1,80,-1,1219,-1,39501,-1,1058,-1,38443,-1
2,Delridge Neighborhoods,28429,-1,1190,-1,78,-1,1112,-1,27239,-1,981,-1,26258,-1
3,Greater Duwamish,37623,-1,1459,-1,167,-1,1292,-1,36164,-1,1883,-1,34281,-1
4,Southeast,36883,-1,1492,-1,170,-1,1322,-1,35391,-1,1179,-1,34212,-1
5,Central,25241,-1,490,-1,68,-1,422,-1,24751,-1,853,-1,23898,-1
6,East,46002,-1,492,-1,0,-1,492,-1,45510,-1,1421,-1,44089,-1
7,Northeast,69301,-1,1628,-1,65,-1,1563,-1,67673,-1,2910,-1,64763,-1
8,North,34681,-1,983,-1,54,-1,929,-1,33698,-1,1732,-1,31966,-1
9,Northwest,59853,-1,1088,-1,26,-1,1062,-1,58765,-1,2500,-1,56265,-1
10,Ballard,38224,-1,1081,-1,129,-1,952,-1,37143,-1,1324,-1,35819,-1
11,Lake Union,40568,-1,290,-1,14,-1,276,-1,40278,-1,1187,-1,39091,-1
12,Magnolia/Queen Anne,51764,-1,835,-1,0,-1,835,-1,50929,-1,1986,-1,48943,-1
13,Downtown,16154,-1,76,-1,5,-1,71,-1,16078,-1,609,-1,15469,-1
