area_id,area_name,b20017001,b20017001_moe,b20017002,b20017002_moe,b20017003,b20017003_moe,b20017004,b20017004_moe,b20017005,b20017005_moe,b20017006,b20017006_moe,b20017007,b20017007_moe
1,Southwest,463452,20766,557899,38238,655289,43892,205142,41253,403328,26844,537513,34869,180837,27216
2,Delridge Neighborhoods,289925,20168,334030,38468,464511,46000,110493,23957,250518,27449,381020,35605,134187,18688
3,Greater Duwamish,297997,17267,320474,21609,426030,27711,137157,28628,279426,25038,397254,35958,135917,16111
4,Southeast,297192,20361,317009,30675,401305,39423,144841,26176,285023,19924,387811,27421,127160,24232
5,Central,300115,21389,353774,40772,451103,35829,118665,30608,264153,19046,364111,27547,125020,23846
6,East,467106,28523,558996,44992,768502,48895,236967,32420,413031,30896,589128,34100,187889,31935
7,Northeast,622427,33417,774738,82982,1222803,65000,251516,34427,532937,34148,891467,64397,247160,35831
8,North,383198,20024,460864,35131,596207,50190,148909,29973,325250,28226,496267,51043,143278,19019
9,Northwest,686920,27595,796885,37208,1052226,54999,291830,39448,600828,36980,842799,53281,311110,26499
10,Ballard,364528,16748,417522,26762,539819,37896,199265,48757,302981,27540,448968,34595,155248,17761
11,Lake Union,409263,21937,465178,34313,669425,56181,175142,29807,354426,26661,522753,39533,176588,31875
12,Magnolia/Queen Anne,535765,30295,668780,41130,890997,54485,247708,50891,455421,26435,628947,45438,197782,32801
13,Downtown,197943,14126,210003,34913,370603,46676,71470,27476,175098,22145,246339,27215,60762,26798
