area_id,area_name,b05003001,b05003001_moe,b05003002,b05003002_moe,b05003003,b05003003_moe,b05003004,b05003004_moe,b05003005,b05003005_moe,b05003006,b05003006_moe,b05003007,b05003007_moe,b05003008,b05003008_moe,b05003009,b05003009_moe,b05003010,b05003010_moe,b05003011,b05003011_moe,b05003012,b05003012_moe,b05003013,b05003013_moe,b05003014,b05003014_moe,b05003015,b05003015_moe,b05003016,b05003016_moe,b05003017,b05003017_moe,b05003018,b05003018_moe,b05003019,b05003019_moe,b05003020,b05003020_moe,b05003021,b05003021_moe,b05003022,b05003022_moe,b05003023,b05003023_moe
1,Southwest,49334,1084,22819,752,4173,382,4101,384,72,70,29,53,43,63,18646,639,17162,626,1484,269,919,209,565,167,26515,849,4875,451,4753,448,122,73,69,59,53,62,21640,645,19400,641,2240,318,1371,243,869,228
2,Delridge Neighborhoods,34331,1051,17171,744,3822,457,3523,423,299,198,25,46,274,196,13349,607,10013,597,3336,439,1925,307,1411,364,17160,739,3163,422,2827,415,336,161,108,89,228,136,13997,597,10125,562,3872,417,2461,332,1411,290
3,Greater Duwamish,47182,1787,23786,1221,5117,610,4245,525,872,306,542,216,330,181,18669,955,9415,676,9254,776,5871,612,3383,572,23396,1093,5661,746,4930,583,731,374,182,95,549,369,17735,695,8227,540,9508,641,6742,564,2766,434
4,Southeast,45972,1502,22235,1091,5384,619,4965,586,419,184,133,84,286,167,16851,806,10726,647,6125,644,3469,442,2656,531,23737,904,4692,500,4275,493,417,156,162,90,255,136,19045,756,13049,694,5996,536,3541,393,2455,404
5,Central,29698,992,14141,741,2070,338,1936,301,134,152,27,37,107,151,12071,684,10052,603,2019,391,1033,237,986,313,15557,743,2445,319,2330,314,115,84,70,66,45,60,13112,613,10875,619,2237,308,1252,220,985,242
6,East,51309,1222,26848,974,2065,276,1934,267,131,96,34,55,97,90,24783,929,21097,912,3686,504,1434,281,2252,411,24461,912,1926,307,1900,306,26,47,26,47,0,47,22535,836,18838,817,3697,476,1645,300,2052,392
7,Northeast,79252,1825,38507,1333,5646,385,5421,381,225,108,64,75,161,91,32861,1259,28177,1172,4684,498,2219,337,2465,383,40745,1230,5846,387,5528,374,318,107,183,86,135,82,34899,1151,29050,1108,5849,582,2942,419,2907,434
8,North,40013,1085,19986,820,3122,338,2734,308,388,158,52,70,336,149,16864,706,12998,615,3866,508,1684,308,2182,438,20027,766,3046,348,2804,327,242,129,29,50,213,123,16981,599,13170,556,3811,449,2117,301,1694,338
9,Northwest,69963,1450,33797,1027,5474,511,5306,505,168,99,61,69,107,89,28323,879,24210,827,4113,491,2164,316,1949,394,36166,971,5027,477,4764,473,263,128,112,75,151,115,31139,820,25850,845,5289,491,3067,393,2222,354
10,Ballard,44470,1019,22061,760,3815,375,3668,341,147,144,33,53,114,139,18246,631,16590,630,1656,322,806,209,850,243,22409,726,3368,351,3274,348,94,65,62,58,32,49,19041,618,16726,597,2315,388,1324,277,991,300
11,Lake Union,44304,1326,23320,1006,2006,263,1967,261,39,50,25,45,14,45,21314,972,18560,919,2754,557,889,221,1865,517,20984,981,1831,265,1807,263,24,54,24,54,0,42,19153,916,16575,901,2578,397,1081,239,1497,304
12,Magnolia/Queen Anne,59677,1403,28991,1105,4198,421,4083,410,115,97,72,85,43,68,24793,1009,21839,1006,2954,466,1315,270,1639,361,30686,1090,3944,441,3738,434,206,102,128,88,78,67,26742,970,23373,972,3369,398,1929,329,1440,266
13,Downtown,17411,916,10320,696,585,251,480,218,105,98,30,53,75,89,9735,625,7212,520,2523,400,1022,223,1501,351,7091,539,443,213,304,141,139,120,78,110,61,56,6648,478,4652,441,1996,278,1068,198,928,212
