area_id,area_name,b23010001,b23010001_moe,b23010002,b23010002_moe,b23010003,b23010003_moe,b23010004,b23010004_moe,b23010005,b23010005_moe,b23010006,b23010006_moe,b23010007,b23010007_moe,b23010008,b23010008_moe,b23010009,b23010009_moe,b23010010,b23010010_moe,b23010011,b23010011_moe,b23010012,b23010012_moe,b23010013,b23010013_moe,b23010014,b23010014_moe,b23010015,b23010015_moe,b23010016,b23010016_moe,b23010017,b23010017_moe,b23010018,b23010018_moe,b23010019,b23010019_moe,b23010020,b23010020_moe,b23010021,b23010021_moe,b23010022,b23010022_moe,b23010023,b23010023_moe,b23010024,b23010024_moe,b23010025,b23010025_moe,b23010026,b23010026_moe,b23010027,b23010027_moe
1,Southwest,9578,449,4060,266,2627,268,1297,230,901,170,429,144,1081,199,661,161,342,111,78,65,352,122,343,122,0,48,9,48,5518,403,3115,340,2002,291,865,179,248,99,956,204,408,141,316,106,232,111,1447,205,292,106,119,70,1036,179
2,Delridge Neighborhoods,5206,383,2193,266,1335,212,596,158,427,122,312,109,712,187,415,167,198,97,99,69,146,83,126,80,20,41,0,38,3013,331,1470,239,732,168,461,161,277,96,757,193,452,150,264,115,41,51,786,182,217,105,235,114,334,114
3,Greater Duwamish,6625,423,3270,341,1982,289,924,202,598,193,460,148,918,217,516,166,283,127,119,95,370,159,312,147,10,45,48,67,3355,319,1590,239,944,191,337,121,309,120,795,190,360,129,268,132,167,82,970,178,134,74,141,70,695,161
4,Southeast,7030,465,3003,348,1825,282,904,204,476,164,445,149,852,194,444,139,273,114,135,90,326,161,173,109,90,106,63,84,4027,380,1758,271,1026,230,461,138,271,102,1068,233,475,162,287,100,306,143,1201,197,220,99,205,104,776,157
5,Central,4312,336,1800,239,1246,194,574,142,360,129,312,114,374,144,171,81,119,113,84,59,180,93,148,78,32,56,0,34,2512,273,1507,229,867,183,317,120,323,151,499,130,213,87,178,74,108,66,506,119,155,80,50,53,301,93
6,East,5734,462,1605,248,948,188,368,143,223,89,357,120,472,182,272,91,184,157,16,49,185,90,66,59,102,80,17,46,4129,401,2207,323,1197,248,636,218,374,127,1050,236,444,158,386,155,220,98,872,178,135,74,107,99,630,133
7,Northeast,12311,449,5514,278,3369,277,1559,210,1150,190,660,154,1427,203,930,171,368,105,129,78,718,157,579,146,86,73,53,64,6797,389,3363,329,1911,255,973,191,479,133,1825,261,742,160,654,169,429,136,1609,207,335,111,208,92,1066,164
8,North,6808,404,2701,263,1688,222,666,147,641,163,381,138,703,157,400,123,187,80,116,71,310,113,238,103,49,53,23,46,4107,349,2058,271,1073,191,682,183,303,114,871,180,430,123,354,118,87,59,1178,206,278,137,112,65,788,153
9,Northwest,12690,573,5252,344,2885,298,1289,224,878,185,718,166,1979,288,1239,245,544,153,196,109,388,128,348,124,30,62,10,55,7438,504,4107,422,2198,310,1309,257,600,160,1662,264,686,171,640,175,336,132,1669,229,399,120,184,76,1086,186
10,Ballard,8683,437,3435,289,2266,254,865,186,935,195,466,134,882,192,497,132,319,146,66,57,287,102,182,84,69,58,36,56,5248,404,2822,346,1736,305,750,177,336,111,1317,224,733,172,429,128,155,78,1109,171,249,97,157,81,703,137
11,Lake Union,5388,400,1836,201,1219,188,467,121,464,123,288,120,538,153,317,120,221,98,0,42,79,53,70,52,9,42,0,42,3552,358,1894,298,1225,251,404,126,265,139,1010,185,321,103,463,126,226,112,648,136,191,84,109,63,348,103
12,Magnolia/Queen Anne,10858,510,4298,333,2976,299,1247,234,928,213,801,182,933,216,536,164,359,138,38,57,389,142,351,136,11,51,27,56,6560,460,3213,362,1788,273,920,195,505,170,1710,271,806,198,556,152,348,132,1637,240,495,155,192,86,950,185
13,Downtown,1976,283,362,105,65,52,16,32,28,46,21,34,247,79,207,74,19,33,21,32,50,55,6,29,44,55,0,29,1614,261,853,214,485,160,301,135,67,50,248,103,68,51,103,83,77,42,513,154,31,36,64,50,418,145
