area_id,area_name,b17005001,b17005001_moe,b17005002,b17005002_moe,b17005003,b17005003_moe,b17005004,b17005004_moe,b17005005,b17005005_moe,b17005006,b17005006_moe,b17005007,b17005007_moe,b17005008,b17005008_moe,b17005009,b17005009_moe,b17005010,b17005010_moe,b17005011,b17005011_moe,b17005012,b17005012_moe,b17005013,b17005013_moe,b17005014,b17005014_moe,b17005015,b17005015_moe,b17005016,b17005016_moe,b17005017,b17005017_moe,b17005018,b17005018_moe,b17005019,b17005019_moe,b17005020,b17005020_moe,b17005021,b17005021_moe,b17005022,b17005022_moe,b17005023,b17005023_moe
1,Southwest,40324,849,2691,433,1239,288,703,211,410,164,293,137,536,192,1452,294,636,197,522,185,114,93,816,223,37633,876,17601,604,14020,540,13419,550,601,165,3581,353,20032,624,14431,562,13962,570,469,160,5601,425
2,Delridge Neighborhoods,28158,856,4020,564,1711,338,845,244,515,178,330,143,866,240,2309,386,1095,289,792,240,303,147,1214,277,24138,869,12094,584,9779,505,9129,504,650,177,2315,308,12044,570,8899,493,8433,486,466,190,3145,364
3,Greater Duwamish,37013,1274,5636,729,2761,458,1134,307,766,241,368,169,1627,336,2875,462,976,233,669,197,307,143,1899,362,31377,1247,16218,873,13123,810,12234,777,889,230,3095,360,15159,718,10464,646,9953,623,511,168,4695,399
4,Southeast,36357,1118,5260,742,2438,451,1156,344,791,278,365,171,1282,297,2822,461,1208,307,857,261,351,156,1614,335,31097,1203,14872,826,11457,734,10375,697,1082,275,3415,388,16225,736,11340,614,10532,565,808,257,4885,443
5,Central,25159,821,3376,530,1336,336,593,202,511,187,82,80,743,269,2040,350,911,252,667,195,244,162,1129,237,21783,802,10664,641,8789,580,8345,569,444,180,1875,293,11119,576,8339,520,7909,482,430,183,2780,381
6,East,44311,1008,6879,661,3181,421,1538,306,1118,247,420,196,1643,319,3698,463,1546,301,1327,284,219,108,2152,357,37432,972,19691,827,17342,810,16675,796,667,178,2349,305,17741,734,13879,721,13369,710,510,229,3862,370
7,Northeast,59936,1582,11436,1137,5413,748,2570,489,1961,431,609,208,2843,516,6023,796,3301,572,2771,456,530,233,2722,519,48500,1038,23739,817,19589,762,18875,768,714,185,4150,378,24761,703,17541,690,16924,663,617,173,7220,425
8,North,34341,868,4500,548,2078,360,885,235,470,160,415,165,1193,249,2422,401,988,230,822,208,166,100,1434,310,29841,931,15074,686,12088,676,11471,652,617,178,2986,348,14767,602,10519,583,10075,580,444,133,4248,391
9,Northwest,59496,1202,6524,818,2773,498,1479,375,1009,245,470,283,1294,314,3751,508,1514,307,1135,236,379,197,2237,379,52972,1142,25720,812,21405,768,20218,769,1187,227,4315,408,27252,794,20282,747,19197,740,1085,249,6970,498
10,Ballard,37964,894,2689,453,1206,251,644,184,379,137,265,132,562,170,1483,311,645,183,571,175,74,69,838,233,35275,898,17316,636,14573,607,13862,600,711,174,2743,322,17959,646,13887,668,13172,648,715,206,4072,345
11,Lake Union,40366,1261,7155,847,3762,639,1648,317,1276,285,372,182,2114,549,3393,524,2211,445,1905,395,306,179,1182,260,33211,1043,17412,786,15537,755,14867,739,670,197,1875,286,15799,741,12879,701,12438,702,441,146,2920,345
12,Magnolia/Queen Anne,49603,1141,4101,711,1948,556,1329,505,1121,492,208,110,619,199,2153,493,1305,444,1101,424,204,123,848,209,45502,960,22040,738,18456,735,17477,747,979,246,3584,386,23462,770,17330,721,16667,732,663,163,6132,473
13,Downtown,16031,738,4176,565,2474,423,539,162,259,107,280,125,1935,391,1702,283,565,171,430,151,135,82,1137,234,11855,621,6949,519,5582,467,5421,455,161,97,1367,317,4906,424,3905,423,3714,414,191,107,1001,187
