area_id,area_name,b18103001,b18103001_moe,b18103002,b18103002_moe,b18103003,b18103003_moe,b18103004,b18103004_moe,b18103005,b18103005_moe,b18103006,b18103006_moe,b18103007,b18103007_moe,b18103008,b18103008_moe,b18103009,b18103009_moe,b18103010,b18103010_moe,b18103011,b18103011_moe,b18103012,b18103012_moe,b18103013,b18103013_moe,b18103014,b18103014_moe,b18103015,b18103015_moe,b18103016,b18103016_moe,b18103017,b18103017_moe,b18103018,b18103018_moe,b18103019,b18103019_moe,b18103020,b18103020_moe,b18103021,b18103021_moe,b18103022,b18103022_moe,b18103023,b18103023_moe,b18103024,b18103024_moe,b18103025,b18103025_moe,b18103026,b18103026_moe,b18103027,b18103027_moe,b18103028,b18103028_moe,b18103029,b18103029_moe,b18103030,b18103030_moe,b18103031,b18103031_moe,b18103032,b18103032_moe,b18103033,b18103033_moe,b18103034,b18103034_moe,b18103035,b18103035_moe,b18103036,b18103036_moe,b18103037,b18103037_moe,b18103038,b18103038_moe,b18103039,b18103039_moe
1,Southwest,48549,1060,22534,749,1453,259,0,48,1453,259,2720,367,0,48,2720,367,4307,468,49,65,4258,464,11405,485,114,123,11291,452,1562,229,35,51,1527,229,1087,189,31,50,1056,185,26015,813,1518,304,0,48,1518,304,3357,369,5,46,3352,370,5215,486,0,48,5215,486,12156,461,59,57,12097,466,1909,246,16,51,1893,245,1860,228,124,72,1736,230
2,Delridge Neighborhoods,34224,1046,17099,744,1317,313,0,38,1317,313,2505,321,0,38,2505,321,4843,515,72,73,4771,520,7119,458,138,114,6981,449,878,162,15,43,863,160,437,127,65,78,372,111,17125,738,1095,234,0,38,1095,234,2068,341,0,38,2068,341,4655,493,73,63,4582,489,7469,410,86,68,7383,410,1146,196,97,68,1049,191,692,148,88,56,604,144
3,Greater Duwamish,46942,1787,23664,1220,1852,357,0,45,1852,357,3265,460,11,47,3254,460,6167,608,60,63,6107,611,10124,729,85,68,10039,728,1254,242,75,72,1179,233,1002,177,131,86,871,169,23278,1093,1739,347,0,45,1739,347,3922,607,15,50,3907,606,5795,492,29,53,5766,495,8592,499,101,73,8491,501,1355,228,26,53,1329,226,1875,256,157,78,1718,253
4,Southeast,45465,1460,22041,1076,1681,320,14,47,1667,321,3702,572,36,55,3666,571,4092,533,71,79,4021,529,10266,575,242,140,10024,574,1375,224,102,89,1273,205,925,166,63,64,862,164,23424,885,1321,270,0,45,1321,270,3370,405,16,49,3354,402,5044,526,29,52,5015,527,10680,538,205,102,10475,532,1728,250,179,117,1549,232,1281,217,174,83,1107,208
5,Central,29258,999,13968,737,845,217,0,34,845,217,1222,288,0,34,1222,288,4053,556,5,34,4048,556,6482,448,78,57,6404,448,911,170,28,41,883,170,455,129,64,64,391,110,15290,746,883,199,0,34,883,199,1557,274,0,34,1557,274,4822,449,9,34,4813,449,6085,443,87,63,5998,440,1026,211,11,37,1015,210,917,167,119,71,798,156
6,East,49404,1211,25214,953,714,181,0,47,714,181,1277,237,0,47,1277,237,11019,849,0,47,11019,849,10028,653,209,111,9819,650,1247,227,55,74,1192,222,929,161,90,82,839,150,24190,909,808,253,0,47,808,253,1095,201,0,47,1095,201,11606,716,87,85,11519,716,7667,544,166,97,7501,534,1596,248,54,60,1542,245,1418,211,145,81,1273,201
7,Northeast,79116,1823,38417,1330,1809,259,0,59,1809,259,3799,341,10,60,3789,339,16770,1217,164,116,16606,1218,12859,473,109,96,12750,478,1905,207,37,64,1868,205,1275,192,41,66,1234,187,40699,1229,1774,253,0,59,1774,253,4061,343,31,75,4030,347,17432,1118,116,87,17316,1115,13202,468,89,97,13113,464,2113,231,68,69,2045,229,2117,322,232,102,1885,312
8,North,39862,1083,19904,821,903,196,0,43,903,196,2218,305,3,42,2215,305,6512,627,44,62,6468,624,8314,448,83,59,8231,448,976,200,19,45,957,199,981,186,111,90,870,170,19958,765,1171,241,0,43,1171,241,1872,280,0,43,1872,280,5506,476,23,47,5483,478,8438,408,338,159,8100,403,1179,194,26,49,1153,189,1792,245,194,119,1598,224
9,Northwest,69266,1459,33570,1026,1987,324,0,54,1987,324,3487,426,8,54,3479,426,10518,738,16,64,10502,738,14425,620,109,113,14316,617,1598,233,98,79,1500,225,1555,236,200,108,1355,227,35696,976,1978,365,0,54,1978,365,3049,352,0,54,3049,352,11058,729,0,54,11058,729,14788,603,138,92,14650,597,1977,298,96,108,1881,281,2846,294,291,123,2555,287
10,Ballard,44326,1011,21960,755,1445,229,0,43,1445,229,2370,333,0,43,2370,333,6407,601,3,42,6404,600,9820,440,123,68,9697,436,1117,204,27,59,1090,200,801,142,73,60,728,136,22366,725,1255,228,0,43,1255,228,2113,298,14,47,2099,297,6335,523,13,45,6322,523,10107,436,167,99,9940,434,1271,189,22,45,1249,187,1285,205,161,114,1124,182
11,Lake Union,44115,1324,23170,1005,1048,220,0,42,1048,220,958,166,0,42,958,166,10968,914,158,158,10810,869,8703,544,157,95,8546,540,1046,186,49,56,997,188,447,148,84,120,363,100,20945,981,559,157,0,42,559,157,1272,228,0,42,1272,228,10241,827,67,85,10174,829,7371,459,124,89,7247,458,668,144,12,44,656,142,834,172,160,90,674,153
12,Magnolia/Queen Anne,59068,1388,28556,1098,1556,296,0,51,1556,296,2639,350,0,51,2639,350,9451,919,130,132,9321,909,12170,597,90,61,12080,601,1533,241,9,51,1524,240,1207,202,72,79,1135,199,30512,1094,1366,260,0,51,1366,260,2578,370,0,51,2578,370,10729,934,68,86,10661,926,12060,524,207,104,11853,530,1855,247,51,59,1804,245,1924,244,134,84,1790,243
13,Downtown,17106,915,10019,686,366,134,0,29,366,134,219,169,0,29,219,169,3086,463,19,38,3067,463,5031,429,269,131,4762,434,755,183,41,44,714,181,562,160,46,50,516,155,7087,540,173,121,0,29,173,121,270,138,0,29,270,138,2311,363,0,29,2311,363,3114,318,123,74,2991,308,729,186,22,40,707,184,490,121,15,30,475,120
