area_id,area_name,b19202i001,b19202i001_moe
1,Southwest,132448,223522
2,Delridge Neighborhoods,334397,85382
3,Greater Duwamish,145781,89366
4,Southeast,323236,320438
5,Central,408012,167628
6,East,520569,209025
7,Northeast,375046,277319
8,North,125893,75099
9,Northwest,516309,225700
10,Ballard,229927,201313
11,Lake Union,427738,137719
12,Magnolia/Queen Anne,229090,113780
13,Downtown,94361,43609
