area_id,area_name,b99191001,b99191001_moe,b99191002,b99191002_moe,b99191003,b99191003_moe,b99191004,b99191004_moe,b99191005,b99191005_moe,b99191006,b99191006_moe,b99191007,b99191007_moe,b99191008,b99191008_moe
1,Southwest,41585,-1,36306,-1,661,-1,231,-1,218,-1,122,-1,301,-1,3746,-1
2,Delridge Neighborhoods,28536,-1,23161,-1,520,-1,136,-1,61,-1,83,-1,306,-1,4269,-1
3,Greater Duwamish,37863,-1,29199,-1,1331,-1,190,-1,116,-1,205,-1,286,-1,6536,-1
4,Southeast,37389,-1,30304,-1,909,-1,99,-1,92,-1,100,-1,182,-1,5703,-1
5,Central,25677,-1,20803,-1,614,-1,218,-1,62,-1,82,-1,124,-1,3774,-1
6,East,47883,-1,41062,-1,1114,-1,430,-1,90,-1,110,-1,404,-1,4673,-1
7,Northeast,69433,-1,57990,-1,1369,-1,494,-1,211,-1,122,-1,540,-1,8707,-1
8,North,34832,-1,28436,-1,625,-1,310,-1,100,-1,107,-1,187,-1,5067,-1
9,Northwest,60550,-1,50812,-1,1074,-1,291,-1,81,-1,171,-1,625,-1,7496,-1
10,Ballard,38368,-1,32915,-1,621,-1,197,-1,107,-1,288,-1,228,-1,4012,-1
11,Lake Union,40757,-1,35152,-1,569,-1,275,-1,48,-1,173,-1,172,-1,4368,-1
12,Magnolia/Queen Anne,52372,-1,43826,-1,881,-1,604,-1,200,-1,143,-1,387,-1,6331,-1
13,Downtown,16459,-1,13674,-1,402,-1,147,-1,21,-1,126,-1,252,-1,1837,-1
