area_id,area_name,b25070001,b25070001_moe,b25070002,b25070002_moe,b25070003,b25070003_moe,b25070004,b25070004_moe,b25070005,b25070005_moe,b25070006,b25070006_moe,b25070007,b25070007_moe,b25070008,b25070008_moe,b25070009,b25070009_moe,b25070010,b25070010_moe,b25070011,b25070011_moe
1,Southwest,8418,488,269,146,642,178,1429,292,1234,229,1065,231,860,221,536,162,442,154,1526,278,415,173
2,Delridge Neighborhoods,7126,444,243,146,493,178,874,224,928,219,505,171,548,172,464,163,679,195,2094,354,298,104
3,Greater Duwamish,7727,450,280,137,390,144,693,188,947,224,908,220,728,193,514,177,963,245,1892,305,412,147
4,Southeast,6751,473,157,106,347,143,872,256,743,231,494,183,462,166,588,226,710,207,2062,357,316,142
5,Central,7027,395,281,120,428,135,748,201,962,233,1075,245,740,216,392,149,691,195,1500,247,210,118
6,East,21693,578,532,175,2088,369,2774,418,3134,420,2666,372,1797,332,1469,285,1829,361,4678,500,726,201
7,Northeast,13505,502,347,135,736,187,1556,287,1436,262,1306,249,791,188,1229,290,934,206,4165,433,1005,213
8,North,10387,449,300,119,754,201,1125,253,1120,253,1247,252,974,224,698,213,1154,244,2192,341,823,236
9,Northwest,15599,594,505,191,1440,290,2153,358,2166,337,1847,315,1325,260,1045,235,1383,290,3296,414,439,161
10,Ballard,9634,493,244,111,956,261,1684,349,1741,281,1273,258,826,223,454,157,943,253,1292,238,221,115
11,Lake Union,17336,590,648,202,1561,320,2327,354,2377,369,2291,378,1664,322,1203,273,1121,241,3609,409,535,219
12,Magnolia/Queen Anne,15882,596,372,134,1959,341,2133,322,2904,412,2045,341,1458,256,1031,253,1070,240,2457,376,453,144
13,Downtown,9235,420,558,157,884,203,974,234,1212,275,1547,294,870,197,565,174,636,195,1602,294,387,145
