area_id,area_name,b02007001,b02007001_moe,b02007002,b02007002_moe,b02007003,b02007003_moe,b02007004,b02007004_moe,b02007005,b02007005_moe,b02007006,b02007006_moe,b02007007,b02007007_moe,b02007008,b02007008_moe,b02007009,b02007009_moe,b02007010,b02007010_moe,b02007011,b02007011_moe,b02007012,b02007012_moe,b02007013,b02007013_moe,b02007014,b02007014_moe,b02007015,b02007015_moe
1,Southwest,131,126,109,116,57,92,52,86,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,22,70,0,48
2,Delridge Neighborhoods,275,182,218,172,11,39,163,164,11,40,33,62,57,67,30,51,27,58,0,38,0,38,0,38,0,38,0,38,0,38
3,Greater Duwamish,497,307,307,224,143,158,154,164,0,45,10,47,190,212,25,56,165,194,0,45,0,45,0,45,0,45,0,45,0,45
4,Southeast,353,356,325,333,0,45,325,333,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,28,60,0,45,0,45
5,Central,9,36,0,34,0,34,0,34,0,34,0,34,9,36,9,36,0,34,0,34,0,34,0,34,0,34,0,34,0,34
6,East,64,67,52,64,31,57,21,53,0,47,0,47,12,50,12,50,0,47,0,47,0,47,0,47,0,47,0,47,0,47
7,Northeast,105,80,69,74,52,72,4,57,0,59,13,60,14,58,14,58,0,59,0,59,0,59,0,59,0,59,22,67,0,59
8,North,247,191,247,191,46,69,201,182,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43
9,Northwest,314,178,95,107,13,56,82,105,0,54,0,54,136,132,28,61,108,129,83,105,83,105,0,54,0,54,0,54,0,54
10,Ballard,121,137,67,132,0,43,67,132,0,43,0,43,35,53,35,53,0,43,9,44,9,44,0,43,0,43,10,44,0,43
11,Lake Union,70,92,0,42,0,42,0,42,0,42,0,42,70,92,70,92,0,42,0,42,0,42,0,42,0,42,0,42,0,42
12,Magnolia/Queen Anne,32,60,32,60,6,49,26,62,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51
13,Downtown,18,37,13,37,0,29,13,37,0,29,0,29,1,27,1,27,0,29,4,28,4,28,0,29,0,29,0,29,0,29
