area_id,area_name,b25128001,b25128001_moe,b25128002,b25128002_moe,b25128003,b25128003_moe,b25128004,b25128004_moe,b25128005,b25128005_moe,b25128006,b25128006_moe,b25128007,b25128007_moe,b25128008,b25128008_moe,b25128009,b25128009_moe,b25128010,b25128010_moe,b25128011,b25128011_moe,b25128012,b25128012_moe,b25128013,b25128013_moe,b25128014,b25128014_moe,b25128015,b25128015_moe,b25128016,b25128016_moe,b25128017,b25128017_moe,b25128018,b25128018_moe,b25128019,b25128019_moe,b25128020,b25128020_moe,b25128021,b25128021_moe,b25128022,b25128022_moe,b25128023,b25128023_moe,b25128024,b25128024_moe,b25128025,b25128025_moe,b25128026,b25128026_moe,b25128027,b25128027_moe,b25128028,b25128028_moe,b25128029,b25128029_moe,b25128030,b25128030_moe,b25128031,b25128031_moe,b25128032,b25128032_moe,b25128033,b25128033_moe,b25128034,b25128034_moe,b25128035,b25128035_moe,b25128036,b25128036_moe,b25128037,b25128037_moe,b25128038,b25128038_moe,b25128039,b25128039_moe,b25128040,b25128040_moe,b25128041,b25128041_moe,b25128042,b25128042_moe,b25128043,b25128043_moe,b25128044,b25128044_moe,b25128045,b25128045_moe
1,Southwest,23226,383,14808,462,1387,252,150,79,1205,238,0,48,32,68,0,48,0,48,9801,423,348,125,4976,381,2446,292,1344,207,541,149,146,102,3620,250,100,71,473,122,690,168,584,152,821,164,952,174,8418,488,3050,326,1007,243,2016,277,0,48,0,48,27,61,0,48,4286,426,924,214,2901,373,368,132,78,77,15,51,0,48,1082,219,132,97,654,171,193,118,34,58,29,53,40,59
2,Delridge Neighborhoods,14850,356,7724,382,1291,235,154,76,1108,224,4,37,0,38,25,46,0,38,5193,347,235,119,2817,306,1252,211,614,157,224,83,51,47,1240,142,15,44,147,75,271,94,235,92,208,82,364,101,7126,444,2556,355,823,226,1637,304,82,83,14,42,0,38,0,38,3559,396,588,171,2509,349,368,140,56,81,19,45,19,39,1011,206,380,134,454,142,123,93,27,44,12,41,15,43
3,Greater Duwamish,16086,331,8359,418,1101,229,69,55,934,216,98,77,0,45,0,45,0,45,5499,378,212,111,2867,325,1423,220,514,135,417,132,66,62,1759,200,0,45,203,79,246,97,369,114,274,97,667,143,7727,450,2717,357,707,197,1977,309,0,45,33,66,0,45,0,45,3663,394,517,171,2498,353,436,164,127,80,85,70,0,45,1347,236,186,96,845,192,143,86,57,67,91,92,25,52
4,Southeast,17612,387,10861,427,839,198,129,79,604,173,31,54,75,79,0,45,0,45,7665,389,359,162,3355,339,2296,282,1151,209,371,140,133,97,2357,222,13,47,446,130,328,114,478,119,552,138,540,125,6751,473,1817,339,680,236,1120,281,17,50,0,45,0,45,0,45,4050,461,683,224,2552,396,527,159,278,136,0,45,10,45,884,187,49,54,611,160,127,74,86,81,0,45,11,47
5,Central,13921,329,6894,359,832,184,115,79,691,168,11,37,0,34,15,37,0,34,4744,334,280,106,2505,304,1227,191,578,165,126,70,28,42,1318,164,10,35,242,103,168,83,158,76,251,103,489,111,7027,395,3034,341,1091,248,1943,305,0,34,0,34,0,34,0,34,2768,346,626,185,1768,284,236,104,138,95,0,34,0,34,1225,170,144,116,614,135,279,110,66,65,51,56,71,69
6,East,29701,474,8008,453,1272,237,152,100,1093,222,27,54,0,47,0,47,0,47,4920,395,132,83,3258,366,993,195,345,111,165,81,27,51,1816,208,86,66,505,140,532,154,373,131,157,73,163,72,21693,578,11877,638,4126,492,7751,594,0,47,0,47,0,47,0,47,7636,567,1463,299,5068,512,846,224,233,109,17,46,9,45,2180,275,274,112,1301,244,367,116,125,88,84,67,29,49
7,Northeast,30311,401,16806,426,1500,229,316,106,1151,205,15,61,18,60,0,59,0,59,11215,407,641,156,5246,377,3109,290,1682,217,465,131,72,69,4091,222,12,60,560,137,674,146,598,145,1019,167,1228,164,13505,502,8913,481,3052,376,5799,475,49,72,13,60,0,59,0,59,3657,405,733,191,2198,318,536,176,134,79,56,68,0,59,935,179,96,68,377,129,263,136,63,68,85,98,51,66
8,North,19461,351,9074,354,1280,236,123,92,1136,224,21,48,0,43,0,43,0,43,5837,312,109,60,2701,283,1610,204,1021,169,337,106,59,51,1957,204,0,43,258,111,273,110,306,102,466,115,654,150,10387,449,4494,397,1735,294,2726,366,13,45,20,50,0,43,0,43,4316,434,894,227,2844,382,489,163,75,52,0,43,14,48,1577,251,261,138,891,181,341,131,25,49,44,59,15,47
9,Northwest,33168,437,17569,559,2741,345,523,159,2198,310,8,54,0,54,0,54,12,56,11679,470,422,144,5682,422,3291,323,1450,216,729,176,105,78,3149,254,43,59,473,135,438,121,430,127,637,139,1128,179,15599,594,7348,507,2792,403,4529,446,9,54,0,54,18,59,0,54,5774,494,931,224,3948,422,680,159,174,97,41,60,0,54,2477,294,389,159,1468,267,272,107,264,119,61,62,23,57
10,Ballard,21236,330,11602,423,1504,238,226,98,1241,223,14,46,23,44,0,43,0,43,7897,371,180,78,3837,340,2122,249,1289,212,348,122,121,70,2201,200,82,73,322,108,410,105,263,98,373,99,751,150,9634,493,4569,429,1474,316,2996,380,82,80,17,48,0,43,0,43,4191,415,905,274,2695,346,493,139,62,52,36,58,0,43,874,175,63,70,576,159,168,104,12,44,34,66,21,48
