area_id,area_name,b25013001,b25013001_moe,b25013002,b25013002_moe,b25013003,b25013003_moe,b25013004,b25013004_moe,b25013005,b25013005_moe,b25013006,b25013006_moe,b25013007,b25013007_moe,b25013008,b25013008_moe,b25013009,b25013009_moe,b25013010,b25013010_moe,b25013011,b25013011_moe
1,Southwest,23226,383,14808,462,316,117,1627,250,3521,340,9344,491,8418,488,431,203,1157,262,2890,379,3940,382
2,Delridge Neighborhoods,14850,356,7724,382,575,168,820,156,2300,270,4029,364,7126,444,1116,252,1507,307,2766,354,1737,293
3,Greater Duwamish,16086,331,8359,418,1085,182,1617,243,2325,291,3332,361,7727,450,2086,332,1632,320,2277,340,1732,286
4,Southeast,17612,387,10861,427,758,154,1155,222,2774,354,6174,404,6751,473,1605,298,1343,285,2616,396,1187,245
5,Central,13921,329,6894,359,207,111,450,148,1166,208,5071,344,7027,395,692,183,727,213,2193,334,3415,352
6,East,29701,474,8008,453,87,63,306,122,1138,259,6477,419,21693,578,958,227,1917,355,6968,590,11850,636
7,Northeast,30311,401,16806,426,184,90,752,171,2181,268,13689,472,13505,502,248,113,1093,252,4712,424,7452,491
8,North,19461,351,9074,354,324,102,806,172,1815,236,6129,336,10387,449,888,237,1887,343,3881,440,3731,383
9,Northwest,33168,437,17569,559,537,163,1584,240,3961,380,11487,542,15599,594,1012,244,2100,350,4758,499,7729,538
10,Ballard,21236,330,11602,423,305,111,1059,217,2483,293,7755,437,9634,493,371,139,1083,313,2816,403,5364,498
11,Lake Union,24520,524,7184,387,90,60,324,110,1102,219,5668,364,17336,590,376,152,1149,251,5165,529,10646,600
12,Magnolia/Queen Anne,29974,461,14092,515,91,69,532,142,2254,301,11215,530,15882,596,268,139,1352,273,4523,492,9739,610
13,Downtown,11410,381,2175,304,0,29,18,33,276,123,1881,287,9235,420,1243,219,1246,264,2556,376,4190,390
